W02000080	Llay South & Gwersyllt East
W02000081	Gwersyllt West & Summerhill
W02000082	New Broughton & Bryn Cefn
W02000083	Coedpoeth & Brymbo
W02000084	Borras & Rhosnesni
W02000085	Town North
W02000086	Acton & Maes-y-dre
W02000087	Caia Park
W02000088	Wrexham West
W02000089	Hermitage & Whitegate
W02000090	Pen-y-cae & Minera
W02000091	Johnstown North & Rhostyllen
W02000092	Rhosllannerchrugog & Johnstown South
W02000093	Ruabon & Marchwiel
W02000094	Cefn Mawr
W02000095	Bangor-on-Dee
W02000096	Chirk & Ceiriog Valley
W02000420	Gresford
