MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02004068,"Hathersage",0,567.0,1952.31,40.494,0,5.80,0.00,257.11,654.87,3.08
E02004069,"Bakewell North",0,739.0,3037.71,61.159,4,0,0.00,2377.82,0.00,0
E02004070,"Bakewell South",0,473.0,2309.59,36.274,3,0,0.00,0.00,0.00,1.78
E02004071,"Darley Dale & Stanton",0,334.0,1695.17,12.764,0,0,0.00,0.00,271.57,10.73
E02004072,"Matlock North",0,237.0,3226.98,23.765,5,0,0.00,7490.21,0.00,58.39
E02004073,"Matlock South",0,334.0,3322.43,43.894,11,0,0.00,321.14,742.66,20.31
E02004074,"Wirksworth",0,237.0,1419.85,14.205,3,0,0.00,1184.62,402.36,79.46
E02004075,"Ashbourne North",0,970.0,3444.86,29.349,2,0,0.00,348.95,0.00,0.32
E02004076,"Ashbourne South",0,240.0,1422.65,31.982,4,0,0.00,2230.96,0.00,0.41
E02004077,"Doveridge",0,349.0,2872.53,25.842,0,0,0.00,6540.19,0.00,80.79
