MSOA,index-of-transport-accesibility,chargepoints
E02000127,0,0.01
E02000128,0,0.00
E02000130,0,0.04
E02000131,0,0.00
E02000132,0,0.05
E02000133,0,0.00
E02000134,0,0.02
E02000135,0,0.01
E02000136,0,0.00
E02000137,0,0.03
E02000138,0,0.00
E02000139,0,0.02
E02000140,0,0.02
E02000141,0,0.00
E02000142,0,0.00
E02000144,0,0.04
E02000145,0,0.02
E02000146,0,0.02
E02000147,0,0.01
E02000148,0,0.00
E02000149,0,0.00
E02000150,0,0.00
E02000151,0,0.00
E02000152,0,0.00
E02000153,0,0.00
E02000154,0,0.01
E02000155,0,0.00
E02000156,0,0.06
E02000157,0,0.00
E02000158,0,0.00
E02000159,0,0.00
E02000160,0,0.02
E02000161,0,0.00
E02000162,0,0.00
E02000163,0,0.01
E02000165,0,0.00
E02006782,0,0.04
E02006787,0,0.01
E02006789,0,0.00
