MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002590,"Culcheth West & Croft",822,358.0,1939.34,32.434,0,0,0.00,0.00,0.00,2.85
E02002591,"Culcheth East & Hollins Green",782,358.0,527.22,27.117,0,0,0.00,446.45,0.00,8.83
E02002592,"Winwick & Burtonwood",814,750.0,3444.48,25.717,2,0,0.00,436.72,101491.96,1.8
E02002593,"Locking Stumps",876,358.0,7689.76,40.409,8,0,0.00,0.00,15085.31,2.07
E02002594,"Oakwood & Gorse Covert",873,358.0,2319.27,11.804,4,0,0.00,0.00,0.00,0
E02002595,"Hulme",837,173.0,688.90,9.651,2,0,0.00,1755.23,0.00,0.91
E02002596,"Houghton Green & Fearnhead",847,173.0,569.22,7.853,0,0,0.00,0.00,0.00,0
E02002597,"Blackbrook",822,173.0,220.05,9.272,0,0,0.00,0.00,0.00,2.16
E02002598,"Kingswood & Whittle Hall",829,360.0,11124.29,44.121,7,0,0.00,3479.41,138660.23,56.94
E02002599,"Callands & Old Hall",761,360.0,3724.58,52.889,9,0,0.00,9751.90,0.00,0.22
E02002600,"Orford",802,289.0,1468.03,12.036,2,0,0.00,0.00,0.00,2.15
E02002601,"Padgate & Paddington",834,289.0,279.70,9.041,1,0,0.00,0.00,0.00,11.21
E02002602,"Bewsey & Dallam",772,533.0,2389.38,47.853,0,0,0.00,930.42,3138.11,5.58
E02002603,"Woolston",852,474.0,22340.14,10.324,0,0,0.00,836.39,0.00,0
E02002604,"Great Sankey",744,360.0,185.11,28.990,0,0,0.00,337.71,0.00,6.59
E02002605,"Hood Manor & Sankey Bridges",731,360.0,900.04,26.869,0,0,0.00,0.00,0.00,3.06
E02002606,"Fairfield & Howley",756,602.0,2768.02,26.439,0,0,0.00,11801.28,0.00,13.95
E02002607,"Central Warrington",752,1320.0,7508.06,162.341,31,0,0.00,25561.38,0.00,87.05
E02002608,"Penketh & Cuerdley",718,1124.0,1316.16,36.190,1,0,0.00,1127.56,23084.84,1.45
E02002609,"Latchford",756,313.0,409.24,33.321,0,0,0.00,1942.84,0.00,31.675524
E02002610,"Lymm",774,459.0,1363.73,107.412,3,0,0.00,1643.17,0.00,11.65
E02002611,"Grappenhall",823,313.0,395.65,24.184,0,0,0.00,411.02,0.00,0.55
E02002612,"Stockton Heath & Hillcliffe",758,313.0,318.31,31.440,0,0,0.00,0.00,0.00,2.54
E02002613,"Appleton Thorn",826,313.0,1445.33,45.681,0,0,0.00,0.00,0.00,6.79
E02002614,"Appleton",764,313.0,36.00,24.319,0,0,0.00,0.00,0.00,0.18
