MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02000127,"Mottingham",0,812.0,645.26,20.708,2,0.00,1146.63,0.00,0
E02000128,"Chislehurst North",0,654.0,918.22,29.880,0,0.00,2653.01,0.00,0
E02000130,"Penge East",0,753.0,276.31,13.943,7,0.00,3423.17,0.00,0.018
E02000131,"Crystal Palace Park",0,477.0,660.43,8.965,0,0.00,0.00,0.00,0.068
E02000132,"New Beckenham",0,651.0,971.31,36.779,9,0.00,3267.90,0.00,0.6
E02000133,"Chislehurst West & Elmstead",0,706.0,289.09,58.802,0,0.00,0.00,0.00,0.18
E02000134,"Bromley North & Sundridge",0,1114.0,960.50,161.167,4,0.00,4510.43,0.00,0.3
E02000135,"Anerley North & Penge West",0,102.0,381.87,6.786,2,0.00,0.00,4639.79,0
E02000136,"Chislehurst East & Hoblingwell Wood",0,719.0,255.57,23.176,0,0.00,0.00,0.00,6.86
E02000137,"Shortlands Bromley Road",0,1332.0,83.92,28.698,5,0.00,0.00,0.00,0.133
E02000138,"Beckenham East & Kelsey Park",0,864.0,22.34,54.972,0,0.00,0.00,0.00,0
E02000139,"Clock House & Cator Park",0,558.0,284.12,29.149,3,0.00,343.98,0.00,0.278
E02000140,"St Mary Cray North",0,481.0,523.53,16.296,3,0.00,315.40,11988.42,0
E02000141,"Anerley South",0,558.0,191.70,5.628,0,0.00,1197.33,0.00,0
E02000142,"Widmore",0,876.0,566.71,19.807,0,0.00,3014.75,0.00,0.044
E02000144,"Bromley South",0,876.0,860.20,43.783,7,0.00,2842.03,0.00,0
E02000145,"St Mary Cray East",0,604.0,3129.73,22.927,3,0.00,7031.07,19084.83,0
E02000146,"Bickley West",0,876.0,336.02,29.249,3,0.00,0.00,0.00,0.059
E02000147,"Langley Park",0,1039.0,165.43,28.304,2,0.00,0.00,0.00,0
E02000148,"Bickley East",0,1160.0,345.48,18.294,0,0.00,0.00,0.00,0
E02000149,"St Mary Cray South",0,714.0,417.86,19.362,0,0.00,0.00,36987.45,0
E02000150,"Eden Park & Bethlem",0,631.0,398.66,22.028,0,0.00,0.00,0.00,1.62
E02000151,"Petts Wood",0,714.0,18.30,15.065,0,0.00,2705.05,0.00,0
E02000152,"Bromley Common",0,408.0,352.31,19.045,0,0.00,0.00,0.00,0
E02000153,"Hayes North",0,583.0,1077.48,23.153,0,0.00,0.00,0.00,0
E02000154,"Orpington West",0,952.0,81.93,122.497,2,0.00,11518.84,549.89,0.06
E02000155,"Orpington East",0,714.0,194.40,16.789,0,0.00,0.00,0.00,0.11
E02000156,"West Wickham",0,1546.0,802.08,78.421,10,0.00,5841.56,0.00,0
E02000157,"Crofton",0,714.0,322.59,30.251,0,0.00,0.00,0.00,0
E02000158,"Goddington",0,714.0,68.90,20.569,0,0.00,0.00,0.00,0
E02000159,"Keston",0,961.0,1032.82,33.894,0,0.00,5369.35,0.00,0
E02000160,"Hayes South & Coney Hall",0,583.0,647.81,31.502,3,0.00,0.00,0.00,0
E02000161,"Orpington South",0,430.0,118.74,27.483,0,0.00,0.00,0.00,0
E02000162,"Farnborough",0,685.0,762.88,30.969,0,0.00,2247.57,0.00,0
E02000163,"Chelsfield & Green Street Green",0,969.0,1386.33,40.360,2,0.00,1345.38,0.00,0.172
E02000165,"Biggin Hill West",0,538.0,282.40,41.449,0,0.00,0.00,0.00,0
E02006782,"Plaistow (Bromley)",0,468.0,255.52,16.400,7,0.00,1906.39,0.00,0
E02006787,"Elmers End",0,456.0,1038.07,61.265,2,0.00,8519.19,0.00,0
E02006789,"Biggin Hill East & Cudham",0,1631.0,1127.74,26.088,0,0.00,2753.88,0.00,0.08
