MSOA,index-of-transport-accesibility,chargepoints
W02000336,0,0.00
W02000337,0,0.01
W02000338,0,0.00
W02000339,0,0.03
W02000340,0,0.00
W02000341,0,0.01
W02000342,0,0.01
W02000343,0,0.02
W02000344,0,0.00
W02000345,0,0.02
W02000346,0,0.01
