MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003811,"Cranage & Goostrey",560,1862.0,1605.79,46.638,2,0.00,0.00,0.00,0
E02003812,"Holmes Chapel",694,106.0,1141.29,30.678,1,0.00,1566.62,0.00,0
E02003813,"Middlewich West",651,113.0,1041.87,21.486,1,0.00,12706.54,0.00,0
E02003814,"Middlewich East",570,113.0,2350.13,27.886,0,36203.21,0.00,0.00,0
E02003815,"Buglawton",184,246.0,387.89,29.712,0,0.00,0.00,0.00,0
E02003816,"Congleton Town",297,430.0,2011.04,44.503,5,0.00,11450.51,0.00,0
E02003817,"Congleton West Heath",406,352.0,743.34,57.450,0,0.00,1466.14,0.00,0
E02003818,"Hightown",223,246.0,319.71,20.712,0,0.00,0.00,7999.16,0
E02003819,"Sandbach North",652,184.0,709.00,37.874,2,0.00,978.43,0.00,0
E02003820,"Sandbach Ettiley Heath & Wheelock",553,184.0,1424.74,40.173,0,0.00,2384.79,0.00,0
E02003821,"Sandbach Heath",688,184.0,1042.78,44.309,0,0.00,3757.78,0.00,0
E02003822,"Scholar Green",577,903.0,2085.26,56.774,2,0.00,298.30,0.00,0
E02003823,"Alsager East",446,254.0,1265.49,17.039,0,0.00,2272.46,0.00,0
E02003824,"Alsager West",448,254.0,795.81,17.137,0,0.00,0.00,0.00,0
E02003825,"Crewe Leighton",314,197.0,8.00,5.595,0,0.00,2840.23,0.00,0
E02003826,"Crewe North East",490,197.0,31.09,9.214,0,0.00,214.26,0.00,0
E02003827,"Crewe Coppenhall & Underwood",353,197.0,669.71,9.450,2,0.00,7096.51,0.00,0
E02003828,"Crewe North West",262,416.0,5723.45,9.348,0,0.00,0.00,11370.98,0
E02003829,"Crewe Sydney & Gateway",533,493.0,2012.66,47.251,10,0.00,323.34,89528.21,0
E02003830,"Crewe Town & Victoria Avenue",319,416.0,1168.21,24.592,6,0.00,11438.47,0.00,0
E02003831,"Haslington & Weston",533,854.0,1203.43,35.299,1,0.00,1001.26,0.00,0
E02003832,"Crewe Mill Street & College",371,416.0,757.72,13.761,0,0.00,0.00,0.00,0
E02003833,"Wistaston Green",204,450.0,228.16,14.135,0,0.00,0.00,0.00,0
E02003834,"Crewe Gresty Road",385,219.0,818.69,19.249,0,0.00,2073.15,0.00,0
E02003835,"Crewe South West & Wistaston",308,450.0,248.98,26.936,0,0.00,0.00,0.00,0
E02003836,"Nantwich North East",304,428.0,1151.98,56.941,0,0.00,10354.04,0.00,0
E02003837,"Nantwich South East & Wybunbury",375,1158.0,3683.77,63.992,0,0.00,0.00,1720.79,0
E02003838,"Willaston & Shavington",400,450.0,186.79,22.702,0,0.00,0.00,0.00,0
E02003839,"Nantwich South West",255,231.0,1496.79,37.129,3,0.00,4953.82,0.00,0
E02003840,"Audlem",83,1013.0,1346.87,67.336,1,0.00,233.92,1468.14,0
E02003853,"Disley & Lyme Park",355,953.0,1433.78,20.092,2,0.00,0.00,0.00,0
E02003854,"Poynton West",632,144.0,474.02,10.809,0,0.00,3104.76,0.00,0
E02003855,"Poynton East",544,144.0,721.74,11.335,0,0.00,0.00,0.00,0
E02003856,"Handforth & Dean Row",690,1177.0,5733.70,69.241,6,0.00,2419.57,35453.53,0
E02003857,"Lacey Green & Wilmslow Park",672,498.0,493.46,34.969,0,0.00,0.00,0.00,0
E02003858,"Wilmslow Town",643,498.0,2779.55,117.469,3,0.00,7192.10,319.87,0
E02003859,"Mobberley",648,2767.0,11596.05,118.456,5,0.00,0.00,837.12,0
E02003860,"Fulshaw Park & Lindow",606,498.0,85.33,37.006,0,0.00,0.00,0.00,0
E02003861,"Knutsford North",699,705.0,384.19,64.477,0,0.00,2612.90,0.00,0
E02003862,"Prestbury & Adlington",405,1037.0,4398.15,31.764,0,0.00,0.00,0.00,0
E02003863,"South Knutsford & Bexton",734,705.0,2349.30,37.083,2,0.00,3682.30,0.00,0
E02003864,"Alderley Edge & Chelford",598,1852.0,3947.65,76.340,8,0.00,1546.61,0.00,0
E02003865,"Bollington",278,395.0,1273.83,32.696,0,0.00,0.00,1024.25,0
E02003866,"Macclesfield Tytherington",290,395.0,1534.16,22.504,0,0.00,0.00,0.00,0
E02003867,"Macclesfield Upton Priory & Greenside",445,649.0,1995.66,26.160,0,0.00,0.00,0.00,0
E02003868,"Macclesfield East & Hurdsfield",272,649.0,3472.19,38.830,0,0.00,6457.33,15087.84,0
E02003869,"Macclesfield Bollinbrook",353,649.0,2338.16,24.987,0,0.00,5806.71,0.00,0
E02003870,"Central Macclesfield",296,880.0,4150.72,158.973,0,0.00,3711.29,0.00,0
E02003871,"Macclesfield Weston",324,649.0,943.54,13.504,0,0.00,0.00,0.00,0
E02003872,"Gawsworth & Macclesfield Forest",248,1173.0,3283.48,61.800,0,0.00,0.00,0.00,0
E02003873,"Macclesfield South & Lyme Green",212,254.0,1455.10,18.679,0,0.00,0.00,0.00,0
