MSOA,index-of-transport-accesibility,chargepoints
S02002329,0,0
S02002330,0,0
S02002331,0,0
S02002332,0,0
S02002333,0,0
S02002334,0,0
S02002335,0,0
S02002336,0,0
S02002337,0,0
S02002338,0,0
S02002339,0,0
S02002340,0,0
S02002341,0,0
S02002342,0,0
S02002343,0,0
S02002344,0,0
S02002345,0,0
S02002346,0,0
S02002347,0,0
S02002348,0,0
S02002349,0,0
S02002350,0,0
S02002351,0,0
S02002352,0,0
S02002353,0,0
