MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02001019,"Ramsbottom",745,1124.0,1296.43,40.718,3,0,0.00,5404.08,0.00,3.28
E02001020,"Summerseat",750,1124.0,172.35,19.738,0,0,0.00,390.54,0.00,3.21
E02001021,"Nuttall & Tottington",694,1124.0,416.14,23.591,0,0,0.00,653.88,0.00,2.24
E02001022,"Walmersley & Limefield",835,270.0,325.73,11.053,0,0,0.00,89.33,3007.57,11.3
E02001023,"Higher Woodhill",711,748.0,194.46,12.268,0,0,0.00,0.00,0.00,0.67
E02001024,"Walshaw & Woolfold",647,748.0,26.91,21.820,0,0,0.00,0.00,0.00,3.72
E02001025,"Fairfield & Jericho",946,270.0,1425.55,11.796,3,0,0.00,0.00,0.00,0.1
E02001026,"Fernhill & Pimhole",958,270.0,4250.10,20.086,8,0,0.00,12816.62,10080.22,12.39
E02001027,"Whitehead Park",744,1225.0,664.24,73.922,0,0,0.00,6739.26,0.00,0.07
E02001028,"Elton Vale",658,748.0,228.33,19.479,0,0,0.00,384.34,0.00,0.49
E02001029,"Buckley Wells & Fishpool",851,1018.0,1486.54,17.298,8,0,0.00,0.00,0.00,2.93
E02001030,"Ainsworth & Bradley Fold",631,993.0,381.41,12.480,0,0,0.00,0.00,0.00,3.84
E02001031,"Redvales & Hollins",851,371.0,2512.08,11.574,1,0,0.00,10756.67,0.00,2.42
E02001032,"Black Lane",648,371.0,37.82,12.447,0,0,0.00,0.00,0.00,0.48
E02001033,"Bank Top & Radcliffe Ees",714,371.0,446.76,11.622,2,0,0.00,0.00,0.00,35.78
E02001034,"Radcliffe",696,281.0,1698.88,25.523,0,0,0.00,2361.03,0.00,3.84
E02001035,"Unsworth",875,632.0,392.78,10.249,0,0,0.00,351.14,0.00,0.49
E02001036,"Outwood Gate",820,519.0,834.54,13.661,0,0,0.00,7817.49,0.00,1.35
E02001037,"Whitefield West & Park Lane",953,560.0,311.42,23.845,0,0,0.00,8232.91,0.00,0.42
E02001038,"Whitefield East",984,560.0,1226.54,19.743,1,0,0.00,1451.36,0.00,0.33
E02001039,"Besses",955,189.0,454.59,21.466,0,0,0.00,0.00,0.00,1.12
E02001040,"Kirkhams & Holyrood",964,362.0,1788.81,38.147,5,0,0.00,8006.43,0.00,0
E02001041,"Prestwich East",939,263.0,173.08,13.278,0,0,0.00,0.00,0.00,0.4
E02001042,"Prestwich Central",930,189.0,686.65,13.107,0,0,0.00,2969.02,0.00,7.49
E02001043,"Prestwich Clough & Rainsough",865,255.0,368.94,9.414,0,0,0.00,0.00,0.00,5.07
E02001044,"Sedgley Park",864,186.0,611.88,12.775,0,0,0.00,1664.43,0.00,0.36
