MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005115,"Sheerness East",0,117.0,1056.83,14.916,2,0,0.00,7947.15,0.00,0
E02005116,"Sheerness West",0,117.0,7459.77,14.200,2,0,0.00,1430.95,0.00,0
E02005117,"Minster North",0,109.0,386.95,9.308,0,0,0.00,0.00,0.00,0
E02005118,"Minster South",0,109.0,213.99,13.186,0,0,0.00,0.00,0.00,0
E02005119,"Queenborough",0,117.0,2422.61,4.594,0,0,54871.08,5917.97,54871.08,11
E02005120,"Sheppey East",0,109.0,1930.80,14.797,0,0,0.00,0.00,0.00,0
E02005121,"Iwade & Kemsley",0,332.0,1446.17,19.406,0,0,0.00,0.00,84691.84,0
E02005122,"Newington",0,382.0,814.59,26.056,1,0,0.00,167.55,29654.51,1
E02005123,"Borden & The Meads",0,332.0,1731.73,24.681,0,0,0.00,7442.33,0.00,3.04
E02005124,"Sittingbourne Central & Milton Regis",0,332.0,2972.89,45.011,6,0,0.00,6949.20,6038.44,0
E02005125,"Sittingbourne East",0,332.0,0.00,9.770,0,0,0.00,0.00,0.00,0
E02005126,"Sittingbourne West",0,332.0,583.80,9.982,0,0,0.00,0.00,0.00,0
E02005127,"Sittingbourne South",0,332.0,1022.39,22.451,1,0,0.00,6060.54,0.00,0
E02005128,"Faversham West",0,173.0,395.39,21.611,0,0,0.00,4473.77,0.00,0
E02005129,"Faversham East",0,165.0,1525.61,41.132,3,0,0.00,7247.15,0.00,1.55
E02005130,"Teynham & Badlesmere",0,828.0,435.17,43.826,0,0,0.00,0.00,0.00,0.07
E02005131,"Boughton & Selling",0,388.0,1090.88,25.886,0,0,0.00,0.00,0.00,1
