MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005304,"Hesketh Bank & Tarleton",366,406.0,1178.44,37.406,0,0.00,1986.73,0.00,0
E02005305,"Rufford & Banks",275,711.0,663.68,23.567,2,0.00,0.00,0.00,0
E02005306,"Scarisbrick",379,1039.0,1196.91,29.937,0,0.00,0.00,0.00,0
E02005307,"Burscough",567,142.0,1186.04,27.507,2,0.00,6117.44,2193.29,0
E02005308,"Parbold",778,896.0,805.77,29.281,1,0.00,0.00,0.00,0
E02005309,"Ormskirk North & West",642,291.0,365.66,47.945,1,0.00,1313.47,0.00,0
E02005310,"Ormskirk Town & East",706,291.0,2882.26,47.412,19,0.00,7418.79,0.00,0
E02005311,"Bickerstaffe & Newburgh",791,940.0,3100.83,25.332,0,0.00,0.00,77195.82,0
E02005312,"Skelmersdale Ashurst",788,398.0,417.88,12.273,0,0.00,0.00,0.00,0
E02005313,"Skelmersdale Central",793,256.0,890.01,35.642,2,0.00,8090.10,72854.62,0
E02005314,"Skelmersdale West",791,256.0,487.10,14.875,7,0.00,0.00,0.00,0
E02005315,"Aughton",691,149.0,257.20,31.417,0,0.00,0.00,0.00,0
E02005316,"Skelmersdale East",797,256.0,372.45,9.852,0,0.00,0.00,0.00,0
E02005317,"Skelmersdale South East",822,256.0,0.00,11.688,0,0.00,0.00,0.00,0
E02005318,"Upholland",806,543.0,721.34,20.115,2,0.00,0.00,0.00,0
