MSOA,index-of-transport-accesibility,chargepoints
W02000097,0,0.00
W02000098,0,0.00
W02000099,0,0.01
W02000100,0,0.01
W02000101,0,0.00
W02000102,0,0.01
W02000103,0,0.01
W02000104,0,0.03
W02000105,0,0.00
W02000106,0,0.01
W02000107,0,0.02
W02000108,0,0.00
W02000109,0,0.02
W02000110,0,0.01
W02000111,0,0.00
W02000113,0,0.03
W02000114,0,0.00
W02000414,0,0.01
W02000416,0,0.01
