MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02006439,"Farnham Weybourne & Badshot Lea",0,815.0,1638.65,22.038,0,0.00,7804.63,0.00,0
E02006440,"Farnham Upper Hale",0,815.0,188.94,24.484,1,0.00,821.29,0.00,0
E02006441,"Farnham Town",0,815.0,2996.49,113.863,5,0.00,6389.89,1302.85,2.52
E02006442,"Farnham Moor Park & Bourne",0,815.0,953.06,40.474,0,0.00,0.00,0.00,0.48
E02006443,"Farncombe",0,246.0,513.26,23.607,2,0.00,1009.07,927.57,0.45
E02006444,"Farnham Shortheath",0,815.0,66.27,25.555,0,0.00,0.00,1880.75,0
E02006445,"Godalming North",0,504.0,1972.96,96.782,9,0.00,11500.90,0.00,4.54
E02006446,"Blackheath",0,858.0,1754.40,45.679,0,0.00,90.55,93.97,0.15
E02006447,"Farnham Wrecclesham",0,815.0,104.95,38.706,0,0.00,168.17,3374.52,0.7
E02006448,"Godalming South",0,246.0,944.57,21.983,1,0.00,0.00,0.00,3.49
E02006449,"Elstead & Milford",0,610.0,1069.13,42.760,0,0.00,457.63,0.00,4.4
E02006450,"Wheelerstreet",0,1118.0,1431.79,61.551,0,0.00,0.00,0.00,2.22
E02006451,"Cranleigh",0,403.0,2438.24,79.930,2,0.00,904.99,0.00,0.94
E02006453,"Ewhurst & Chiddingfold",0,1363.0,1402.91,64.059,0,0.00,0.00,0.00,215.19
E02006454,"Haslemere East",0,293.0,1046.92,43.131,1,0.00,1172.60,0.00,5.57
E02006455,"Haslemere West",0,293.0,1195.16,54.131,2,0.00,4110.69,0.00,18.23
E02006839,"Hindhead",0,897.0,1573.70,67.419,1,0.00,0.00,0.00,1.17
