MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003599,"Sandy North",0,195.0,0.00,16.039,0,0.00,376.46,0.00,0
E02003600,"Sandy South",0,195.0,739.24,50.860,0,0.00,6385.78,0.00,0
E02003601,"Potton",0,893.0,535.58,34.679,0,0.00,0.00,0.00,0
E02003602,"Blunham",0,2299.0,1585.43,35.669,1,0.00,7185.12,0.00,0
E02003603,"Biggleswade West",0,172.0,1980.94,63.383,2,0.00,8004.95,0.00,0
E02003604,"Biggleswade East",0,422.0,2599.90,38.206,0,0.00,2291.46,31406.74,0
E02003605,"Cranfield & Aspley Guise",0,1106.0,5310.84,59.771,2,0.00,1176.88,65043.44,0
E02003606,"Houghton Conquest & Clophill",0,1302.0,961.42,46.857,0,0.00,0.00,0.00,0
E02003607,"Marston Moretaine",0,2007.0,1975.68,65.447,4,0.00,1164.80,0.00,0
E02003608,"Arlesey & Henlow",0,242.0,2080.31,36.239,0,0.00,0.00,0.00,0
E02003609,"Shefford & Shillington",0,826.0,1213.45,65.933,3,0.00,3188.70,1426.11,0
E02003610,"Ampthill & Millbrook",0,1176.0,3411.45,72.636,2,0.00,2725.07,0.00,0
E02003611,"Clifton",0,452.0,1610.29,37.388,0,0.00,0.00,0.00,0
E02003612,"Stotfold",0,457.0,1075.20,34.638,0,0.00,0.00,0.00,0
E02003613,"Flitwick East",0,415.0,82.27,25.894,0,0.00,0.00,0.00,0
E02003614,"Flitwick West",0,415.0,1049.49,40.590,0,0.00,0.00,0.00,0
E02003615,"Westoning",0,947.0,6770.06,49.516,0,0.00,0.00,0.00,0
E02003636,"Barton-le-Clay & Upper Sundon",0,903.0,175.31,24.445,0,0.00,687.51,0.00,0
E02003637,"Toddington",0,1222.0,3196.61,43.859,5,0.00,0.00,106081.36,0
E02003638,"Leighton Buzzard North & East",0,486.0,70.75,40.681,0,0.00,0.00,0.00,0
E02003639,"Leighton Buzzard Central",0,486.0,2986.52,58.571,3,0.00,14148.37,0.00,0
E02003640,"Linslade East",0,486.0,1477.65,36.515,0,0.00,0.00,0.00,0
E02003641,"Linslade West",0,486.0,143.68,18.503,0,0.00,0.00,0.00,0
E02003642,"Houghton Regis North",0,187.0,581.83,16.322,0,0.00,2456.55,0.00,0
E02003643,"Leighton Buzzard South East",0,486.0,742.30,89.818,0,0.00,3708.93,18773.00,0
E02003644,"Houghton Regis South",0,405.0,1168.26,28.695,2,0.00,4157.78,0.00,0
E02003645,"Dunstable East",0,391.0,2442.38,19.015,2,0.00,15842.10,0.00,0
E02003646,"Dunstable West",0,405.0,257.94,22.495,2,0.00,0.00,8573.76,0
E02003647,"Dunstable Central",0,405.0,2275.25,86.316,4,0.00,7104.09,0.00,0
E02003648,"Dunstable Manshead",0,405.0,50.00,10.870,0,0.00,0.00,0.00,0
E02003649,"Dunstable South",0,218.0,0.00,14.761,0,0.00,0.00,875.96,0
E02003650,"Eaton Bray",0,1066.0,2512.02,23.226,0,0.00,0.00,0.00,0
E02003651,"Caddington & Slip End",0,1714.0,4011.01,7.442,3,0.00,0.00,0.00,0
