MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02003753,"Yaxley & Farcet",0,233.0,1580.72,28.375,0,0,0.00,1659.95,29468.79,0.26
E02003754,"Stilton",0,1147.0,2085.43,27.337,2,0,0.00,0.00,0.00,0.88
E02003755,"Ramsey",0,982.0,1855.02,37.564,2,0,0.00,4198.92,0.00,4.8
E02003756,"Sawtry & Gidding",0,826.0,1096.75,34.110,0,0,0.00,614.48,0.00,0
E02003757,"Warboys & Bury",0,696.0,436.46,27.526,0,0,0.00,0.00,0.00,27
E02003758,"Somersham",0,996.0,4038.46,47.873,0,0,0.00,0.00,0.00,0.73
E02003759,"Bluntisham",0,705.0,2432.31,18.701,3,0,0.00,17834.32,4694.76,0
E02003760,"Huntingdon Sapley & Oxmoor",0,1227.0,3016.88,14.908,0,0,0.00,7540.63,0.00,0
E02003761,"Huntingdon Hartford",0,634.0,742.18,7.824,1,0,0.00,0.00,0.00,0
E02003762,"Brampton",0,1227.0,8694.51,56.669,3,0,0.00,0.00,21445.53,85.66
E02003763,"St Ives North",0,705.0,2052.17,19.314,0,0,0.00,0.00,0.00,0
E02003764,"Huntingdon Central & West",0,1745.0,5761.44,89.614,3,0,104.89,9659.72,2837.56,7.05
E02003765,"St Ives South",0,112.0,2196.40,31.760,5,0,0.00,1728.06,0.00,0
E02003766,"Godmanchester",0,982.0,1759.97,13.199,2,0,182408.22,935.57,0.00,2.6
E02003767,"Kimbolton",0,1984.0,3619.00,46.271,0,0,0.00,0.00,0.00,0.66
E02003768,"Houghton",0,705.0,1793.83,42.482,0,0,0.00,0.00,0.00,1.4
E02003769,"Buckden & Perry",0,941.0,2043.88,25.180,5,0,0.00,0.00,669.62,0
E02003770,"Little Paxton",0,732.0,1638.19,53.880,0,0,0.00,0.00,0.00,0.85
E02003771,"St Neots Priory Park",0,348.0,2291.12,48.844,1,0,0.00,4695.73,0.00,2.32
E02003772,"St Neots Eaton Ford",0,348.0,1085.36,33.830,2,0,0.00,2190.59,0.00,0
E02003773,"St Neots Eynesbury",0,348.0,2111.92,25.323,2,0,0.00,9729.07,0.00,3.2
E02003774,"St Neots Eaton Socon",0,348.0,1469.76,25.823,0,0,0.00,3939.49,20298.27,0
