MSOA,index-of-transport-accesibility,chargepoints
E02006008,0,0.01
E02006009,0,0.01
E02006010,0,0.01
E02006011,0,0.00
E02006012,0,0.01
E02006013,0,0.00
E02006014,0,0.00
E02006015,0,0.01
E02006016,0,0.00
E02006017,0,0.01
E02006018,0,0.01
E02006019,0,0.00
E02006020,0,0.00
E02006021,0,0.00
E02006022,0,0.01
E02006023,0,0.00
E02006024,0,0.01
E02006025,0,0.01
E02006026,0,0.00
E02006027,0,0.01
E02006028,0,0.00
E02006029,0,0.01
E02006030,0,0.01
E02006031,0,0.01
E02006032,0,0.00
E02006033,0,0.00
E02006034,0,0.01
E02006035,0,0.00
E02006036,0,0.02
E02006037,0,0.00
E02006038,0,0.01
E02006039,0,0.00
E02006040,0,0.00
E02006041,0,0.00
E02006042,0,0.02
E02006043,0,0.00
E02006044,0,0.01
E02006045,0,0.01
E02006046,0,0.01
