MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002566,"Central Darlington",286,676.0,4331.93,57.506,19,0.00,0.00,3625.22,2.06
E02002567,"Albert Hill & Red Hall",228,304.0,2017.89,6.524,10,0.00,3562.57,0.00,0.44
E02002568,"College & Park West",299,593.0,104.96,13.740,0,0.00,0.00,0.00,0
E02002569,"Hummersknott",294,593.0,1087.15,21.753,0,0.00,0.00,0.00,0
E02002570,"Bank Top",235,304.0,1076.93,5.004,0,0.00,0.00,0.00,1.96
E02002571,"Firthmoor",226,448.0,1932.35,2.906,0,0.00,0.00,0.00,0
E02002572,"Park East",255,593.0,700.74,5.063,0,0.00,7978.16,0.00,2.16
E02002573,"Middleton & Hurworth",237,289.0,1822.56,40.570,0,0.00,0.00,0.00,0
E02006811,"Nunthorpe & Marton East",266,130.0,2187.00,32.969,0,0.00,0.00,0.00,0.62
E02006812,"Ormesby",306,111.0,242.99,27.400,0,0.00,0.00,0.00,3.91
E02006909,"The Fens",300,329.0,972.43,41.237,0,0.00,1629.06,0.00,3.74
E02006910,"South Bank & Teesville",221,72.0,2450.38,13.044,0,0.00,9275.94,0.00,18.71
