MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02001768,"South Shields East",281,57.0,3428.57,6.268,17,0.00,3970.46,0.00,0
E02001769,"South Shields West",305,242.0,3236.25,17.186,20,0.00,11980.70,0.00,0
E02001770,"Westoe",280,242.0,338.62,4.666,0,0.00,0.00,0.00,0
E02001771,"Horsley Hill",277,242.0,764.61,9.687,2,0.00,0.00,0.00,0
E02001772,"West Park",303,242.0,432.63,7.776,0,0.00,333.51,0.00,0
E02001773,"Harton West",299,242.0,473.73,11.192,0,0.00,0.00,0.00,0
E02001774,"Jarrow Town",331,380.0,15283.12,21.374,13,0.00,6347.91,0.00,0
E02001775,"Harton East",293,185.0,285.51,9.940,2,0.00,0.00,0.00,0
E02001776,"Hebburn North",310,121.0,470.35,17.346,2,0.00,0.00,0.00,0
E02001777,"Hebburn West",308,61.0,1022.03,17.345,2,0.00,1743.96,310.49,0
E02001778,"West Harton",307,242.0,1229.54,11.188,1,0.00,2767.07,0.00,0
E02001779,"Simonside",321,302.0,1595.21,13.328,13,0.00,0.00,0.00,0
E02001780,"Cleadon Park",299,242.0,402.44,12.582,1,0.00,0.00,0.00,0
E02001781,"Brockley Whins",333,245.0,184.97,7.211,1,0.00,0.00,0.00,0
E02001782,"Hebburn South",320,121.0,823.96,18.581,2,0.00,0.00,0.00,0
E02001783,"Biddick Hill",316,185.0,257.66,12.090,1,0.00,0.00,0.00,0
E02001784,"Primrose",334,178.0,231.89,7.316,1,0.00,0.00,0.00,0
E02001785,"Whitburn & Marsden",225,303.0,1052.67,26.422,4,0.00,0.00,0.00,0
E02001786,"Whiteleas",302,185.0,446.04,11.373,0,0.00,0.00,0.00,0
E02001787,"Fellgate & Hedworth",333,385.0,812.76,7.989,1,0.00,451.12,0.00,0
E02001788,"Boldon Colliery",332,134.0,523.08,9.959,1,0.00,12722.76,0.00,0
E02001789,"Cleadon & East Boldon",298,346.0,260.18,22.638,0,0.00,0.00,0.00,0
E02001790,"West Boldon",322,311.0,3026.15,26.918,5,0.00,845.15,0.00,0
