MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02000397,"Bowes Park",0,819.0,126.38,5.100,2,0.00,90.43,0.00,0
E02000398,"Northumberland Park",0,415.0,97.68,0.033,1,0.00,0.00,0.00,0
E02000400,"Bounds Green",0,964.0,64.97,15.696,3,0.00,0.00,0.00,0
E02000401,"Roundway",0,731.0,179.02,0.420,2,0.00,0.00,0.00,0
E02000402,"Tottenham Bruce Castle Park",0,262.0,34.45,0.000,1,0.00,0.00,0.00,0
E02000403,"Wood Green North",0,257.0,556.77,2.870,2,0.00,0.00,0.00,0
E02000404,"Scotch Estate",0,519.0,43.41,2.344,3,0.00,0.00,0.00,0
E02000405,"Alexandra Park",0,964.0,2182.90,7.951,2,0.00,0.00,0.00,0
E02000406,"Noel Park",0,257.0,14.48,1.770,0,48.11,0.00,48.11,0
E02000407,"Bruce Grove North",0,440.0,147.26,0.000,0,0.00,0.00,1080.46,0
E02000408,"Tottenham North West",0,262.0,218.56,0.000,4,0.00,2462.24,0.00,0
E02000409,"Lordship Lane & Broadwater Farm",0,697.0,61.80,0.287,4,0.00,0.00,0.00,0
E02000410,"Muswell Hill North",0,357.0,102.20,50.507,3,0.00,463.46,0.00,0
E02000411,"Tottenham Lea Valley",0,262.0,145.01,0.000,0,0.00,0.00,0.00,0
E02000412,"Wood Green South",0,561.0,951.13,4.533,12,0.00,7424.79,0.00,0
E02000413,"Fortis Green & Coldfall",0,813.0,264.97,27.048,0,0.00,0.00,0.00,0
E02000414,"Bruce Grove South",0,440.0,302.47,0.000,0,0.00,0.00,0.00,0
E02000415,"Downhills Park",0,697.0,220.49,0.335,4,0.00,0.00,0.00,0
E02000416,"Hornsey East",0,304.0,389.19,19.659,0,0.00,346.47,0.00,0
E02000417,"Muswell Hill South",0,918.0,319.70,19.027,8,0.00,1519.39,0.00,0
E02000418,"Hornsey West",0,661.0,235.22,5.285,5,0.00,0.00,0.00,0
E02000419,"Harringay Ladder North",0,717.0,58.78,5.572,3,0.00,0.00,0.00,0
E02000420,"Tottenham Green West",0,178.0,172.03,0.000,10,0.00,4079.77,0.00,0
E02000421,"Tottenham Green East",0,440.0,656.45,0.000,4,0.00,97.02,0.00,0
E02000422,"West Green & St Ann's",0,178.0,179.54,0.000,0,0.00,0.00,0.00,0
E02000423,"Harringay East",0,413.0,115.60,0.425,2,0.00,0.00,0.00,0
E02000424,"Hornsey Vale",0,539.0,99.92,4.377,0,0.00,317.64,0.00,0
E02000425,"South Tottenham",0,178.0,0.00,0.000,1,0.00,0.00,0.00,0
E02000426,"Highgate Wood",0,1307.0,190.04,39.505,1,0.00,0.00,0.00,0
E02000427,"Harringay Ladder South",0,717.0,785.95,4.370,0,0.00,1838.08,0.00,0
E02000428,"Harringay Warehouse District & Vartry",0,413.0,172.65,0.443,2,0.00,8095.43,9731.91,0
E02000429,"Crouch End West",0,798.0,337.69,17.629,7,0.00,0.00,0.00,0
E02000430,"Crouch End East",0,539.0,101.88,7.314,3,0.00,0.00,0.00,0
E02000431,"Highgate East",0,494.0,128.17,25.011,3,0.00,141.70,0.00,0
E02000432,"Stroud Green",0,235.0,79.25,1.191,3,0.00,0.00,0.00,0
E02006794,"White Hart Lane",0,262.0,435.43,0.000,17,0.00,389.10,0.00,0
