MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005893,"Ollerton & Boughton",0,186.0,2052.71,28.692,2,0.00,6409.80,5086.94,0.28
E02005894,"Edwinstowe & Clipstone",0,283.0,4912.66,33.211,0,0.00,1060.52,0.00,4.63
E02005895,"Muskham",0,446.0,972.49,58.870,2,0.00,322.65,0.00,0.19
E02005896,"Winthorpe",0,887.0,2142.07,45.498,2,0.00,1022.71,137259.64,0.69
E02005897,"Bilsthorpe & Farnsfield",0,532.0,3448.77,41.044,3,0.00,0.00,0.00,9.07
E02005898,"Rainworth & Blidworth",0,319.0,914.23,32.616,0,0.00,0.00,0.00,0.73
E02005899,"Newark North",0,649.0,4538.72,65.692,10,0.00,20614.57,111672.44,19.59
E02005900,"Southwell",0,268.0,2121.21,43.120,1,0.00,1534.92,0.00,0.38
E02005901,"Newark South East",0,389.0,580.25,13.873,0,0.00,443.03,0.00,17.95
E02005902,"Newark South West",0,203.0,403.36,10.802,0,0.00,0.00,0.00,1.47
E02005903,"Balderton",0,203.0,531.94,14.136,0,0.00,3187.48,0.00,15.57
E02005904,"Fernwood",0,667.0,4590.56,43.194,1,0.00,0.00,0.00,0.51
E02005905,"Lowdham",0,249.0,1424.26,37.043,1,0.00,425.31,0.00,0.54
