MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02000002,"Marks Gate",0,284.0,289.19,8.261,0,0.00,0.00,0.00,0
E02000003,"Chadwell Heath East",0,703.0,393.53,14.662,4,0.00,6634.71,0.00,0
E02000004,"Eastbrookend",0,679.0,1492.66,7.543,3,0.00,0.00,0.00,0
E02000005,"Becontree Heath",0,608.0,308.45,8.289,7,0.00,1828.04,0.00,0
E02000007,"Central Park & Frizlands Lane",0,608.0,1100.53,8.832,2,0.00,4953.78,0.00,0
E02000008,"Becontree East",0,608.0,0.58,26.197,0,0.00,0.00,0.00,0
E02000009,"Becontree West",0,680.0,86.15,9.532,4,0.00,4504.96,0.00,0
E02000010,"Dagenham North",0,343.0,0.00,6.443,0,0.00,0.00,0.00,0
E02000011,"Dagenham Eastbrook",0,177.0,387.69,6.380,0,0.00,0.00,0.00,0
E02000012,"Longbridge & Barking Park",0,415.0,462.11,4.646,6,0.00,0.00,0.00,0
E02000013,"Becontree South",0,431.0,0.00,4.376,3,0.00,0.00,0.00,0
E02000014,"Dagenham Central",0,343.0,226.24,5.907,3,0.00,2268.97,0.00,0
E02000015,"Old Dagenham Park & Village",0,177.0,436.85,7.506,0,0.00,0.00,0.00,0
E02000016,"Barking Central",0,415.0,1509.66,6.982,4,0.00,1717.36,0.00,0
E02000017,"Barking East",0,415.0,164.18,2.966,0,0.00,0.00,0.00,0
E02000018,"Mayesbrook Park & Rippleside",0,846.0,121.04,5.175,1,0.00,0.00,0.00,0
E02000019,"Goresbrook & Scrattons Farm",0,581.0,3662.61,5.598,2,0.00,9785.59,8523.51,0
E02000020,"Creekmouth & Barking Riverside",0,415.0,1125.21,15.330,3,0.00,38.16,10260.77,0
E02000021,"Rylands Estate & Dagenham Dock",0,343.0,1748.37,6.062,7,0.00,107.93,0.00,0
E02000022,"Gascoigne Estate & Roding Riverside",0,415.0,1607.19,4.935,0,0.00,6118.27,1200.32,0
E02000023,"Thames View",0,581.0,551.04,4.953,6,0.00,0.00,28481.28,0
E02006799,"Becontree North",0,442.0,0.00,9.769,3,0.00,0.00,0.00,0
