MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005809,"Tadcaster",462,102.0,1223.15,53.320,0,4.87,0.00,1373.10,0.00,2.49
E02005810,"Church Fenton",7,826.0,1069.39,67.057,0,5.43,0.00,0.00,0.00,9.43
E02005811,"Barlby & Riccall",211,301.0,977.16,46.482,0,4.63,0.00,0.00,0.00,24.95
E02005812,"Sherburn in Elmet & South Milford",460,253.0,3109.41,67.546,0,5.43,85138.98,3474.55,45530.26,1.11
E02005813,"Selby Town",258,203.0,3854.21,62.776,3,4.63,0.00,12178.16,3896.19,101.67
E02005814,"Selby West",304,594.0,427.71,16.350,0,4.63,0.00,0.00,0.00,0.95
E02005815,"Selby South",375,203.0,579.89,18.329,0,3.69,0.00,1007.12,0.00,0.86
E02005816,"Carlton",401,498.0,1990.37,30.307,0,4.63,0.00,0.00,37200.61,1.43
E02005817,"Hambleton",564,513.0,1095.68,26.391,0,4.14,0.00,0.00,0.00,2.5
E02005818,"Eggborough",560,686.0,2164.30,23.370,0,5.73,0.00,0.00,0.00,0.69
