MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02004980,"Woolmer Green",0,656.0,604.12,57.924,0,0,0.00,0.00,0.00,3.34
E02004981,"Welwyn & Hatfield Garden Village",0,1217.0,2151.92,57.076,1,0,0.00,0.00,38.73,10.02
E02004982,"Knightsfield",0,386.0,729.00,25.649,2,0,0.00,0.00,0.00,0
E02004983,"Haldens",0,210.0,3559.75,16.067,5,0,0.00,0.00,0.00,2.19
E02004984,"Panshanger",0,454.0,434.24,11.819,2,0,0.00,0.00,0.00,0
E02004985,"Welwyn Garden City Central & Handside",0,596.0,3659.58,46.304,4,0,0.00,2942.48,0.00,1.83
E02004986,"Peartree",0,596.0,1383.68,65.744,4,0,16707.17,2098.11,9551.74,20.72
E02004987,"Hall Grove",0,210.0,1077.62,13.519,1,0,0.00,4524.51,0.00,5.8
E02004988,"Hollybush",0,210.0,381.16,13.660,2,0,0.00,0.00,0.00,1.34
E02004989,"Hatfield North & West",0,523.0,11432.78,14.278,8,0,0.00,10432.21,96912.68,1.82
E02004990,"Hatfield East",0,740.0,2836.32,35.290,27,0,0.00,0.00,707.15,11.55
E02004991,"Hatfield Town",0,381.0,3634.68,30.547,5,0,0.00,9029.43,0.00,1.35
E02004992,"Hatfield South",0,498.0,1563.23,9.870,1,0,0.00,0.00,0.00,2.65
E02004993,"Welham Green",0,701.0,2938.18,27.758,6,0,43258.30,0.00,51043.22,0.64
E02004994,"Brookmans Park",0,661.0,1040.45,30.466,0,0,0.00,0.00,0.00,1.08
E02004995,"Cuffley & Northaw",0,530.0,1398.55,24.226,0,0,0.00,0.00,541.38,1.59
