MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002215,"Toller Lane & Infirmary",378,108.0,913.55,10.317,1,5.73,0.00,729.94,0.00,0
E02002216,"Manningham & Lister Park",373,339.0,238.94,6.325,2,5.73,0.00,0.00,0.00,3.59
E02002217,"Undercliffe",400,174.0,462.12,3.085,0,5.77,0.00,502.36,0.00,0.54
E02002218,"Allerton",302,55.0,315.06,21.766,0,5.58,0.00,2731.85,0.00,3.98
E02002219,"Girlington",407,244.0,275.10,2.525,0,5.73,0.00,0.00,0.00,1.81
E02002220,"Thornbury",437,130.0,1480.97,0.233,3,5.02,0.00,9228.19,0.00,0.88
E02002221,"Central Bradford & Barkerend West",502,1738.0,5171.66,23.575,8,5.77,0.00,3271.16,0.00,26.33
E02002222,"Fairweather Green",350,249.0,306.77,13.830,0,5.42,0.00,354.20,0.00,7.12
E02002223,"Brown Royd",430,176.0,1761.98,4.234,2,5.68,0.00,10250.22,71110.49,14.83
E02002224,"Barkerend East",467,209.0,438.85,0.220,0,5.28,0.00,0.00,0.00,2.16
E02002225,"Thornton",272,249.0,715.59,29.622,0,5.33,0.00,8226.97,0.00,0.93
E02002226,"Shearbridge & University",552,226.0,2313.49,5.323,1,5.68,0.00,0.00,20240.36,13.67
E02002227,"Broomfields & East Bowling",691,303.0,746.58,7.509,0,6.99,0.00,0.00,0.00,4.8
E02002228,"Laisterdyke & Bowling",569,209.0,938.32,10.640,1,6.99,0.00,0.00,14413.40,3.58
E02002229,"Clayton",401,200.0,633.55,9.713,0,5.67,0.00,0.00,0.00,0.17
E02002230,"Holme Top",675,518.0,1704.27,17.055,0,5.43,0.00,1885.03,0.00,4.77
E02002231,"Scholemoor",492,304.0,580.00,9.772,7,5.64,0.00,0.00,0.00,0.55
E02002232,"Great Horton & Brackenhill",608,209.0,72.22,3.161,2,5.64,0.00,13330.68,0.00,2.78
E02002233,"Canterbury",717,133.0,237.81,2.519,0,7.98,0.00,1493.69,0.00,2.2
E02002234,"Holme Wood",605,155.0,227.91,9.906,0,6.99,0.00,0.00,0.00,4.72
E02002235,"Bowling Park",801,205.0,315.21,3.963,1,6.99,0.00,0.00,0.00,2.2
E02002236,"Wibsey St Enoch's",654,126.0,240.05,7.771,1,5.35,0.00,864.68,0.00,0.05
E02002237,"Horton Bank",532,159.0,168.65,6.909,0,5.36,0.00,0.00,0.00,0.32
E02002238,"Bankfoot",769,126.0,422.83,8.313,2,5.35,0.00,7938.53,59.33,0.74
E02002239,"Bierley & Tong",733,316.0,2088.10,13.870,2,7.47,92994.58,119.04,171630.93,1.19
E02002240,"Queensbury",357,434.0,553.28,39.608,0,5.36,0.00,3802.80,0.00,1.8
E02002241,"Buttershaw",631,132.0,408.36,22.130,2,5.36,0.00,3892.99,0.00,2.36
E02002242,"Low Moor",768,337.0,1044.20,14.193,3,6.99,0.00,422.72,0.00,0.79
E02002243,"Wyke",808,132.0,535.83,15.368,1,5.63,0.00,2776.09,0.00,0.38
