MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002183,"Addingham & Ilkley Moor",149,509.0,1239.51,89.716,0,6.19,0.00,376.36,0.00,0.24
E02002184,"Ilkley & Ben Rhydding",169,327.0,2085.31,76.757,4,5.23,0.00,6896.99,0.00,2.24
E02002185,"Burley-in-Wharfedale",187,449.0,534.61,30.157,0,6.19,0.00,0.00,0.00,3.72
E02002186,"Steeton & Silsden",166,228.0,3276.17,53.028,2,5.23,0.00,3323.72,2321.75,6.4
E02002187,"Menston & Burley Moor",188,327.0,723.53,38.754,0,6.19,0.00,0.00,0.00,0.81
E02002188,"Riddlesden & East Morton",183,449.0,910.80,27.810,0,5.39,0.00,0.00,0.00,1.13
E02002189,"Keighley Utley",172,313.0,43.04,16.893,0,9.30,0.00,0.00,0.00,1.75
E02002190,"Keighley Central & East",219,550.0,3903.82,31.551,3,9.30,0.00,26162.59,0.00,7.88
E02002191,"Keighley Oakworth Road & West Lane",165,414.0,316.72,12.150,0,9.30,0.00,0.00,0.00,5.96
E02002192,"Crossflatts & Eldwick",199,257.0,1438.81,28.895,0,5.58,0.00,0.00,0.00,1.04
E02002193,"Keighley South",164,186.0,245.04,4.688,0,9.30,0.00,0.00,0.00,0.89
E02002194,"Keighley Exley Head",159,186.0,246.86,10.324,2,5.72,0.00,333.26,0.00,0.24
E02002195,"Baildon North",205,361.0,584.20,23.214,1,5.42,0.00,238.31,0.00,0.82
E02002196,"Oakworth & Laycock",170,329.0,102.06,17.119,1,9.30,0.00,466.07,0.00,0
E02002197,"Bingley Town",237,221.0,2150.54,41.913,3,5.58,0.00,4118.39,2946.24,7.95
E02002198,"Baildon South",224,121.0,1004.67,27.388,0,6.15,0.00,0.00,0.00,0.55
E02002199,"Thackley & Esholt",274,1244.0,1269.36,19.499,1,5.71,0.00,0.00,0.00,4.41
E02002200,"Saltaire & Baildon West",246,420.0,455.06,19.628,0,5.71,0.00,0.00,0.00,0.93
E02002201,"Idle",294,944.0,579.19,32.175,1,10.81,0.00,5076.45,0.00,1.88
E02002202,"Shipley Town",269,284.0,3050.44,36.460,2,5.73,0.00,8961.77,492.16,15.22
E02002203,"Windhill",293,1075.0,167.59,10.932,0,5.71,0.00,517.45,0.00,1.15
E02002204,"Cottingley",222,354.0,1846.45,28.751,0,5.58,0.00,380.02,0.00,0
E02002205,"Haworth & Oxenhope",190,186.0,1319.44,37.022,1,7.92,0.00,306.21,0.00,6.81
E02002206,"Wrose & Bolton Woods",323,1075.0,482.27,7.690,0,5.71,0.00,0.00,0.00,32.06
E02002207,"Frizinghall & Heaton Grove",326,239.0,392.63,8.863,0,4.84,0.00,0.00,0.00,1.41
E02002208,"Eccleshill",332,971.0,1017.06,14.125,0,5.45,0.00,9681.88,0.00,1.94
E02002209,"Ravenscliffe",304,971.0,1003.21,8.714,0,5.45,0.00,0.00,0.00,4.02
E02002210,"Bolton Road & Kings Road",388,174.0,312.16,4.569,0,5.45,0.00,332.51,0.00,0
E02002211,"Heaton Highgate",332,163.0,210.99,10.601,0,5.73,0.00,235.59,0.00,0
E02002212,"Chellow Heights",297,163.0,808.81,9.216,0,5.73,0.00,0.00,0.00,4.2
E02002213,"Cullingworth & Denholme",206,497.0,850.91,28.809,0,5.33,0.00,436.18,1243.23,7.41
E02002214,"Haigh Fold",358,76.0,273.10,4.686,0,5.45,0.00,0.00,0.00,0.57
