msoa,chargepoints
E02006143,6
E02006144,0
E02006145,0
E02006146,0
E02006147,2
E02006148,0
E02006149,2
E02006150,2
E02006151,1
E02006152,0
E02006153,0
E02006154,0
E02006155,0
E02006156,0
E02006157,1
E02006158,0
E02006159,2
E02006160,0
E02006161,0
E02006162,0
E02006163,0
E02006164,0
E02006165,0
E02006166,0
E02006167,3
E02006168,1
E02006169,9
E02006170,0
E02006171,0
E02006172,1
E02006173,0
E02006174,3
E02006175,0
E02006176,0
E02006177,0
E02006178,0
E02006179,0
E02006180,4
E02006181,9
E02006182,5
E02006183,1
E02006184,0
E02006185,0
E02006186,0
E02006187,2
E02006188,0
E02006189,0
E02006190,1
E02006191,2
E02006192,2
E02006193,1
E02006194,1
E02006195,2
E02006196,2
E02006197,10
E02006198,13
E02006199,0
E02006200,0
E02006201,0
E02006202,0
E02006203,2
E02006204,0
E02006205,0
E02006206,0
E02006207,0
E02006208,1
E02006209,0
E02006210,0
E02006211,0
E02006212,0
E02006213,0
E02006214,1
E02006215,0
E02006216,0
E02006217,2
E02006218,1
E02006219,0
E02006220,0
E02006221,1
E02006222,0
E02006223,0
E02006224,1
E02006225,0
E02006226,1
E02006227,1
E02006228,0
E02006229,0
E02006230,2
E02006231,3
E02006232,0
E02006233,2
E02006234,0
E02006235,1
E02006236,2
E02006237,0
E02006238,9
E02006239,0
E02006240,0
E02006241,0
E02006242,0
E02006243,4
E02006245,1
E02006246,0
E02006247,2
E02006248,0
E02006249,0
E02006250,1
E02006251,2
E02006252,0
E02006253,2
E02006254,2
E02006255,0
E02006256,0
E02006257,0
E02006258,5
E02006259,0
E02006260,0
E02006261,1
E02006262,1
E02006263,0
E02006264,0
E02006265,0
E02006266,0
E02006267,0
E02006268,0
E02006269,0
E02006270,2
E02006271,5
E02006272,0
E02006273,0
E02006274,0
E02006275,0
E02006276,8
E02006277,0
E02006278,14
E02006279,8
E02006280,0
E02006281,10
E02006282,0
E02006283,0
E02006284,4
E02006285,0
E02006286,1
E02006287,12
E02006288,0
E02006289,0
E02006290,1
E02006291,3
E02006292,0
E02006293,0
E02006294,2
E02006295,2
E02006296,6
E02006297,1
E02006298,0
E02006299,0
E02006300,2
E02006301,1
E02006302,0
E02006303,1
E02006304,0
E02006305,4
E02006306,1
E02006307,0
E02006308,2
E02006309,0
E02006310,0
E02006311,3
E02006312,3
E02006313,0
E02006314,3
E02006315,0
E02006316,0
E02006317,2
E02006318,0
E02006319,0
E02006320,0
E02006321,0
E02006322,2
E02006323,1
E02006324,0
E02006325,1
E02006326,0
E02006327,0
E02006328,3
E02006329,5
E02006330,4
E02006331,0
E02006332,6
E02006333,6
E02006334,1
E02006335,0
E02006336,0
E02006337,0
E02006338,0
E02006339,1
E02006341,7
E02006342,5
E02006343,3
E02006344,0
E02006345,0
E02006346,0
E02006347,1
E02006348,0
E02006349,1
E02006350,3
E02006351,0
E02006352,0
E02006353,0
E02006354,0
E02006355,2
E02006356,4
E02006357,0
E02006358,9
E02006359,0
E02006360,0
E02006361,0
E02006362,1
E02006363,5
E02006364,5
E02006365,0
E02006366,0
E02006367,0
E02006368,0
E02006369,1
E02006370,10
E02006371,0
E02006372,0
E02006373,0
E02006374,3
E02006375,0
E02006376,0
E02006377,8
E02006378,0
E02006379,0
E02006380,0
E02006381,1
E02006382,0
E02006383,1
E02006384,2
E02006385,6
E02006386,5
E02006387,0
E02006388,1
E02006389,0
E02006390,0
E02006391,0
E02006392,2
E02006393,2
E02006394,7
E02006395,11
E02006396,3
E02006397,1
E02006398,0
E02006399,3
E02006400,0
E02006401,0
E02006402,0
E02006403,1
E02006404,2
E02006405,1
E02006406,15
E02006407,2
E02006408,18
E02006409,0
E02006410,9
E02006411,0
E02006412,4
E02006413,0
E02006414,0
E02006415,4
E02006416,0
E02006417,3
E02006418,0
E02006419,0
E02006420,2
E02006421,0
E02006422,0
E02006423,6
E02006424,0
E02006425,3
E02006426,0
E02006427,0
E02006429,3
E02006430,0
E02006431,0
E02006432,0
E02006433,0
E02006434,0
E02006435,0
E02006436,0
E02006437,4
E02006438,0
E02006439,0
E02006440,1
E02006441,5
E02006442,0
E02006443,2
E02006444,0
E02006445,9
E02006446,0
E02006447,0
E02006448,1
E02006449,0
E02006450,0
E02006451,2
E02006453,0
E02006454,1
E02006455,2
E02006456,1
E02006457,0
E02006458,0
E02006459,4
E02006460,0
E02006461,0
E02006462,0
E02006463,14
E02006464,0
E02006465,0
E02006466,1
E02006467,0
E02006468,1
E02006469,0
E02006470,2
E02006471,4
E02006472,0
E02006473,6
E02006474,6
E02006475,0
E02006476,0
E02006477,1
E02006478,0
E02006479,4
E02006480,2
E02006481,0
E02006482,7
E02006483,0
E02006484,0
E02006485,0
E02006486,1
E02006487,2
E02006488,0
E02006489,4
E02006490,1
E02006492,3
E02006493,2
E02006494,3
E02006495,0
E02006496,0
E02006497,0
E02006498,0
E02006499,0
E02006500,2
E02006501,0
E02006502,0
E02006503,0
E02006504,0
E02006505,0
E02006506,0
E02006507,7
E02006508,4
E02006509,5
E02006510,6
E02006511,0
E02006512,10
E02006513,1
E02006514,4
E02006515,3
E02006516,4
E02006517,1
E02006518,0
E02006519,5
E02006520,0
E02006521,0
E02006522,3
E02006523,0
E02006524,0
E02006525,11
E02006526,2
E02006527,0
E02006528,0
E02006529,22
E02006530,10
E02006531,8
E02006532,0
E02006533,1
E02006534,0
E02006535,0
E02006536,0
E02006537,5
E02006538,3
E02006539,0
E02006540,0
E02006541,0
E02006542,5
E02006543,0
E02006544,4
E02006545,3
E02006546,1
E02006547,0
E02006548,0
E02006549,2
E02006550,1
E02006551,0
E02006552,3
E02006553,1
E02006554,0
E02006555,2
E02006556,0
E02006557,0
E02006558,4
E02006559,0
E02006560,0
E02006561,0
E02006562,0
E02006563,0
E02006564,2
E02006565,1
E02006566,2
E02006567,2
E02006568,3
E02006569,1
E02006570,11
E02006571,0
E02006572,0
E02006573,3
E02006574,2
E02006575,5
E02006576,4
E02006577,1
E02006578,15
E02006579,15
E02006580,1
E02006581,0
E02006582,1
E02006583,0
E02006584,0
E02006585,0
E02006586,0
E02006587,0
E02006588,0
E02006589,0
E02006590,2
E02006591,0
E02006592,0
E02006593,12
E02006594,0
E02006595,1
E02006596,0
E02006597,3
E02006598,0
E02006599,0
E02006600,5
E02006601,0
E02006602,0
E02006603,1
E02006604,5
E02006605,0
E02006606,0
E02006607,7
E02006608,0
E02006609,0
E02006610,5
E02006611,0
E02006612,10
E02006613,0
E02006614,0
E02006615,0
E02006616,0
E02006617,3
E02006618,5
E02006619,0
E02006620,3
E02006621,0
E02006622,0
E02006623,2
E02006624,1
E02006625,0
E02006626,0
E02006627,0
E02006628,0
E02006629,5
E02006630,0
E02006631,6
E02006632,0
E02006633,0
E02006634,0
E02006635,2
E02006636,0
E02006637,0
E02006638,1
E02006639,0
E02006640,0
E02006641,0
E02006642,1
E02006643,0
E02006644,0
E02006645,0
E02006646,0
E02006647,0
E02006648,0
E02006649,1
E02006650,0
E02006651,2
E02006652,0
E02006653,1
E02006654,4
E02006655,3
E02006656,0
E02006657,0
E02006658,0
E02006659,1
E02006660,4
E02006661,0
E02006662,0
E02006663,5
E02006664,0
E02006665,0
E02006666,1
E02006667,0
E02006668,4
E02006669,0
E02006670,1
E02006671,4
E02006672,2
E02006673,0
E02006674,1
E02006675,0
E02006676,2
E02006677,0
E02006678,0
E02006679,0
E02006680,2
E02006681,0
E02006682,1
E02006683,0
E02006684,6
E02006685,1
E02006686,0
E02006687,2
E02006688,0
E02006689,1
E02006690,1
E02006691,2
E02006692,0
E02006693,0
E02006694,2
E02006695,4
E02006696,0
E02006697,2
E02006698,0
E02006699,0
E02006700,1
E02006701,0
E02006702,1
E02006703,2
E02006704,3
E02006705,0
E02006706,4
E02006707,0
E02006708,3
E02006709,3
E02006710,0
E02006711,0
E02006712,0
E02006713,2
E02006714,1
E02006715,0
E02006716,0
E02006717,2
E02006718,0
E02006719,3
E02006720,0
E02006721,1
E02006722,0
E02006723,0
E02006724,0
E02006725,0
E02006726,1
E02006727,1
E02006728,0
E02006729,0
E02006730,1
E02006731,3
E02006732,0
E02006733,0
E02006734,0
E02006735,0
E02006736,4
E02006737,0
E02006738,0
E02006739,4
E02006740,3
E02006741,0
E02006742,0
E02006743,2
E02006744,4
E02006745,1
E02006746,4
E02006747,2
E02006748,2
E02006749,1
E02006750,3
E02006751,0
E02006752,0
E02006753,1
E02006754,0
E02006755,2
E02006756,0
E02006757,0
E02006758,0
E02006759,3
E02006760,3
E02006761,4
E02006762,0
E02006763,0
E02006764,3
E02006765,2
E02006766,0
E02006767,0
E02006768,0
E02006769,0
E02006770,2
E02006771,0
E02006772,1
E02006773,0
E02006774,0
E02006775,2
E02006776,2
E02006777,0
E02006778,0
E02006779,2
E02006780,0
E02006781,0
E02006782,7
E02006783,0
E02006784,3
E02006785,0
E02006786,0
E02006787,2
E02006788,2
E02006789,0
E02006790,4
E02006791,12
E02006792,19
E02006793,12
E02006794,17
E02006795,4
E02006796,5
E02006798,6
E02006799,3
E02006800,2
E02006801,14
E02006802,10
E02006803,0
E02006804,0
E02006805,0
E02006806,1
E02006807,0
E02006808,2
E02006809,0
E02006810,0
E02006811,0
E02006812,0
E02006813,2
E02006814,0
E02006815,0
E02006816,0
E02006817,0
E02006818,0
E02006819,0
E02006820,0
E02006821,0
E02006822,0
E02006823,0
E02006824,0
E02006825,0
E02006826,7
E02006827,0
E02006828,3
E02006829,1
E02006830,0
E02006831,0
E02006832,0
E02006833,0
E02006834,0
E02006835,0
E02006836,0
E02006837,1
E02006838,0
E02006839,1
E02006840,0
E02006841,24
E02006842,0
E02006843,0
E02006844,0
E02006845,4
E02006846,3
E02006847,1
E02006848,8
E02006849,2
E02006850,0
E02006851,17
E02006852,5
E02006853,6
E02006854,17
E02006855,2
E02006856,10
E02006857,0
E02006858,2
E02006859,2
E02006860,0
E02006861,0
E02006862,
E02006863,
E02006864,2
E02006865,4
E02006866,0
E02006867,5
E02006868,0
E02006869,0
E02006870,15
E02006871,0
E02006872,1
E02006873,3
E02006874,0
E02006875,43
E02006876,4
E02006877,0
E02006878,0
E02006879,3
E02006880,0
E02006881,2
E02006882,0
E02006883,0
E02006884,0
E02006885,1
E02006886,2
E02006887,18
E02006888,0
E02006889,4
E02006890,0
E02006891,0
E02006892,3
E02006893,2
E02006894,7
E02006895,1
E02006896,12
E02006897,1
E02006898,1
E02006899,7
E02006900,3
E02006901,0
E02006902,11
E02006903,0
E02006904,8
E02006905,7
E02006906,9
E02006907,2
E02006908,0
E02006909,0
E02006910,0
E02006911,1
E02006912,25
E02006913,1
E02006914,29
E02006915,0
E02006916,0
E02006917,16
E02006918,2
E02006919,0
E02006920,0
E02006921,1
E02006922,2
E02006924,0
E02006925,8
E02006926,1
E02006927,2
E02006928,7
E02006929,80
E02006930,6
E02006931,14
E02006932,2
E02006933,3
E02006934,6
W02000001,0
W02000002,1
W02000003,5
W02000004,0
W02000005,1
W02000006,9
W02000007,0
W02000008,0
W02000009,4
W02000010,2
W02000011,2
W02000012,1
W02000013,0
W02000014,0
W02000015,1
W02000016,0
W02000017,0
W02000018,0
W02000019,3
W02000020,2
W02000021,0
W02000022,0
W02000023,0
W02000024,2
W02000025,0
W02000026,0
W02000027,0
W02000028,0
W02000029,0
W02000030,0
W02000031,0
W02000032,3
W02000033,3
W02000034,0
W02000035,0
W02000036,3
W02000037,0
W02000038,0
W02000039,0
W02000040,0
W02000041,2
W02000042,0
W02000043,0
W02000044,0
W02000045,0
W02000047,1
W02000049,0
W02000050,4
W02000051,2
W02000052,1
W02000053,0
W02000054,0
W02000055,0
W02000056,3
W02000057,0
W02000058,0
W02000059,1
W02000060,2
W02000061,0
W02000062,0
W02000063,0
W02000064,0
W02000065,0
W02000066,0
W02000067,0
W02000068,0
W02000069,0
W02000070,1
W02000071,1
W02000072,3
W02000073,2
W02000074,0
W02000075,0
W02000076,0
W02000077,0
W02000080,2
W02000081,0
W02000082,0
W02000083,0
W02000084,0
W02000085,1
W02000086,1
W02000087,0
W02000088,3
W02000089,3
W02000090,0
W02000091,0
W02000092,0
W02000093,0
W02000094,4
W02000095,0
W02000096,0
W02000097,0
W02000098,0
W02000099,2
W02000100,2
W02000101,0
W02000102,1
W02000103,1
W02000104,5
W02000105,0
W02000106,2
W02000107,3
W02000108,0
W02000109,3
W02000110,2
W02000111,0
W02000113,5
W02000114,0
W02000116,1
W02000117,5
W02000118,6
W02000120,2
W02000122,0
W02000123,0
W02000124,2
W02000125,0
W02000126,4
W02000127,6
W02000128,5
W02000129,0
W02000130,4
W02000131,4
W02000132,2
W02000133,1
W02000134,2
W02000135,0
W02000136,2
W02000137,5
W02000138,7
W02000139,0
W02000140,2
W02000141,9
W02000142,1
W02000143,0
W02000144,1
W02000145,1
W02000146,0
W02000147,0
W02000148,0
W02000149,9
W02000151,3
W02000152,1
W02000153,1
W02000154,2
W02000156,2
W02000157,1
W02000158,0
W02000159,1
W02000160,0
W02000161,0
W02000162,1
W02000163,1
W02000164,3
W02000165,2
W02000166,1
W02000167,0
W02000168,1
W02000169,1
W02000170,0
W02000171,3
W02000172,1
W02000173,0
W02000174,0
W02000175,3
W02000176,0
W02000177,4
W02000178,0
W02000179,1
W02000180,0
W02000181,4
W02000182,0
W02000183,3
W02000184,1
W02000185,0
W02000186,0
W02000187,2
W02000188,4
W02000189,0
W02000190,0
W02000191,0
W02000192,4
W02000193,1
W02000194,2
W02000195,0
W02000196,0
W02000197,0
W02000198,0
W02000200,0
W02000201,0
W02000202,0
W02000203,0
W02000204,0
W02000205,2
W02000206,1
W02000207,0
W02000208,1
W02000209,0
W02000210,0
W02000211,0
W02000212,0
W02000213,0
W02000214,1
W02000215,0
W02000216,2
W02000217,0
W02000218,0
W02000219,2
W02000220,0
W02000221,0
W02000222,0
W02000223,0
W02000224,2
W02000225,0
W02000226,0
W02000227,0
W02000228,0
W02000229,0
W02000230,2
W02000231,2
W02000232,0
W02000233,0
W02000234,0
W02000235,0
W02000236,0
W02000237,0
W02000238,0
W02000239,2
W02000240,0
W02000241,2
W02000242,0
W02000243,0
W02000244,0
W02000245,0
W02000246,3
W02000247,0
W02000248,2
W02000249,0
W02000250,2
W02000251,2
W02000252,0
W02000253,2
W02000254,0
W02000255,0
W02000256,0
W02000257,0
W02000258,0
W02000259,0
W02000260,0
W02000261,0
W02000262,0
W02000263,0
W02000264,0
W02000265,0
W02000266,0
W02000267,0
W02000268,0
W02000269,0
W02000270,0
W02000271,0
W02000272,0
W02000273,0
W02000274,0
W02000275,0
W02000276,1
W02000277,3
W02000278,0
W02000279,0
W02000280,0
W02000281,0
W02000282,0
W02000284,2
W02000285,0
W02000286,4
W02000287,0
W02000288,0
W02000289,0
W02000290,0
W02000291,1
W02000292,0
W02000293,0
W02000294,0
W02000295,0
W02000296,0
W02000297,0
W02000298,2
W02000299,2
W02000300,0
W02000301,0
W02000302,4
W02000303,3
W02000304,1
W02000305,0
W02000306,5
W02000307,1
W02000308,1
W02000309,2
W02000310,0
W02000311,3
W02000312,0
W02000313,3
W02000314,0
W02000315,2
W02000316,0
W02000317,3
W02000318,4
W02000319,0
W02000320,4
W02000321,4
W02000322,0
W02000323,2
W02000324,2
W02000325,0
W02000326,3
W02000327,0
W02000328,1
W02000329,0
W02000330,7
W02000331,0
W02000332,5
W02000333,1
W02000334,0
W02000335,0
W02000336,0
W02000337,1
W02000338,0
W02000339,6
W02000340,0
W02000341,2
W02000342,1
W02000343,4
W02000344,0
W02000345,3
W02000346,2
W02000347,0
W02000348,4
W02000349,0
W02000350,2
W02000351,0
W02000352,0
W02000353,1
W02000354,0
W02000355,2
W02000356,1
W02000357,3
W02000358,5
W02000359,0
W02000360,7
W02000361,0
W02000362,4
W02000363,3
W02000364,6
W02000365,0
W02000366,2
W02000367,0
W02000368,0
W02000369,2
W02000370,0
W02000371,3
W02000372,0
W02000373,0
W02000374,0
W02000375,0
W02000376,2
W02000377,3
W02000378,0
W02000379,0
W02000380,1
W02000381,0
W02000382,0
W02000383,0
W02000384,3
W02000385,0
W02000386,0
W02000387,0
W02000388,0
W02000389,0
W02000390,0
W02000391,0
W02000392,1
W02000393,0
W02000394,0
W02000395,2
W02000396,1
W02000397,0
W02000398,13
W02000399,0
W02000400,3
W02000401,2
W02000402,4
W02000403,0
W02000404,0
W02000405,0
W02000406,2
W02000407,0
W02000408,1
W02000409,0
W02000410,2
W02000411,0
W02000412,1
W02000414,2
W02000415,0
W02000416,2
W02000417,1
W02000418,5
W02000419,0
W02000420,0
W02000421,0
W02000422,6
W02000423,0
