msoa,estimated capacity
E02001541,6579.26
E02001542,1221.72
E02001543,0.00
E02001544,0.00
E02001545,2220.18
E02001546,0.00
E02001547,798.92
E02001548,2431.38
E02001549,13750.74
E02001550,0.00
E02001551,7786.70
E02001552,1696.15
E02001553,2916.82
E02001554,1860.63
E02001555,0.00
E02001556,0.00
E02001557,2253.70
E02001558,0.00
E02001559,1040.58
E02001560,1330.14
E02001561,0.00
E02001562,444.02
E02001563,10923.75
E02001564,287.46
E02001565,0.00
E02001566,19321.35
E02001567,0.00
E02001568,0.00
E02001569,3333.01
E02001570,1650.36
E02001571,0.00
E02001572,0.00
E02001573,0.00
E02001574,0.00
E02001575,4316.64
E02001576,415.09
E02001577,0.00
E02001578,8478.16
E02001579,7937.87
E02001580,1907.87
E02001581,0.00
E02001582,0.00
E02001583,0.00
E02001584,0.00
E02001585,10492.38
E02001586,0.00
E02001587,6902.56
E02001588,0.00
E02001589,1681.38
E02001590,4356.55
E02001591,0.00
E02001592,0.00
E02001593,1624.92
E02001594,13076.39
E02001595,978.81
E02001596,531.66
E02001597,1496.48
E02001598,0.00
E02001599,6904.38
E02001600,1610.47
E02001601,400.70
E02001602,0.00
E02001603,311.08
E02001604,7442.82
E02001605,0.00
E02001606,3125.62
E02001607,371.96
E02001608,1459.73
E02001609,0.00
E02001610,1216.74
E02001611,3576.53
E02001612,0.00
E02001613,499.70
E02001614,0.00
E02001615,7290.30
E02001616,0.00
E02001617,0.00
E02001618,0.00
E02001619,9260.86
E02001620,0.00
E02001621,0.00
E02001622,1692.16
E02001623,0.00
E02001624,0.00
E02001625,0.00
E02001626,0.00
E02001627,21207.11
E02001628,873.58
E02001629,1065.09
E02001630,0.00
E02001631,2049.55
E02001632,10461.50
E02001633,826.16
E02001634,764.82
E02001635,0.00
E02001636,6925.94
E02001637,1988.83
E02001638,1215.06
E02001639,10.35
E02001640,518.57
E02001642,2287.66
E02001643,299.01
E02001646,2951.14
E02001647,9430.80
E02001648,0.00
E02001649,0.00
E02001650,8471.12
E02001651,268.43
E02001652,3197.79
E02001653,0.00
E02001654,0.00
E02001655,0.00
E02001656,1463.75
E02001657,0.00
E02001658,1365.56
E02001659,1628.50
E02001660,115.38
E02001661,1602.83
E02001662,0.00
E02001663,3008.99
E02001664,234.89
E02001665,0.00
E02001666,2823.03
E02001669,20021.95
E02001670,0.00
E02001671,7697.00
E02001672,846.74
E02001673,0.00
E02001674,5073.58
E02001675,8179.66
E02001676,4339.87
E02001678,638.80
E02001679,0.00
E02001680,0.00
E02001681,144.35
E02001682,2198.88
E02001683,0.00
E02001684,5198.82
E02001685,0.00
E02001686,0.00
E02001688,1747.77
E02001689,0.00
E02001690,14287.13
E02001691,0.00
E02001692,0.00
E02001693,0.00
E02001694,0.00
E02001695,0.00
E02001696,0.00
E02001697,0.00
E02001698,0.00
E02001699,0.00
E02001700,0.00
E02001701,541.76
E02001702,993.70
E02001703,909.49
E02001704,2281.56
E02001705,310.87
E02001706,6606.22
E02001707,5836.48
E02001708,1571.10
E02001709,5982.78
E02001710,1591.98
E02001711,0.00
E02001712,3700.91
E02001713,3193.58
E02001714,2965.48
E02001715,17060.01
E02001718,0.00
E02001719,9562.12
E02001720,652.97
E02001721,2237.83
E02001722,6618.45
E02001723,6136.60
E02001724,0.00
E02001725,0.00
E02001726,1906.72
E02001727,0.00
E02001728,1148.23
E02001729,0.00
E02001730,155.40
E02001731,371.28
E02001732,1133.14
E02001733,19146.36
E02001734,0.00
E02001735,0.00
E02001736,5590.18
E02001737,2099.30
E02001738,76.32
E02001739,0.00
E02001740,0.00
E02001741,606.27
E02001742,448.43
E02001743,4738.30
E02001744,7374.04
E02001745,15474.59
E02001746,2404.60
E02001747,301.80
E02001748,5175.95
E02001749,5257.49
E02001750,16620.11
E02001751,0.00
E02001752,0.00
E02001753,0.00
E02001754,0.00
E02001755,11109.80
E02001756,0.00
E02001757,0.00
E02001758,0.00
E02001759,2149.59
E02001760,10115.84
E02001761,1709.21
E02001762,0.00
E02001763,1496.95
E02001764,0.00
E02001765,0.00
E02001766,611.05
E02001767,2987.42
E02001768,3970.46
E02001769,11980.70
E02001770,0.00
E02001771,0.00
E02001772,333.51
E02001773,0.00
E02001774,6347.91
E02001775,0.00
E02001776,0.00
E02001777,1743.96
E02001778,2767.07
E02001779,0.00
E02001780,0.00
E02001781,0.00
E02001782,0.00
E02001783,0.00
E02001784,0.00
E02001785,0.00
E02001786,0.00
E02001787,451.12
E02001788,12722.76
E02001789,0.00
E02001790,845.15
E02001791,1052.74
E02001792,7094.93
E02001793,0.00
E02001794,0.00
E02001795,13558.26
E02001796,16264.54
E02001797,0.00
E02001798,2878.92
E02001799,3706.73
E02001800,2426.10
E02001801,1487.92
E02001802,381.20
E02001803,0.00
E02001804,0.00
E02001805,0.00
E02001806,0.00
E02001807,0.00
E02001808,0.00
E02001809,17452.37
E02001810,0.00
E02001811,0.00
E02001812,0.00
E02001813,2094.49
E02001814,12765.75
E02001815,0.00
E02001816,10020.45
E02001817,0.00
E02001818,1134.49
E02001819,7386.59
E02001820,404.70
E02001821,1599.28
E02001822,0.00
E02001823,0.00
E02001824,2488.10
E02001825,479.41
E02001826,0.00
E02001827,0.00
E02001828,11186.30
E02001829,1033.34
E02001830,0.00
E02001831,242.56
E02001832,1118.84
E02001833,745.54
E02001834,0.00
E02001835,2588.43
E02001836,13710.94
E02001837,1278.33
E02001838,0.00
E02001839,9149.37
E02001840,289.81
E02001841,0.00
E02001842,0.00
E02001843,0.00
E02001844,476.01
E02001845,0.00
E02001846,0.00
E02001847,14749.94
E02001848,0.00
E02001849,4009.49
E02001850,9397.13
E02001851,1253.55
E02001852,0.00
E02001854,2099.36
E02001855,6681.08
E02001856,463.02
E02001857,0.00
E02001858,377.83
E02001859,7671.32
E02001860,0.00
E02001861,0.00
E02001862,2170.15
E02001863,0.00
E02001864,0.00
E02001865,671.74
E02001866,1019.09
E02001867,344.73
E02001868,7175.44
E02001869,0.00
E02001870,1416.92
E02001871,713.35
E02001872,0.00
E02001873,517.48
E02001874,4825.87
E02001875,9154.00
E02001876,1172.77
E02001877,272.40
E02001878,903.93
E02001879,2392.84
E02001880,666.45
E02001881,1582.37
E02001882,1080.23
E02001883,6425.66
E02001884,1984.62
E02001886,0.00
E02001888,471.73
E02001889,0.00
E02001890,0.00
E02001892,1276.63
E02001893,1242.63
E02001895,665.16
E02001896,0.00
E02001897,0.00
E02001898,251.41
E02001899,342.04
E02001900,4367.33
E02001901,4912.95
E02001902,7581.93
E02001903,2441.88
E02001904,2512.75
E02001905,1518.62
E02001906,3362.00
E02001907,14048.64
E02001908,1477.11
E02001909,574.63
E02001910,2799.33
E02001911,159.69
E02001913,0.00
E02001914,1446.55
E02001915,3728.24
E02001916,2562.08
E02001918,3663.95
E02001919,0.00
E02001920,0.00
E02001921,6234.76
E02001922,15960.22
E02001923,0.00
E02001924,252.32
E02001925,0.00
E02001926,0.00
E02001927,844.98
E02001928,0.00
E02001929,666.42
E02001930,4945.12
E02001931,237.61
E02001932,0.00
E02001933,618.47
E02001934,3242.37
E02001935,0.00
E02001936,1657.69
E02001937,102.79
E02001938,4761.26
E02001939,0.00
E02001941,0.00
E02001942,908.87
E02001943,2351.45
E02001944,0.00
E02001945,5765.07
E02001946,1758.52
E02001947,0.00
E02001948,11474.29
E02001949,0.00
E02001950,0.00
E02001951,968.92
E02001952,1074.23
E02001953,1969.64
E02001954,0.00
E02001955,12972.93
E02001956,8778.17
E02001957,0.00
E02001958,0.00
E02001959,2892.13
E02001961,1153.26
E02001962,17166.22
E02001963,0.00
E02001964,0.00
E02001965,12122.73
E02001966,1976.00
E02001967,298.07
E02001968,1515.28
E02001969,1528.01
E02001970,0.00
E02001971,381.56
E02001972,674.41
E02001973,6961.28
E02001974,6666.82
E02001975,0.00
E02001976,15673.21
E02001977,0.00
E02001978,633.33
E02001979,603.19
E02001980,263.03
E02001981,0.00
E02001982,403.65
E02001983,11368.00
E02001984,1580.00
E02001985,0.00
E02001986,0.00
E02001987,0.00
E02001988,1543.23
E02001989,440.01
E02001990,10643.10
E02001991,817.34
E02001992,0.00
E02001993,0.00
E02001994,1469.66
E02001995,6834.05
E02001996,3121.21
E02001997,0.00
E02001998,0.00
E02001999,7323.33
E02002000,0.00
E02002001,204.63
E02002002,2569.38
E02002003,0.00
E02002004,0.00
E02002005,17102.42
E02002006,0.00
E02002007,0.00
E02002008,1370.14
E02002009,0.00
E02002010,1124.94
E02002011,8824.59
E02002012,0.00
E02002013,1740.84
E02002014,805.51
E02002015,0.00
E02002016,1244.25
E02002017,4687.36
E02002018,0.00
E02002019,1310.16
E02002020,0.00
E02002021,8554.36
E02002022,1371.61
E02002023,0.00
E02002024,0.00
E02002025,0.00
E02002026,334.79
E02002027,5894.11
E02002028,0.00
E02002029,549.75
E02002030,0.00
E02002031,0.00
E02002032,264.28
E02002033,1506.59
E02002034,9503.86
E02002035,0.00
E02002036,0.00
E02002037,0.00
E02002038,1541.18
E02002039,469.01
E02002040,0.00
E02002041,0.00
E02002042,0.00
E02002043,0.00
E02002044,0.00
E02002045,404.97
E02002046,0.00
E02002047,7564.38
E02002048,1490.59
E02002049,0.00
E02002051,0.00
E02002052,0.00
E02002053,1442.44
E02002054,0.00
E02002055,843.40
E02002056,6218.41
E02002057,1257.86
E02002058,2219.47
E02002059,2083.10
E02002060,9489.98
E02002061,14333.46
E02002062,2418.94
E02002063,1577.51
E02002064,0.00
E02002065,0.00
E02002066,11607.28
E02002067,504.26
E02002068,8896.49
E02002069,0.00
E02002070,0.00
E02002071,0.00
E02002072,8441.55
E02002073,0.00
E02002074,0.00
E02002075,0.00
E02002076,874.04
E02002077,7207.21
E02002078,0.00
E02002079,2362.74
E02002080,1456.93
E02002081,260.59
E02002082,0.00
E02002083,7056.43
E02002084,0.00
E02002085,0.00
E02002086,5280.53
E02002087,382.27
E02002088,0.00
E02002089,0.00
E02002090,0.00
E02002091,0.00
E02002092,0.00
E02002093,0.00
E02002094,0.00
E02002095,0.00
E02002096,0.00
E02002097,111.05
E02002098,3563.41
E02002099,13831.21
E02002101,0.00
E02002102,11094.87
E02002103,1416.10
E02002104,426.90
E02002105,973.67
E02002106,890.14
E02002107,8310.11
E02002108,5073.04
E02002109,0.00
E02002110,6221.74
E02002111,0.00
E02002112,0.00
E02002113,0.00
E02002114,0.00
E02002115,0.00
E02002116,326.54
E02002117,924.39
E02002118,0.00
E02002119,458.18
E02002120,1941.84
E02002121,4823.42
E02002122,0.00
E02002123,354.40
E02002124,5328.19
E02002125,0.00
E02002126,0.00
E02002127,0.00
E02002128,0.00
E02002129,0.00
E02002130,6757.55
E02002131,0.00
E02002132,0.00
E02002133,5982.69
E02002134,1933.99
E02002135,0.00
E02002136,12030.75
E02002137,0.00
E02002138,0.00
E02002139,17679.05
E02002140,8984.07
E02002141,582.49
E02002142,6845.51
E02002143,0.00
E02002144,0.00
E02002145,0.00
E02002146,489.58
E02002147,1393.28
E02002148,0.00
E02002149,862.17
E02002150,0.00
E02002151,2882.35
E02002152,0.00
E02002153,0.00
E02002154,1729.56
E02002155,1259.12
E02002156,1938.61
E02002157,585.05
E02002158,0.00
E02002159,0.00
E02002160,11889.74
E02002161,0.00
E02002162,0.00
E02002163,1152.52
E02002164,11144.30
E02002165,0.00
E02002166,0.00
E02002167,1318.49
E02002168,13989.67
E02002169,195.82
E02002170,815.47
E02002171,413.48
E02002174,0.00
E02002175,0.00
E02002176,1232.27
E02002177,2733.31
E02002178,1666.92
E02002179,0.00
E02002180,0.00
E02002181,8513.28
E02002182,0.00
E02002183,376.36
E02002184,6896.99
E02002185,0.00
E02002186,3323.72
E02002187,0.00
E02002188,0.00
E02002189,0.00
E02002190,26162.59
E02002191,0.00
E02002192,0.00
E02002193,0.00
E02002194,333.26
E02002195,238.31
E02002196,466.07
E02002197,4118.39
E02002198,0.00
E02002199,0.00
E02002200,0.00
E02002201,5076.45
E02002202,8961.77
E02002203,517.45
E02002204,380.02
E02002205,306.21
E02002206,0.00
E02002207,0.00
E02002208,9681.88
E02002209,0.00
E02002210,332.51
E02002211,235.59
E02002212,0.00
E02002213,436.18
E02002214,0.00
E02002215,729.94
E02002216,0.00
E02002217,502.36
E02002218,2731.85
E02002219,0.00
E02002220,9228.19
E02002221,3271.16
E02002222,354.20
E02002223,10250.22
E02002224,0.00
E02002225,8226.97
E02002226,0.00
E02002227,0.00
E02002228,0.00
E02002229,0.00
E02002230,1885.03
E02002231,0.00
E02002232,13330.68
E02002233,1493.69
E02002234,0.00
E02002235,0.00
E02002236,864.68
E02002237,0.00
E02002238,7938.53
E02002239,119.04
E02002240,3802.80
E02002241,3892.99
E02002242,422.72
E02002243,2776.09
E02002244,0.00
E02002245,0.00
E02002246,1984.67
E02002247,1072.61
E02002248,4441.62
E02002249,0.00
E02002250,515.34
E02002251,10274.93
E02002252,0.00
E02002253,7673.22
E02002254,0.00
E02002255,1348.26
E02002256,2363.51
E02002257,0.00
E02002258,12536.15
E02002259,6236.54
E02002260,5247.32
E02002261,0.00
E02002262,0.00
E02002263,0.00
E02002264,0.00
E02002265,4002.08
E02002266,0.00
E02002267,0.00
E02002268,6180.98
E02002269,0.00
E02002270,726.75
E02002271,435.60
E02002272,2144.09
E02002273,150.65
E02002274,350.43
E02002275,1743.16
E02002276,0.00
E02002277,0.00
E02002278,0.00
E02002279,0.00
E02002280,9862.45
E02002281,0.00
E02002282,0.00
E02002283,0.00
E02002284,418.18
E02002285,7097.80
E02002286,0.00
E02002287,6858.32
E02002288,61.64
E02002289,0.00
E02002290,354.44
E02002291,274.87
E02002292,0.00
E02002293,0.00
E02002294,7014.66
E02002295,8604.82
E02002296,4635.83
E02002297,268.36
E02002298,460.01
E02002299,22631.11
E02002300,0.00
E02002301,0.00
E02002302,9104.84
E02002303,0.00
E02002304,0.37
E02002305,0.00
E02002306,294.60
E02002307,0.00
E02002308,0.00
E02002309,1125.81
E02002310,0.00
E02002311,600.89
E02002312,1868.15
E02002313,220.06
E02002314,347.90
E02002315,331.00
E02002316,0.00
E02002317,0.00
E02002318,0.00
E02002319,1992.18
E02002320,0.00
E02002321,0.00
E02002322,0.00
E02002323,0.00
E02002324,368.13
E02002325,3223.60
E02002326,298.00
E02002327,0.00
E02002328,2076.09
E02002329,3939.17
E02002330,479.63
E02002331,8600.59
E02002332,28.11
E02002333,8169.46
E02002334,294.94
E02002335,0.00
E02002336,0.00
E02002337,1837.56
E02002338,5964.71
E02002339,7491.91
E02002340,143.54
E02002341,0.00
E02002342,0.00
E02002343,0.00
E02002344,0.00
E02002345,281.43
E02002346,0.00
E02002347,7008.71
E02002348,319.52
E02002349,260.64
E02002350,3769.76
E02002351,0.00
E02002352,526.36
E02002353,0.00
E02002354,0.00
E02002356,0.00
E02002357,0.00
E02002358,0.00
E02002359,0.00
E02002360,1624.76
E02002361,0.00
E02002362,0.00
E02002363,3278.74
E02002364,9026.75
E02002366,5611.94
E02002367,0.00
E02002368,0.00
E02002369,465.61
E02002370,0.00
E02002371,0.00
E02002373,656.31
E02002374,7286.10
E02002375,0.00
E02002376,1085.32
E02002377,818.63
E02002379,1465.45
E02002380,0.00
E02002381,0.00
E02002382,4174.88
E02002383,0.00
E02002384,567.50
E02002385,1424.78
E02002386,263.80
E02002387,1479.29
E02002388,0.00
E02002389,2465.28
E02002390,9585.04
E02002391,9828.46
E02002392,0.00
E02002393,2789.28
E02002394,1137.16
E02002395,0.00
E02002396,5446.92
E02002397,680.99
E02002398,2086.81
E02002399,0.00
E02002400,2377.29
E02002401,0.00
E02002402,6666.45
E02002403,13962.23
E02002404,0.00
E02002405,0.00
E02002406,0.00
E02002407,1561.33
E02002408,0.00
E02002409,272.41
E02002410,1698.40
E02002411,978.84
E02002412,4.39
E02002414,2293.15
E02002415,559.49
E02002416,0.00
E02002417,0.00
E02002418,2410.19
E02002419,5542.10
E02002420,430.64
E02002421,0.00
E02002422,9389.23
E02002423,0.00
E02002424,0.00
E02002425,701.86
E02002426,1478.66
E02002427,8426.20
E02002428,8296.44
E02002429,621.06
E02002430,0.00
E02002431,0.00
E02002432,0.00
E02002433,5324.36
E02002434,0.00
E02002435,10513.20
E02002436,221.78
E02002437,0.00
E02002438,0.00
E02002439,3016.42
E02002440,0.00
E02002441,0.00
E02002442,9931.89
E02002443,0.00
E02002444,321.59
E02002445,4767.47
E02002446,0.00
E02002447,8743.81
E02002448,0.00
E02002449,1867.61
E02002450,746.10
E02002451,0.00
E02002452,10703.56
E02002453,3054.40
E02002454,12660.61
E02002455,0.00
E02002456,1489.32
E02002457,669.71
E02002458,0.00
E02002459,6938.00
E02002460,0.00
E02002461,0.00
E02002462,3171.09
E02002463,0.00
E02002464,3410.89
E02002465,2969.11
E02002466,0.00
E02002467,0.00
E02002468,1196.96
E02002469,693.18
E02002470,12597.70
E02002471,1842.84
E02002472,0.00
E02002473,0.00
E02002474,356.75
E02002475,0.00
E02002476,0.00
E02002477,0.00
E02002478,385.16
E02002479,7021.31
E02002480,3347.13
E02002481,170.96
E02002482,538.02
E02002483,0.00
E02002484,0.00
E02002485,2568.28
E02002487,17816.33
E02002488,0.00
E02002489,59.47
E02002490,12896.82
E02002491,0.00
E02002492,0.00
E02002493,2316.70
E02002494,0.00
E02002496,5827.22
E02002497,901.58
E02002498,3279.87
E02002499,7226.88
E02002500,0.00
E02002501,1678.57
E02002502,0.00
E02002503,0.00
E02002504,0.00
E02002505,0.00
E02002506,0.00
E02002507,0.00
E02002508,0.00
E02002509,0.00
E02002510,0.00
E02002512,0.00
E02002513,0.00
E02002514,9015.92
E02002515,373.12
E02002516,0.00
E02002517,0.00
E02002518,4497.25
E02002519,0.00
E02002520,0.00
E02002521,1826.21
E02002523,0.00
E02002524,0.00
E02002525,0.00
E02002526,7040.90
E02002527,0.00
E02002529,0.00
E02002530,0.00
E02002532,9365.19
E02002533,0.00
E02002534,0.00
E02002535,0.00
E02002536,3368.92
E02002537,5640.52
E02002538,0.00
E02002539,0.00
E02002540,0.00
E02002541,1481.43
E02002542,16158.21
E02002543,314.19
E02002544,0.00
E02002545,0.00
E02002546,0.00
E02002547,4067.94
E02002548,13704.09
E02002549,0.00
E02002550,0.00
E02002551,6894.14
E02002552,0.00
E02002553,0.00
E02002554,11547.16
E02002555,2840.12
E02002556,3681.00
E02002557,2241.71
E02002558,1534.54
E02002559,14103.77
E02002560,0.00
E02002561,6341.00
E02002562,12425.17
E02002563,0.00
E02002564,0.00
E02002565,0.00
E02002566,0.00
E02002567,3562.57
E02002568,0.00
E02002569,0.00
E02002570,0.00
E02002571,0.00
E02002572,7978.16
E02002573,0.00
E02002574,2122.01
E02002575,0.00
E02002576,0.00
E02002577,0.00
E02002578,0.00
E02002579,1783.32
E02002580,22048.81
E02002581,0.00
E02002582,0.00
E02002583,0.00
E02002584,0.00
E02002585,1760.83
E02002586,12649.77
E02002587,2679.83
E02002588,0.00
E02002589,0.00
E02002590,0.00
E02002591,446.45
E02002592,436.72
E02002593,0.00
E02002594,0.00
E02002595,1755.23
E02002596,0.00
E02002597,0.00
E02002598,3479.41
E02002599,9751.90
E02002600,0.00
E02002601,0.00
E02002602,930.42
E02002603,836.39
E02002604,337.71
E02002605,0.00
E02002606,11801.28
E02002607,25561.38
E02002608,1127.56
E02002609,1942.84
E02002610,1643.17
E02002611,411.02
E02002612,0.00
E02002613,0.00
E02002614,0.00
E02002615,384.96
E02002616,520.98
E02002617,0.00
E02002618,0.00
E02002619,60.09
E02002620,17307.07
E02002621,0.00
E02002622,5979.83
E02002623,520.46
E02002624,0.00
E02002625,0.00
E02002626,0.00
E02002627,0.00
E02002628,0.00
E02002629,0.00
E02002630,5026.19
E02002631,0.00
E02002632,0.00
E02002633,1842.60
E02002634,410.81
E02002635,2084.10
E02002636,64.69
E02002637,0.00
E02002638,1.10
E02002639,325.43
E02002640,1843.31
E02002641,0.00
E02002642,12441.18
E02002643,0.00
E02002644,0.00
E02002645,0.00
E02002646,23896.39
E02002647,1710.21
E02002648,0.00
E02002649,0.00
E02002650,8927.33
E02002651,0.00
E02002652,12080.39
E02002653,1052.80
E02002654,0.00
E02002655,0.00
E02002656,7506.77
E02002657,0.00
E02002658,0.00
E02002659,1065.78
E02002660,8847.96
E02002661,419.30
E02002662,1220.50
E02002663,0.00
E02002664,0.00
E02002665,0.00
E02002666,2316.35
E02002667,0.00
E02002668,0.00
E02002669,0.00
E02002670,0.00
E02002671,6488.81
E02002672,2398.26
E02002673,0.00
E02002674,51.65
E02002675,2563.53
E02002676,0.00
E02002677,21011.27
E02002678,1096.72
E02002679,224.98
E02002680,10806.73
E02002681,12131.45
E02002682,0.00
E02002684,1395.50
E02002685,701.16
E02002686,6769.31
E02002687,3383.40
E02002688,2876.10
E02002689,0.00
E02002691,0.00
E02002692,150.81
E02002693,234.30
E02002694,4260.76
E02002695,5630.95
E02002696,0.00
E02002697,0.00
E02002698,3877.17
E02002699,0.00
E02002700,7925.18
E02002701,0.00
E02002702,5729.96
E02002703,51.20
E02002704,0.00
E02002705,0.00
E02002706,0.00
E02002707,0.00
E02002708,0.00
E02002709,0.00
E02002710,6790.30
E02002711,9527.96
E02002712,2728.70
E02002714,0.00
E02002715,4647.53
E02002716,0.00
E02002717,4427.18
E02002718,593.90
E02002719,1154.81
E02002720,1205.14
E02002721,0.00
E02002722,8858.81
E02002723,12595.94
E02002724,1026.56
E02002725,0.00
E02002726,1555.76
E02002727,13619.16
E02002728,19368.98
E02002729,435.70
E02002730,0.00
E02002731,0.00
E02002732,7539.30
E02002733,1809.74
E02002734,2309.72
E02002735,0.00
E02002736,0.00
E02002737,1954.74
E02002738,453.73
E02002739,0.00
E02002740,273.87
E02002741,0.00
E02002742,397.49
E02002743,0.00
E02002744,178.54
E02002745,0.00
E02002746,562.66
E02002747,8282.18
E02002748,0.00
E02002749,5858.92
E02002750,437.85
E02002751,331.59
E02002752,0.00
E02002753,12008.25
E02002754,429.02
E02002755,2020.41
E02002756,8411.27
E02002757,0.00
E02002758,0.00
E02002759,4425.52
E02002760,0.00
E02002761,140.20
E02002762,0.00
E02002763,10127.42
E02002764,8501.89
E02002765,0.00
E02002766,0.00
E02002767,0.00
E02002768,191.90
E02002769,805.03
E02002770,1146.55
E02002771,0.00
E02002772,230.02
E02002773,0.00
E02002774,0.00
E02002775,0.00
E02002776,22349.70
E02002777,12918.44
E02002778,0.00
E02002779,338.98
E02002780,0.00
E02002781,8740.69
E02002782,195.30
E02002783,378.01
E02002784,11480.55
E02002785,0.00
E02002786,1532.42
E02002787,2895.57
E02002788,0.00
E02002789,1709.62
E02002790,2405.11
E02002791,0.00
E02002792,0.00
E02002793,11480.43
E02002794,0.00
E02002795,207.65
E02002796,0.00
E02002797,0.00
E02002798,363.63
E02002799,9684.62
E02002800,0.00
E02002801,1531.69
E02002802,419.76
E02002803,520.31
E02002804,520.29
E02002805,0.00
E02002806,0.00
E02002807,13997.65
E02002808,0.00
E02002809,12341.22
E02002810,0.00
E02002811,5456.35
E02002812,10645.21
E02002813,1540.69
E02002814,4850.03
E02002815,0.00
E02002816,311.38
E02002817,0.00
E02002818,2347.33
E02002819,0.00
E02002820,7093.49
E02002821,2948.99
E02002822,0.00
E02002823,1449.79
E02002824,16268.66
E02002825,2203.04
E02002826,0.00
E02002827,0.00
E02002828,13665.82
E02002829,0.00
E02002830,16416.62
E02002831,2000.32
E02002832,0.00
E02002833,675.80
E02002834,10450.91
E02002835,11700.34
E02002836,460.57
E02002837,0.00
E02002838,362.02
E02002839,0.00
E02002842,3202.10
E02002843,741.09
E02002844,2726.11
E02002845,1563.40
E02002846,0.00
E02002847,2093.37
E02002848,0.00
E02002849,4714.61
E02002851,464.85
E02002852,0.00
E02002853,0.00
E02002854,1078.09
E02002855,0.00
E02002856,6690.76
E02002857,0.00
E02002858,0.00
E02002860,1492.27
E02002861,450.19
E02002862,1328.89
E02002863,0.00
E02002864,4745.40
E02002865,7093.42
E02002866,0.00
E02002867,514.58
E02002868,9458.26
E02002869,20055.72
E02002871,779.79
E02002872,0.00
E02002873,7.84
E02002874,0.00
E02002875,0.00
E02002876,0.00
E02002877,3524.83
E02002878,3635.55
E02002879,5211.66
E02002880,0.00
E02002881,1845.51
E02002882,1607.80
E02002883,0.00
E02002884,0.00
E02002885,9924.88
E02002886,372.02
E02002887,339.55
E02002888,3184.89
E02002889,0.00
E02002890,2242.05
E02002891,604.72
E02002892,0.00
E02002893,1559.69
E02002894,0.00
E02002895,360.94
E02002896,3004.62
E02002897,5091.57
E02002898,0.00
E02002899,0.00
E02002901,626.41
E02002902,5251.11
E02002903,0.00
E02002904,480.67
E02002905,171.41
E02002906,0.00
E02002907,8701.95
E02002908,8419.12
E02002909,1820.90
E02002910,1106.94
E02002911,0.00
E02002912,0.00
E02002913,0.00
E02002914,5305.70
E02002915,0.00
E02002916,15535.05
E02002917,8801.82
E02002918,0.00
E02002919,8794.02
E02002920,6800.04
E02002921,0.00
E02002922,270.99
E02002923,10424.82
E02002924,1232.59
E02002925,0.00
E02002926,8733.53
E02002927,0.00
E02002928,0.00
E02002929,2124.76
E02002930,3762.32
E02002931,0.00
E02002932,9535.56
E02002933,400.08
E02002934,0.00
E02002935,0.00
E02002936,1599.26
E02002937,0.00
E02002938,9072.06
E02002939,9126.44
E02002940,1642.36
E02002941,983.83
E02002942,0.00
E02002943,11026.05
E02002944,7825.05
E02002945,0.00
E02002946,0.00
E02002947,0.00
E02002948,0.00
E02002949,6277.97
E02002950,555.09
E02002951,0.00
E02002952,2208.69
E02002953,0.00
E02002954,537.66
E02002955,9774.49
E02002956,970.90
E02002957,1679.80
E02002958,2587.51
E02002959,382.26
E02002960,0.00
E02002961,369.59
E02002962,0.00
E02002963,0.00
E02002964,0.00
E02002965,28952.18
E02002966,3239.64
E02002967,1941.73
E02002968,0.00
E02002969,8752.34
E02002970,5261.76
E02002971,456.43
E02002972,12037.30
E02002973,19605.75
E02002974,0.00
E02002975,0.00
E02002976,1727.74
E02002977,0.00
E02002978,1062.49
E02002979,0.00
E02002980,996.53
E02002981,0.00
E02002982,1694.51
E02002983,9906.80
E02002984,0.00
E02002985,11158.52
E02002986,641.49
E02002987,19964.64
E02002988,1402.11
E02002989,0.00
E02002990,15289.23
E02002991,201.06
E02002992,0.00
E02002993,5346.34
E02002994,0.00
E02002995,0.00
E02002996,128.40
E02002997,6629.08
E02002998,4756.61
E02002999,2477.65
E02003000,0.00
E02003001,19531.28
E02003002,152.05
E02003003,600.51
E02003004,164.96
E02003005,134.62
E02003006,0.00
E02003007,25573.13
E02003008,173.97
E02003009,6043.54
E02003010,4812.45
E02003011,0.00
E02003012,3719.07
E02003013,1568.19
E02003014,2281.71
E02003015,1537.45
E02003016,1011.43
E02003017,1234.13
E02003018,0.00
E02003019,980.28
E02003020,676.33
E02003021,1231.65
E02003022,5619.25
E02003023,0.00
E02003024,11074.60
E02003025,14937.47
E02003026,775.91
E02003027,1393.00
E02003028,2115.38
E02003029,0.00
E02003030,111.91
E02003031,933.20
E02003032,4186.47
E02003033,944.19
E02003034,741.46
E02003036,4117.04
E02003037,3709.23
E02003038,264.81
E02003039,472.50
E02003040,2241.42
E02003041,98.84
E02003043,2285.96
E02003044,0.00
E02003045,0.00
E02003046,3178.73
E02003047,3884.08
E02003048,973.64
E02003049,832.68
E02003050,12739.70
E02003051,0.00
E02003052,9001.72
E02003053,0.00
E02003054,18547.18
E02003055,0.00
E02003056,248.41
E02003057,0.00
E02003058,5993.66
E02003059,9722.18
E02003060,0.00
E02003061,0.00
E02003062,0.00
E02003063,0.00
E02003064,7878.68
E02003065,8476.07
E02003066,0.00
E02003067,4325.73
E02003068,0.00
E02003069,308.18
E02003070,1393.85
E02003071,1675.97
E02003072,4074.00
