MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003616,"Riseley & Sharnbrook",0,1636.0,2548.28,34.873,0,0.00,0.00,0.00,0
E02003617,"Harrold",0,2446.0,1132.69,72.597,0,0.00,0.00,0.00,0
E02003618,"Clapham",0,2059.0,5396.34,34.244,0,0.00,0.00,364.46,0
E02003619,"Wyboston",0,1837.0,2683.16,52.560,1,0.00,0.00,0.00,0
E02003620,"Brickhill",0,446.0,413.57,22.198,0,0.00,470.62,0.00,0
E02003621,"Putnoe",0,446.0,590.52,19.799,0,0.00,0.00,0.00,0
E02003622,"Goldington",0,255.0,314.09,27.786,1,14717.70,2550.10,0.00,0
E02003623,"Bromham & Biddenham",0,1207.0,634.53,40.979,0,0.00,1022.45,102.64,0
E02003624,"De Parys",0,446.0,513.36,9.705,12,0.00,0.00,0.00,0
E02003625,"Harpur",0,446.0,1423.32,21.664,14,0.00,9710.08,0.00,0
E02003626,"Newnham",0,446.0,3110.26,15.092,2,0.00,16821.69,0.00,0
E02003627,"Castle & Kingsway",0,3000.0,1960.00,155.083,20,0.00,3134.40,0.00,0
E02003628,"Queens Park",0,191.0,889.28,10.613,5,0.00,0.00,0.00,0
E02003629,"Kingsbrook",0,1469.0,1806.62,20.088,1,0.00,8121.41,0.00,0
E02003630,"Cauldwell",0,681.0,2737.85,24.020,9,0.00,8969.18,0.00,0
E02003631,"Kempston North",0,996.0,298.65,13.296,1,0.00,0.00,0.00,0
E02003632,"Kempston Central & East",0,235.0,65.86,11.176,1,0.00,6447.72,0.00,0
E02003633,"Kempston West & South",0,1602.0,3549.35,27.246,0,133837.39,1757.93,149999.70,0
E02003634,"Elstow",0,1693.0,1878.23,50.020,2,92935.37,0.00,116532.65,0
E02003635,"Wootton & Stewartby",0,1176.0,1008.60,52.244,0,0.00,0.00,0.00,0
