MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02004189,"Woolwell & Lee Mill",0,465.0,3884.63,15.095,0,0,0.00,100.64,0.00,0.34
E02004190,"South Brent & Cornwood",0,648.0,2502.59,43.132,0,0,0.00,0.00,6878.78,1.95
E02004191,"Totnes Town",0,283.0,2896.39,38.745,1,0,0.00,5326.55,0.00,0.46
E02004192,"Marldon",0,765.0,20453.09,24.549,0,0,0.00,0.00,0.00,1.51
E02004193,"Ivybridge",0,107.0,830.21,36.496,0,0,0.00,1097.42,0.00,0
E02004194,"Loddiswell & Dartington",0,463.0,1578.49,25.017,0,0,0.00,156.24,0.00,7.9
E02004195,"Dartmouth",0,61.0,2013.62,14.783,0,0,0.00,6450.19,0.00,0.02
E02004196,"Yealmpton",0,485.0,3942.74,40.705,3,0,0.00,10390.71,0.00,0
E02004197,"Wembury",0,346.0,859.71,31.469,0,0,0.00,0.00,0.00,6.56
E02004198,"Kingsbridge",0,141.0,1468.05,20.872,0,0,0.00,5279.81,0.00,0
E02004199,"Chillington",0,604.0,1919.29,17.589,0,0,0.00,0.00,0.00,0
E02004200,"Salcombe",0,344.0,9649.41,12.966,0,0,0.00,0.00,0.00,0
