MSOA,index-of-transport-accesibility,chargepoints
W02000284,0,0.01
W02000285,0,0.00
W02000286,0,0.02
W02000287,0,0.00
W02000288,0,0.00
W02000289,0,0.00
W02000415,0,0.00
