MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02006561,"Fernhurst & Northchapel",0,745.0,249.63,30.680,0,0.00,0.00,0.00,9.43
E02006562,"Ifold & Wisborough Green",0,829.0,492.90,41.350,0,0.00,0.00,0.00,0
E02006563,"Milland & South Harting",0,595.0,1541.09,52.557,0,0.00,0.00,0.00,2.74
E02006564,"Midhurst & Cocking",0,537.0,1464.25,38.776,2,0.00,0.00,0.00,8.32
E02006565,"Easebourne & Petworth",0,883.0,2105.12,56.057,1,0.00,0.00,499.60,2.72
E02006566,"Dean",0,529.0,7861.30,32.229,2,0.00,0.00,1768.01,1.65
E02006567,"Westbourne & Funtington",0,791.0,1053.82,32.053,2,0.00,0.00,0.00,0
E02006568,"College Lane & Oaklands",0,363.0,5774.40,21.731,3,0.00,15905.13,3410.22,0
E02006569,"Southbourne",0,281.0,1176.75,29.358,1,0.00,0.00,14677.97,0
E02006570,"Central Chichester",0,625.0,5691.46,65.824,11,0.00,2833.65,9955.94,0
E02006571,"Stockbridge & Fishbourne",0,625.0,1085.01,18.298,0,0.00,10516.24,0.00,0
E02006572,"Tangmere",0,625.0,1801.63,50.409,0,0.00,0.00,21493.44,0
E02006573,"Wittering & Birdham",0,262.0,5727.53,35.653,3,0.00,0.00,0.00,0
E02006574,"Selsey",0,262.0,2197.63,32.875,2,0.00,3452.54,0.00,0
