MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002330,"Wetherby West",506,169.0,402.15,44.920,0,0.00,479.63,0.00,0
E02002331,"Wetherby East & Thorp Arch",531,527.0,7522.61,113.042,7,0.00,8600.59,4384.69,100.59
E02002332,"Otley North",215,122.0,1163.97,15.711,1,0.00,28.11,0.00,9.95
E02002333,"Otley South",226,449.0,2966.86,53.812,5,0.00,8169.46,0.00,3.65
E02002334,"Boston Spa & Bramham",529,190.0,899.72,54.370,1,0.00,294.94,0.00,2.57
E02002335,"Collingham",420,734.0,3983.19,55.652,2,0.00,0.00,0.00,1.39
E02002336,"Bramhope & Pool-in-Wharfedale",242,752.0,13156.47,51.247,0,0.00,0.00,0.00,0
E02002337,"Guiseley North & West",194,553.0,1298.05,43.728,0,0.00,1837.56,0.00,5.43
E02002338,"Guiseley East & South",202,228.0,1510.74,40.384,1,0.00,5964.71,1241.67,0.24
E02002339,"Yeadon West",240,354.0,1592.11,61.085,5,0.00,7491.91,0.00,1.87
E02002340,"Yeadon East",272,124.0,1169.14,13.925,0,0.00,143.54,0.00,5.96
E02002341,"Alwoodley",287,750.0,978.40,53.967,1,0.00,0.00,0.00,0
E02002342,"Cookridge & Holt Park",253,276.0,670.89,27.017,0,0.00,0.00,0.00,0.4
E02002343,"Yeadon South",269,124.0,1026.59,16.895,0,0.00,0.00,0.00,0.26
E02002344,"Primley Park & Wigton Moor",314,352.0,597.81,105.404,0,0.00,0.00,0.00,0
E02002345,"Adel",302,276.0,967.19,43.981,1,0.00,281.43,0.00,14.55
E02002346,"Tinshill",254,402.0,1058.33,29.997,0,0.00,0.00,0.00,1.28
E02002347,"Moor Allerton",321,628.0,1405.64,54.064,0,0.00,7008.71,0.00,0
E02002348,"Lawnswood & Ireland Wood",278,402.0,531.58,98.459,0,0.00,319.52,0.00,7.47
E02002349,"Roundhay Park & Slaid Hill",331,585.0,664.77,32.493,0,0.00,260.64,0.00,1.38
E02002350,"Horsforth West",298,402.0,2423.59,46.895,3,0.00,3769.76,0.00,0.24
E02002351,"Scarcroft",407,623.0,1077.46,31.980,0,0.00,0.00,0.00,5.79
E02002352,"Moortown",352,696.0,692.96,45.019,0,0.00,526.36,0.00,0.52
E02002353,"Roundhay West",317,585.0,358.96,22.201,0,0.00,0.00,0.00,0.4
E02002354,"Carr Manor",396,586.0,734.29,33.570,0,0.00,0.00,0.00,0
E02002356,"Horsforth South & Rawdon",338,1231.0,2229.13,60.591,2,0.00,0.00,0.00,29.92
E02002357,"Horsforth East",295,126.0,1480.12,46.219,0,0.00,0.00,0.00,4.27
E02002358,"Whinmoor",392,1043.0,751.26,51.015,0,0.00,0.00,0.00,0
E02002359,"Aberford",454,714.0,893.05,39.741,0,0.00,0.00,0.00,0.91
E02002360,"Meanwood",357,510.0,644.38,13.406,0,0.00,1624.76,0.00,1.47
E02002361,"Gledhow",372,233.0,520.77,21.578,1,0.00,0.00,0.00,0
E02002362,"Hawksworth & West Park",308,17958.0,498.54,20.773,0,0.00,0.00,0.00,42.68
E02002363,"Chapel Allerton North",417,344.0,350.71,10.909,3,0.00,3278.74,0.00,0.61
E02002364,"Seacroft North & Monkswood",399,125.0,1346.09,16.079,0,0.00,9026.75,0.00,1.75
E02002366,"Lady Wood & Oakwood",388,233.0,848.64,26.497,0,0.00,5611.94,0.00,0.3
E02002367,"Meanwood South & Sugarwell",451,234.0,77.68,9.171,0,0.00,0.00,0.00,9.41
E02002368,"Calverley & Farsley North",407,1188.0,103.79,22.159,1,0.00,0.00,0.00,3.62
E02002369,"Hollin Park & Fearnville",376,358.0,93.89,21.596,0,0.00,465.61,0.00,3.67
E02002370,"Swarcliffe",429,9174.0,116.60,18.875,0,0.00,0.00,161.68,6.22
E02002371,"Chapel Allerton South & Chapeltown",498,344.0,1158.25,19.097,0,0.00,0.00,0.00,0.86
E02002373,"Headingley",385,123.0,3482.48,13.569,1,0.00,656.31,0.00,0.22
E02002374,"Kirkstall",400,17579.0,2085.27,11.250,3,0.00,7286.10,0.00,4.4
E02002375,"Bramley Fall",391,8616.0,530.59,7.228,0,0.00,0.00,0.00,4.04
E02002376,"Gipton North",417,653.0,107.01,19.362,1,0.00,1085.32,0.00,4.01
E02002377,"Harehills North",462,344.0,108.86,40.952,0,0.00,818.63,0.00,0.33
E02002379,"Seacroft South",442,271.0,658.80,15.114,0,0.00,1465.45,0.00,7.01
