MSOA,index-of-transport-accesibility,chargepoints
E02000277,0,0.00
E02000278,0,0.03
E02000279,0,0.01
E02000280,0,0.02
E02000281,0,0.00
E02000282,0,0.01
E02000283,0,0.00
E02000284,0,0.00
E02000285,0,0.00
E02000286,0,0.00
E02000287,0,0.02
E02000288,0,0.00
E02000289,0,0.01
E02000290,0,0.00
E02000291,0,0.03
E02000292,0,0.05
E02000293,0,0.00
E02000294,0,0.01
E02000295,0,0.00
E02000296,0,0.05
E02000297,0,0.00
E02000298,0,0.01
E02000299,0,0.00
E02000300,0,0.02
E02000301,0,0.06
E02000302,0,0.00
E02000303,0,0.01
E02000304,0,0.01
E02000305,0,0.02
E02000306,0,0.01
E02000307,0,0.02
E02000308,0,0.06
E02000309,0,0.17
E02000311,0,0.04
E02000312,0,0.06
E02006793,0,0.07
