MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002271,"Birkenshaw",759,437.0,606.69,28.552,0,7.47,0.00,435.60,0.00,1.26
E02002272,"Birstall",779,200.0,2951.45,15.083,3,5.59,0.00,2144.09,12816.66,0.5
E02002273,"Scholes & Hunsworth",939,159.0,129.38,15.654,2,7.47,0.00,150.65,0.00,1.08
E02002274,"Gomersal",693,227.0,80.58,14.398,0,7.47,0.00,350.43,0.00,2.26
E02002275,"Cleckheaton",781,219.0,1172.88,47.990,2,7.47,0.00,1743.16,0.00,12.3
E02002276,"Wilton Park",643,145.0,198.08,9.916,0,5.59,0.00,0.00,0.00,1.19
E02002277,"Upper Batley & Soothill",616,445.0,542.71,8.384,0,5.59,0.00,0.00,0.00,2.81
E02002278,"Hightown & Hartshead Moor",739,164.0,163.51,17.369,0,7.47,0.00,0.00,0.00,3.99
E02002279,"Liversedge",602,185.0,364.07,21.749,0,7.47,0.00,0.00,0.00,1.73
E02002280,"Batley Central",557,124.0,1254.87,12.359,3,5.59,0.00,9862.45,0.00,2.61
E02002281,"Heckmondwike North",547,128.0,377.28,15.401,1,5.59,0.00,0.00,0.00,0.6
E02002282,"Staincliffe & Healey",511,191.0,32.89,6.556,0,5.59,0.00,0.00,0.00,1.23
E02002283,"Batley Carr & Mount Pleasant",535,280.0,902.29,9.527,2,5.59,0.00,0.00,0.00,1.79
E02002284,"Shaw Cross & Hanging Heaton",623,362.0,1174.82,15.967,0,4.41,0.00,418.18,0.00,0
E02002285,"Heckmondwike Town",623,188.0,1373.17,20.776,0,7.47,0.00,7097.80,0.00,4.5
E02002286,"Dewsbury Moor Upper",502,170.0,1402.78,4.126,1,5.59,0.00,0.00,0.00,1.28
E02002287,"Dewsbury Central & Westborough",493,407.0,3430.16,17.567,2,5.04,0.00,6858.32,0.00,1.36
E02002288,"Earlsheaton & Chickenley",583,289.0,107.97,13.736,0,4.41,0.00,61.64,0.00,0.9
E02002289,"Dewsbury Moor Lower & Westtown",491,156.0,183.34,4.966,0,5.04,0.00,0.00,0.00,0
E02002290,"Northorpe & Crossley",617,106.0,210.30,21.015,0,5.04,0.00,354.44,0.00,0
E02002291,"Battyeford",709,106.0,252.68,21.493,0,7.47,0.00,274.87,0.00,0
E02002292,"Bradley & North Fixby",705,392.0,764.89,14.654,0,2.95,0.00,0.00,0.00,0.79
E02002293,"Ravensthorpe",521,262.0,362.66,5.858,2,5.04,0.00,0.00,0.00,4.98
E02002294,"Dewsbury Savile Town & Thornhill Lees",451,262.0,1710.20,24.395,0,5.04,0.00,7014.66,0.00,0
E02002295,"Deighton & Brackenhall",635,268.0,666.53,17.080,3,4.78,0.00,8604.82,0.00,2.11
E02002296,"Mirfield Central & Hopton",669,197.0,1158.92,34.329,2,4.78,0.00,4635.83,0.00,0.7
E02002297,"Cowcliffe & South Fixby",863,538.0,130.42,19.975,0,5.85,0.00,268.36,0.00,0
E02002298,"Thornhill",504,358.0,275.09,9.270,0,5.04,0.00,460.01,0.00,0
E02002299,"Huddersfield Leeds Road & Fartown",685,825.0,4269.17,45.770,4,5.82,0.00,22631.11,0.00,2.83
E02002300,"North Lindley & Birchencliffe",905,256.0,279.61,20.684,1,5.85,0.00,0.00,0.00,0.64
E02002301,"Birkby",794,282.0,17.32,12.531,0,5.56,0.00,0.00,0.00,1.29
E02002302,"Kirkheaton",662,534.0,933.12,15.253,0,5.31,0.00,9104.84,0.00,1.41
E02002303,"Oakes & South Lindley",816,414.0,686.42,19.173,2,5.85,0.00,0.00,0.00,0.85
E02002304,"Edgerton & Marsh",749,414.0,811.67,5.667,1,5.85,0.00,0.37,0.00,0.75
E02002305,"Rawthorpe",486,196.0,199.59,8.563,0,5.31,0.00,0.00,0.00,0
E02002306,"Scapegoat Hill",735,261.0,506.18,12.423,0,5.85,0.00,294.60,2001.11,0.37
E02002307,"Dalton Long Lane",552,196.0,32.77,9.036,0,5.31,0.00,0.00,0.00,4.22
E02002308,"Longwood & Quarmby",838,261.0,50.26,20.601,0,5.85,0.00,0.00,0.00,0.43
E02002309,"Paddock & Greenhead",652,325.0,657.63,3.451,0,5.85,0.00,1125.81,0.00,0.21
E02002310,"Moldgreen & Ravensknowle Park",500,196.0,100.83,7.480,0,5.62,0.00,0.00,0.00,0.7
E02002311,"Golcar",713,261.0,597.73,9.972,0,5.70,0.00,600.89,0.00,1.8
E02002312,"Aspley",485,390.0,1313.00,9.603,0,5.82,0.00,1868.15,0.00,1.11
E02002313,"Lockwood",563,193.0,326.32,4.090,1,5.82,0.00,220.06,0.00,0.48
E02002314,"Almondbury & Waterloo",449,411.0,233.22,9.381,0,5.99,0.00,347.90,0.00,0
E02002315,"Cowlersley & Milnsbridge",594,454.0,159.95,16.492,0,5.70,0.00,331.00,0.00,1.02
E02002316,"Lepton",496,836.0,434.54,29.132,0,5.99,0.00,0.00,0.00,0.35
E02002317,"Crosland Moor",525,193.0,250.34,9.218,0,5.70,0.00,0.00,0.00,9.01
E02002318,"Primrose Hill",429,193.0,142.68,9.510,0,5.99,0.00,0.00,0.00,0.57
E02002319,"Slaithwaite & Linthwaite",471,129.0,472.38,13.081,2,5.70,0.00,1992.18,232.63,1.7
E02002320,"Netherton & South Crosland",426,580.0,155.70,11.355,0,5.99,0.00,0.00,0.00,17.78
E02002321,"Kirkburton & Farnley Tyas",421,568.0,552.78,33.150,0,6.15,0.00,0.00,0.00,29.7
E02002322,"Marsden & Pole Moor",357,320.0,1061.77,8.814,0,5.58,0.00,0.00,0.00,7.63
E02002323,"Honley & Brockholes",328,475.0,231.08,52.678,0,5.99,0.00,0.00,0.00,0.36
E02002324,"Emley & Skelmanthorpe",369,480.0,499.27,30.368,0,3.41,0.00,368.13,0.00,1.8
E02002325,"Meltham",339,475.0,705.51,50.746,0,5.99,0.00,3223.60,83.48,1.81
E02002326,"Shelley & Shepley",346,320.0,758.46,25.623,0,5.99,0.00,298.00,0.00,1.87
E02002327,"Denby Dale",363,232.0,752.28,69.019,0,5.91,0.00,0.00,16.56,4.31
E02002328,"Upperthong & Holmbridge",355,387.0,1140.94,46.492,3,5.99,0.00,2076.09,3296.25,1.34
E02002329,"Holmfirth",337,707.0,1075.51,119.548,2,5.99,0.00,3939.17,2683.75,9.8
