MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002496,"Middlesbrough Central",279,96.0,10133.33,3.696,28,7.99,0.00,5827.22,10019.35,0.05
E02002497,"North Ormesby & Brambles",277,93.0,740.53,0.024,1,7.98,0.00,901.58,0.00,0
E02002498,"Ayresome",300,156.0,597.42,2.694,0,7.21,0.00,3279.87,0.00,0
E02002499,"Berwick Hills",260,39.0,670.86,0.000,1,7.99,0.00,7226.88,0.00,0
E02002500,"Linthorpe East & Albert Park",267,103.0,65.62,7.495,0,3.12,0.00,0.00,0.00,0
E02002501,"Park Vale",266,85.0,25.20,6.466,0,3.12,0.00,1678.57,0.00,0
E02002502,"Thorntree",227,111.0,188.59,1.484,0,7.98,0.00,0.00,0.00,0
E02002503,"Newport & Maze Park",301,225.0,1994.11,9.496,0,3.12,0.00,0.00,0.00,0
E02002504,"Linthorpe West",295,78.0,24.15,11.217,0,3.12,0.00,0.00,0.00,0
E02002505,"Park End",235,39.0,0.00,0.000,0,7.99,0.00,0.00,0.00,0
E02002506,"Beechwood & James Cook",252,25.0,1790.66,6.201,0,3.12,0.00,0.00,0.00,0
E02002507,"Acklam",296,60.0,298.48,8.257,0,3.12,0.00,0.00,0.00,0
E02002508,"Kader",299,93.0,313.73,6.430,0,3.12,0.00,0.00,0.00,0
E02002509,"Easterside",272,130.0,0.00,7.623,2,3.12,0.00,0.00,0.00,0
E02002510,"Trimdon",280,279.0,31.05,7.101,0,3.12,0.00,0.00,0.00,0
E02002512,"Marton West",273,105.0,0.00,12.257,0,0.58,0.00,0.00,0.00,0
E02002513,"Stainton & Hemlington",279,180.0,323.77,22.029,0,3.12,0.00,0.00,0.00,0
E02002514,"Coulby Newham",261,195.0,1725.73,32.318,4,3.12,0.00,9015.92,4694.02,0
E02006811,"Nunthorpe & Marton East",266,130.0,2187.00,32.969,0,1.96,0.00,0.00,0.00,0.62
