MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002081,"Castle Bromwich West",0,68.0,321.11,7.971,0,0,0.00,260.59,0.00,0.02
E02002082,"Smith's Wood North",0,68.0,18.50,6.088,0,0,0.00,0.00,0.00,0
E02002083,"Castle Bromwich East",0,68.0,226.87,5.962,3,0,0.00,7056.43,0.00,0
E02002084,"Smith's Wood South",0,1939.0,170.77,8.058,0,0,0.00,0.00,0.00,0.9
E02002085,"Kingshurst",0,1939.0,300.37,6.841,0,0,0.00,0.00,0.00,0.4
E02002086,"Chelmsley Wood West",0,1871.0,1408.86,13.604,1,0,0.00,5280.53,0.00,0
E02002087,"Fordbridge",0,1871.0,436.79,7.589,0,0,0.00,382.27,0.00,0.09
E02002088,"Chelmsley Wood East",0,1871.0,365.37,10.512,0,0,0.00,0.00,0.00,0.09
E02002089,"Marston Green & Airport",0,4881.0,44098.39,16.809,10,0,0.00,0.00,0.00,1.13
E02002090,"Lyndon North",0,2641.0,175.28,16.300,0,0,0.00,0.00,0.00,0.49
E02002091,"Elmdon Park",0,2890.0,3390.27,30.366,5,0,0.00,0.00,0.00,0
E02002092,"Lyndon South",0,2435.0,369.68,29.046,1,0,0.00,0.00,0.00,0.4
E02002093,"Olton & Kineton Green",0,2910.0,397.67,25.105,2,0,0.00,0.00,0.00,0.73
E02002094,"Ulverley Green & Langley",0,8164.0,528.64,22.611,0,0,0.00,0.00,0.00,0.18
E02002095,"Elmdon Heath & Catherine-de-Barnes",0,7738.0,4341.84,41.554,2,0,0.00,0.00,1276.99,8.66
E02002096,"Lode Heath",0,2733.0,1085.28,49.791,1,0,0.00,0.00,0.00,3.44
E02002097,"Meriden",0,8268.0,2757.96,46.766,0,0,0.00,111.05,0.00,3.66
E02002098,"Shirley East",0,624.0,345.26,27.812,4,0,0.00,3563.41,0.00,0.37
E02002099,"Central Solihull & Sharmans Cross",0,2733.0,4990.56,183.988,9,0,0.00,13831.21,0.00,3.2
E02002101,"Solihull Lodge",0,434.0,145.45,19.017,0,0,0.00,0.00,0.00,1.1
E02002102,"Blossomfield",0,624.0,4539.07,40.893,4,0,0.00,11094.87,0.00,61.16
E02002103,"Shirley Heath",0,326.0,16.11,16.329,2,0,0.00,1416.10,0.00,0
E02002104,"Monkspath North",0,624.0,604.12,22.810,0,0,0.00,426.90,0.00,0
E02002105,"Balsall Common",0,3275.0,2738.93,42.254,0,0,0.00,973.67,0.00,1.51
E02002106,"Knowle",0,5411.0,1164.01,140.680,2,0,0.00,890.14,0.00,3.95
E02002107,"Monkspath South",0,624.0,2139.66,18.216,6,0,0.00,8310.11,0.00,0
E02002108,"Dorridge",0,5113.0,1413.64,69.518,2,0,0.00,5073.04,0.00,2.94
E02002109,"Dickens Heath",0,5439.0,4973.64,56.691,8,0,0.00,0.00,0.00,2.19
E02006808,"Shirley West",0,326.0,602.55,70.472,2,0,0.00,8270.08,0.00,12.246
