MSOA,index-of-transport-accesibility,chargepoints
E02005270,0.19,0.01
E02005271,0.215,0.08
E02005272,0.178,0.00
E02005273,0.223,0.00
E02005274,0.233,0.00
E02005275,0.214,0.00
E02005276,0.311,0.02
E02005277,0.184,0.01
