MSOA,index-of-transport-accesibility,chargepoints
E02005619,0,0.00
E02005620,0,0.00
E02005621,0,0.00
E02005622,0,0.00
E02005623,0,0.00
E02005624,0,0.00
E02005625,0,0.00
E02005626,0,0.00
E02005627,0,0.00
E02005628,0,0.00
E02005650,0,0.00
E02005651,0,0.00
E02005652,0,0.00
E02005653,0,0.00
E02005654,0,0.00
E02005655,0,0.00
E02005656,0,0.00
E02005657,0,0.00
E02005658,0,0.00
E02005659,0,0.00
E02005660,0,0.00
E02005661,0,0.00
E02005662,0,0.00
E02005663,0,0.00
E02005664,0,0.00
E02005665,0,0.00
E02005666,0,0.00
E02005667,0,0.00
E02005668,0,0.00
E02005669,0,0.00
E02005670,0,0.00
E02005671,0,0.00
E02005672,0,0.00
E02005673,0,0.00
E02005674,0,0.00
E02005675,0,0.00
E02005676,0,0.00
E02005677,0,0.00
E02005678,0,0.00
E02005679,0,0.00
E02005680,0,0.00
E02005681,0,0.00
E02005682,0,0.00
E02005683,0,0.00
E02005684,0,0.00
E02005685,0,0.00
E02005686,0,0.00
E02005687,0,0.00
E02005688,0,0.00
E02005689,0,0.00
E02005690,0,0.00
E02005691,0,0.00
