MSOA,index-of-transport-accesibility,chargepoints
E02002796,0,0.00
E02002797,0,0.01
E02002798,0,0.01
E02002799,0,0.03
E02002800,0,0.00
E02002801,0,0.00
E02002802,0,0.01
E02002803,0,0.00
E02002804,0,0.00
E02002805,0,0.00
E02002806,0,0.00
E02002807,0,0.00
E02002808,0,0.21
E02002809,0,0.00
E02002810,0,0.00
E02002811,0,0.01
E02002812,0,0.04
E02002813,0,0.02
E02002814,0,0.00
E02002815,0,0.00
E02002816,0,0.02
E02002817,0,0.00
E02002818,0,0.00
E02002819,0,0.07
E02002820,0,0.01
E02002821,0,0.00
E02002822,0,0.00
E02002823,0,0.00
E02002824,0,0.01
E02002825,0,0.01
E02002826,0,0.00
