MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02000554,"Highcroft & Holly Park",0,1904.0,1.56,39.614,9,0,0.00,0.00,485.26,0.21
E02000555,"Archway East",0,726.0,67.95,3.309,6,0,0.00,47.37,121.32,0.884
E02000556,"Tollington",0,928.0,45.60,2.343,6,0,0.00,2024.23,176.38,1.62
E02000557,"Archway West",0,1441.0,324.17,3.554,5,0,0.00,1575.32,0.00,2.81
E02000558,"Finsbury Park West",0,696.0,90.28,1.572,9,0,0.00,0.00,0.00,14.23
E02000559,"Gillespie Road",0,466.0,5.67,2.861,6,0,0.00,0.00,2548.79,0.1
E02000560,"Holloway Nag's Head",0,461.0,326.85,1.800,1,0,0.00,6834.64,758.91,1.81
E02000561,"Tufnell Park East",0,1106.0,81.60,2.577,13,0,0.00,0.00,1000.78,0.1
E02000562,"Highbury",0,536.0,136.86,4.755,6,0,0.00,0.00,0.00,1.7
E02000563,"Hilldrop",0,693.0,189.01,1.434,2,0,0.00,0.00,915.26,6.94
E02000564,"Lower Holloway",0,692.0,313.67,4.297,3,0,0.00,1657.67,2050.88,0.2
E02000565,"Newington Green",0,1667.0,262.44,2.205,7,0,0.00,0.00,0.00,1.73
E02000566,"Highbury Fields",0,1430.0,217.15,10.004,2,0,0.00,0.00,0.00,0.08
E02000567,"Canonbury East & Mildmay Park",0,969.0,197.46,3.452,11,0,0.00,0.00,0.00,2.98
E02000568,"Caledonian Road",0,1199.0,389.95,2.340,11,0,0.00,0.00,2392.26,7.04
E02000569,"Islington North & Canonbury West",0,738.0,272.07,3.508,13,0,0.00,0.00,75.53,0.58
E02000570,"Barnsbury East",0,1199.0,78.55,4.714,17,0,0.00,192.68,877.07,1.52
E02000571,"Islington East & Arlington",0,738.0,83.59,3.104,9,0,0.00,0.00,0.00,3.48
E02000572,"Barnsbury West",0,738.0,153.74,2.751,5,0,0.00,673.23,0.00,0.57
E02000573,"Angel",0,923.0,96.90,11.861,17,0,0.00,6143.24,0.00,2.49
E02000574,"King's Cross & Pentonville",0,1074.0,422.91,2.410,18,0,0.00,1081.54,0.00,0.55
E02000575,"Clerkenwell",0,2371.0,234.51,0.000,28,0,0.00,442.98,239.42,4.29
E02000576,"Old Street & St Luke's",0,1119.0,320.14,0.025,18,0,0.00,0.00,0.00,7.64
