MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02000093,"Queensbury South",0,1781.0,571.64,17.148,6,0.00,7155.89,0.00,0
E02000094,"Kingsbury East & Colindale",0,758.0,1836.19,11.984,3,0.00,16146.87,0.00,0
E02000095,"Kingsbury West",0,1259.0,266.55,13.990,2,0.00,1506.46,0.00,0
E02000096,"Kenton Woodcock Park",0,843.0,1109.05,22.643,3,0.00,7986.84,0.00,0
E02000097,"Kingsbury South",0,758.0,241.79,9.796,2,0.00,0.00,0.00,0
E02000098,"Barnhill The Avenue",0,1601.0,212.81,11.856,1,0.00,0.00,0.00,0
E02000099,"Preston Park & East Lane",0,843.0,28.00,8.278,2,0.00,0.00,0.00,0
E02000100,"Northwick Park",0,1182.0,979.15,7.981,0,0.00,0.00,0.00,0
E02000101,"Forty Lane",0,1100.0,677.90,10.724,4,0.00,9797.00,0.00,0
E02000102,"Welsh Harp",0,3438.0,26.57,7.096,0,0.00,0.00,0.00,0
E02000103,"Dollis Hill",0,1009.0,168.28,16.501,2,0.00,0.00,13521.19,0
E02000104,"Wembley North",0,342.0,58.74,5.600,0,0.00,0.00,0.00,0
E02000105,"Sudbury East",0,1781.0,415.13,11.479,1,0.00,0.00,0.00,0
E02000106,"Neasden",0,2680.0,268.73,9.936,1,0.00,0.00,0.00,0
E02000107,"Cricklewood Anson Road",0,1009.0,417.92,17.601,10,0.00,0.00,0.00,0
E02000108,"Sudbury West",0,346.0,171.86,4.960,0,0.00,0.00,0.00,0
E02000109,"Tokyngton",0,342.0,2847.94,17.447,2,0.00,0.00,0.00,0
E02000110,"Dudden Hill",0,2680.0,29.43,7.954,10,0.00,0.00,0.00,0
E02000111,"Wembley West",0,688.0,254.54,44.598,0,0.00,5.78,0.00,0
E02000112,"Wembley East",0,2359.0,294.25,9.962,13,0.00,320.54,0.00,0
E02000113,"St Raphaels",0,1671.0,1555.09,7.143,6,0.00,9021.87,0.00,0
E02000114,"Willesden Green",0,2680.0,468.22,14.024,4,0.00,3596.92,256.24,0
E02000115,"Brondesbury",0,1659.0,332.35,10.821,6,0.00,0.00,0.00,0
E02000116,"Roundwood Park",0,2680.0,398.30,8.263,6,0.00,0.00,0.00,0
E02000117,"Church End",0,1671.0,137.71,10.413,3,0.00,0.00,0.00,0
E02000118,"Alperton East",0,2359.0,168.58,10.994,0,0.00,0.00,0.00,0
E02000119,"Stonebridge",0,1671.0,910.84,12.936,2,0.00,0.00,45220.91,0
E02000120,"Kilburn West",0,650.0,326.53,7.480,27,0.00,823.52,0.00,0
E02000121,"Alperton West",0,775.0,1312.39,14.957,3,0.00,12400.23,16602.73,0
E02000122,"Brondesbury Park",0,3330.0,239.30,7.018,5,0.00,0.00,140.65,0
E02000123,"Harlesden",0,1671.0,289.53,34.578,10,0.00,1272.22,32.76,0
E02000124,"Queens Park",0,3007.0,274.98,8.799,23,0.00,301.41,0.00,0
E02000125,"Kensal Green",0,1671.0,18.95,6.681,20,0.00,0.00,0.00,0
E02000126,"Kilburn Park",0,1975.0,300.57,39.203,6,0.00,356.52,0.00,0
