MSOA,index-of-transport-accesibility,chargepoints
S02002034,0,0
S02002035,0,0
S02002036,0,0
S02002037,0,0
S02002038,0,0
S02002039,0,0
S02002040,0,0
S02002041,0,0
S02002042,0,0
S02002043,0,0
S02002044,0,0
S02002045,0,0
S02002046,0,0
S02002047,0,0
S02002048,0,0
S02002049,0,0
S02002050,0,0
