MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002827,"Beaumont Park",0,402.0,2425.78,4.944,0,0.00,0.00,3638.93,0
E02002828,"Rushey Mead North",0,628.0,2064.45,9.931,7,0.00,13665.82,0.00,0
E02002829,"Stocking Farm & Mowmacre",0,402.0,1669.44,10.462,0,0.00,0.00,0.00,0
E02002830,"Bradgate Heights & Beaumont Leys",0,1109.0,4105.00,8.766,1,0.00,16416.62,2048.27,0
E02002831,"Rushey Mead South",0,402.0,482.44,6.017,0,0.00,2000.32,0.00,0
E02002832,"Belgrave North West",0,1109.0,1191.65,22.193,0,0.00,0.00,0.00,0
E02002833,"Belgrave North East",0,402.0,71.56,4.215,0,0.00,675.80,0.00,0
E02002834,"Abbey Park",0,855.0,6499.98,12.450,6,0.00,10450.91,2084.26,0
E02002835,"Hamilton & Humberstone",0,628.0,2049.21,13.017,2,0.00,11700.34,0.00,0
E02002836,"Belgrave South",0,518.0,1079.91,5.173,0,0.00,460.57,0.00,0
E02002837,"Northfields & Merrydale",0,628.0,91.82,9.470,0,0.00,0.00,0.00,0
E02002838,"New Parks & Stokeswood",0,337.0,354.82,7.440,0,0.00,362.02,0.00,0
E02002839,"Colchester Road",0,226.0,272.62,7.229,0,0.00,0.00,0.00,0
E02002842,"Newfoundpool",0,739.0,656.80,8.776,0,0.00,3202.10,0.00,0
E02002843,"Spinney Hill Road",0,1663.0,145.87,12.859,0,0.00,741.09,0.00,0
E02002844,"St Matthews & Highfields North",0,2116.0,1201.60,11.251,2,0.00,2726.11,0.00,0
E02002845,"North Evington & Rowlatts Hill",0,226.0,2807.35,11.345,0,0.00,1563.40,0.00,0
E02002846,"Dane Hills & Western Park",0,337.0,1519.59,10.588,0,21791.20,0.00,0.00,0
E02002847,"Crown Hills",0,1663.0,119.71,10.673,0,0.00,2093.37,0.00,0
E02002848,"Highfields South",0,1663.0,23.61,11.784,0,0.00,0.00,0.00,0
E02002849,"West End & Westcotes",0,1890.0,1099.71,16.498,6,0.00,4714.61,535.92,0
E02002851,"Evington",0,1663.0,483.83,9.766,0,0.00,464.85,0.00,0
E02002852,"Braunstone Park West",0,337.0,784.71,5.666,6,0.00,0.00,2886.68,0
E02002853,"Stoneygate North",0,1663.0,348.84,15.078,0,0.00,0.00,0.00,0
E02002854,"Braunstone Park East",0,337.0,516.71,8.070,0,0.00,1078.09,0.00,0
E02002855,"Rowley Fields & Faircharm",0,1774.0,652.71,7.079,0,0.00,0.00,0.00,0
E02002856,"Clarendon Park & Stoneygate South",0,1553.0,3325.69,23.544,20,0.00,6690.76,2867.52,0
E02002857,"Aylestone North & Saffron Fields",0,1774.0,1971.73,14.435,2,0.00,0.00,0.00,0
E02002858,"Knighton",0,1437.0,274.96,14.738,0,0.00,0.00,0.00,0
E02002860,"Aylestone South",0,1774.0,552.53,14.762,0,0.00,1492.27,0.00,0
E02002861,"Saffron Lane",0,1437.0,278.79,10.155,0,0.00,450.19,0.00,0
E02002862,"Eyres Monsell",0,1437.0,199.80,13.749,0,0.00,1328.89,0.00,0
E02006815,"Thurnby Lodge",0,596.0,883.75,10.735,0,0.00,0.00,0.00,0
E02006817,"West Knighton",0,1437.0,1163.21,15.097,0,0.00,0.00,0.00,0
E02006819,"Kirby Frith",0,337.0,1532.80,8.413,0,0.00,0.00,2692.11,0
E02006850,"Leicester City South",0,1553.0,3042.93,17.074,0,0.00,0.00,0.00,0
E02006851,"Leicester City Centre",0,2486.0,2639.98,59.521,17,0.00,3894.36,0.00,0
