MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02002985,"Keynsham North",0,282.0,2257.51,44.554,3,0,0.00,11158.52,0.00,0.08
E02002986,"Keynsham South",0,171.0,328.77,23.881,0,0,0.00,641.49,0.00,0.59
E02002987,"Keynsham East",0,171.0,1652.21,28.657,1,0,0.00,19964.64,0.00,1.2
E02002988,"Lambridge & Fairfield Park",0,453.0,406.98,12.048,1,0,0.00,1402.11,0.00,0
E02002989,"Weston",0,453.0,87.46,10.506,0,0,0.00,0.00,0.00,0.18
E02002990,"Walcot",0,1169.0,524.98,15.612,1,0,0.00,15289.23,0.00,0
E02002991,"Central Bath & Lansdown",0,1819.0,3198.72,150.019,7,0,0.00,201.06,0.00,2.63
E02002992,"Newbridge",0,1169.0,3230.05,12.450,2,0,0.00,0.00,0.00,1.67
E02002993,"Kingsmead",0,453.0,2052.35,19.836,6,0,0.00,5346.34,65.35,10.18
E02002994,"Bathavon North & South",0,1580.0,3345.55,51.745,5,0,0.00,0.00,2791.70,0
E02002995,"Twerton",0,1169.0,391.74,14.596,0,0,0.00,0.00,843.42,0.62
E02002996,"Widcombe",0,1169.0,3525.62,42.278,7,0,0.00,128.40,1436.30,0.04
E02002997,"Oldfield Park West",0,1169.0,1018.99,17.650,0,0,0.00,6629.08,158.95,2.27
E02002998,"Oldfield Park East",0,716.0,149.51,14.341,0,0,0.00,4756.61,893.46,0
E02002999,"Southdown",0,716.0,83.62,10.459,0,0,0.00,2477.65,0.00,0.27
E02003000,"Saltford",0,1424.0,1275.50,52.519,0,0,0.00,0.00,0.00,1.17
E02003001,"Bloomfield",0,1169.0,1144.71,15.924,1,0,0.00,19531.28,0.00,0
E02003002,"Combe Down",0,1169.0,344.75,21.208,0,0,0.00,152.05,0.00,0
E02003003,"Odd Down",0,716.0,472.81,15.743,0,0,0.00,600.51,0.00,0.59
E02003004,"Pensford",0,271.0,1061.09,37.078,0,0,0.00,164.96,3030.80,1.43
E02003005,"Chew",0,884.0,1536.51,58.792,1,0,0.00,134.62,0.00,1.97
E02003006,"Peasedown & Bathavon West",0,982.0,2975.60,35.988,16,0,0.00,0.00,0.00,0
E02003007,"High Littleton & Paulton",0,426.0,1603.49,37.763,2,0,0.00,25573.13,0.00,0
E02003008,"Radstock",0,266.0,874.51,21.259,0,0,0.00,173.97,0.00,13.15
E02003009,"Midsomer Norton North",0,426.0,1149.71,11.503,2,0,857.10,6043.54,0.00,0.03
E02003010,"Westfield",0,266.0,772.98,11.326,0,0,0.00,4812.45,0.00,3.65
E02003011,"Midsomer Norton Redfield",0,266.0,226.48,8.542,0,0,0.00,0.00,0.00,0.61
E02003012,"Henbury & Brentry",0,229.0,1041.56,20.142,0,0,0.00,3719.07,0.00,1.6
E02003013,"Southmead",0,796.0,1764.41,18.641,0,0,0.00,1568.19,0.00,4.82
E02003014,"Lawrence Weston",0,320.0,10864.11,7.916,0,0,116559.20,2281.71,69811.34,2.26
E02003015,"Monks Park",0,779.0,1800.95,12.413,9,0,0.00,1537.45,0.00,0.66
E02003016,"Upper Horfield",0,176.0,289.70,13.880,0,0,0.00,1011.43,0.00,0
E02003017,"Westbury Village",0,16492.0,593.96,86.328,0,0,0.00,1234.13,0.00,0.96
E02003018,"Sea Mills",0,465.0,431.51,31.519,0,0,0.00,0.00,0.00,0
E02003019,"Shirehampton & Avonmouth",0,91.0,3463.56,12.978,8,0,63116.82,980.28,69651.20,2.19
E02003020,"Westbury on Trym",0,603.0,620.62,36.037,0,0,0.00,676.33,0.00,0.24
E02003021,"Horfield",0,405.0,810.91,12.554,2,0,0.00,1231.65,0.00,1.95
E02003022,"Henleaze",0,605.0,697.09,30.571,0,0,0.00,5619.25,0.00,0.25
E02003023,"Stapleton",0,15889.0,1445.47,21.681,0,0,0.00,0.00,0.00,7.13
E02003024,"Fishponds North",0,15889.0,1249.23,68.750,2,0,0.00,11074.60,359.24,8.93
E02003025,"Lockleaze",0,16610.0,2881.72,11.470,2,0,0.00,14937.47,9511.69,8.48
E02003026,"Stoke Bishop",0,374.0,637.20,58.407,0,0,0.00,775.91,0.00,0.02
E02003027,"Bishopston",0,407.0,587.17,22.254,0,0,0.00,1393.00,0.00,1.06
E02003028,"Westbury Park",0,781.0,537.75,27.037,0,0,0.00,2115.38,0.00,0.1
E02003029,"Fishponds South",0,16057.0,104.73,16.401,0,0,0.00,0.00,348.83,0.52
E02003030,"Eastville",0,16103.0,785.74,13.929,2,0,0.00,111.91,10738.62,0.47
E02003031,"Redland & St Andrew's",0,738.0,175.47,52.154,0,0,0.00,933.20,0.00,1.59
E02003032,"Speedwell",0,16271.0,774.93,17.088,0,0,0.00,4186.47,24350.53,16.02
E02003033,"Cotham",0,458.0,262.89,25.746,1,0,0.00,944.19,0.00,1.11
