MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02003732,"Littleport",0,569.0,877.77,31.980,0,0,0.00,1726.08,0.00,0.8716
E02003733,"Little Downham & Sutton",0,419.0,580.19,38.716,0,0,0.00,0.00,0.00,0.816911
E02003734,"North Ely",0,413.0,2080.60,32.279,2,0,0.00,0.00,0.00,4.015621
E02003735,"South Ely",0,413.0,4724.76,59.266,7,0,0.00,21358.36,916.50,12.170443
E02003736,"Haddenham",0,1150.0,612.24,44.797,1,0,0.00,56.78,0.00,3.882651
E02003737,"Soham",0,166.0,1644.72,27.528,0,0,0.00,1810.20,0.00,7.108529
E02003738,"Isleham",0,608.0,1951.72,16.625,0,0,0.00,235.07,2431.42,8.888474
E02003739,"Burwell",0,310.0,287.47,34.480,0,0,0.00,466.64,2647.93,8.044829
E02003740,"Swaffham & Bottisham",0,925.0,1810.20,39.261,1,0,0.00,0.00,0.00,0.992811
E02006825,"Dullingham & Cheveley",0,277.0,746.52,18.146,0,0,0.00,0.00,0.00,2.202196
