MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02000526,"Chiswick North East",0,3222.0,65.90,11.805,73,0,0.00,0.00,0.00,0
E02000528,"Brentford East",0,2872.0,1911.44,7.255,36,0,18362.03,2806.65,0.00,7.02
E02000529,"Heston North",0,407.0,38.22,8.069,5,0,0.00,0.00,0.00,0
E02000530,"North Hyde & North Cranford",0,407.0,3138.93,7.009,9,0,30333.56,8925.93,9413.77,0
E02000531,"Brentford Central",0,1890.0,1912.56,27.208,20,0,0.00,0.00,1674.04,0
E02000532,"Chiswick South East",0,703.0,528.37,14.254,56,0,0.00,0.00,0.00,0
E02000533,"Chiswick South West",0,963.0,13.76,12.528,48,0,0.00,0.00,0.00,0
E02000534,"Brentford West & Osterley Park",0,664.0,4662.12,14.740,9,0,0.00,9424.71,1247.71,0.05
E02000535,"Heston West",0,399.0,447.13,8.730,6,0,0.00,0.00,0.00,0
E02000536,"Heston Central & Lampton West",0,975.0,52.43,12.025,8,0,0.00,0.00,0.00,0
E02000537,"Osterley & Lampton East",0,826.0,413.58,7.483,7,0,0.00,0.00,0.00,0
E02000538,"Cranford",0,828.0,1458.27,11.662,8,0,0.00,142.04,15370.04,0
E02000539,"Syon Green",0,664.0,213.46,14.607,22,0,0.00,0.00,170.61,0.27
E02000540,"Spring Grove",0,614.0,171.34,13.621,2,0,0.00,0.00,2578.43,1.63
E02000541,"Hounslow Meadows",0,609.0,661.56,8.819,9,0,0.00,0.00,0.00,0
E02000542,"Hounslow West",0,655.0,793.68,9.531,10,0,0.00,2842.39,0.00,0
E02000543,"Hounslow High Street",0,867.0,979.78,43.248,14,0,0.00,1088.51,0.00,0.84
E02000544,"Hounslow East",0,614.0,253.90,7.374,3,0,0.00,0.00,0.00,0
E02000545,"Isleworth & Ivybridge",0,1101.0,1373.38,27.286,4,0,0.00,7481.01,941.27,0
E02000546,"Hounslow Heath",0,568.0,1883.89,5.761,0,0,0.00,0.00,0.00,0
E02000547,"North Feltham & Hatton",0,171.0,1248.18,13.639,4,0,0.00,7687.90,27112.82,0
E02000548,"Bedfont",0,293.0,3006.78,10.256,4,0,0.00,0.00,0.00,0
E02000549,"Feltham East",0,411.0,2197.38,9.652,5,0,0.00,2260.13,0.00,0.38
E02000550,"Feltham Central",0,411.0,1185.41,7.402,11,0,0.00,14248.29,0.00,0
E02000551,"Hanworth North",0,411.0,1598.99,25.413,5,0,0.00,0.00,0.00,0
E02000552,"Lower Feltham",0,585.0,1292.00,9.115,0,0,0.00,115.09,2133.81,0
E02000553,"Hanworth South",0,240.0,590.55,6.677,5,0,0.00,0.00,0.00,0
E02006792,"Chiswick Park",0,1386.0,1582.83,62.575,34,0,0.00,8046.35,0.00,0.52
