MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002559,"Faverdale",342,859.0,5482.03,41.475,6,65557.10,14103.77,0.00,0
E02002560,"Harrowgate Hill",318,449.0,172.26,7.782,0,0.00,0.00,0.00,0
E02002561,"Whinfield",287,304.0,555.57,3.133,0,0.00,6341.00,0.00,0
E02002562,"Rise Carr",303,449.0,1267.39,8.024,1,0.00,12425.17,0.00,0
E02002563,"Haughton Le Skerne",285,304.0,134.82,3.157,0,0.00,0.00,0.00,0
E02002564,"Cockerton & Hopetown",317,145.0,392.40,15.592,0,0.00,0.00,0.00,0
E02002565,"Pierremont",308,145.0,126.20,10.319,0,0.00,0.00,0.00,0
E02002566,"Central Darlington",286,676.0,4331.93,57.506,19,0.00,0.00,3625.22,2.06
E02002567,"Albert Hill & Red Hall",228,304.0,2017.89,6.524,10,0.00,3562.57,0.00,0.44
E02002568,"College & Park West",299,593.0,104.96,13.740,0,0.00,0.00,0.00,0
E02002569,"Hummersknott",294,593.0,1087.15,21.753,0,0.00,0.00,0.00,0
E02002570,"Bank Top",235,304.0,1076.93,5.004,0,0.00,0.00,0.00,1.96
E02002571,"Firthmoor",226,448.0,1932.35,2.906,0,0.00,0.00,0.00,0
E02002572,"Park East",255,593.0,700.74,5.063,0,0.00,7978.16,0.00,2.16
E02002573,"Middleton & Hurworth",237,289.0,1822.56,40.570,0,0.00,0.00,0.00,0
