MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002868,"Rise Park & Top Valley West",0,338.0,974.91,8.884,10,0.00,9458.26,0.00,0.75
E02002869,"Bulwell North",0,110.0,5100.70,8.234,6,0.00,20055.72,42051.61,4.28
E02002871,"Highbury Vale",0,448.0,515.06,14.009,1,0.00,779.79,0.00,1.09
E02002872,"Bulwell West",0,380.0,3240.43,7.862,10,19218.88,0.00,72964.84,42.8
E02002873,"Bestwood",0,338.0,116.33,10.512,0,0.00,7.84,0.00,2.86
E02002874,"North Sherwood",0,338.0,2199.28,18.311,0,0.00,0.00,0.00,0.53
E02002875,"Basford Park Lane",0,448.0,216.98,8.265,0,0.00,0.00,0.00,5.46
E02002876,"Old Basford",0,898.0,1783.24,10.672,10,0.00,0.00,2880.11,4.05
E02002877,"Sherwood Vale",0,555.0,860.16,15.377,17,0.00,3524.83,0.00,2.92
E02002878,"Broxtowe & Cinderhill",0,270.0,301.96,12.584,0,0.00,3635.55,0.00,0.42
E02002879,"New Basford",0,518.0,1274.92,10.168,0,0.00,5211.66,0.00,6.85
E02002880,"Aspley",0,270.0,87.11,12.115,0,0.00,0.00,0.00,0.14
E02002881,"Bilborough North",0,270.0,2115.19,12.772,10,0.00,1845.51,0.00,3.04
E02002882,"Mapperley Park",0,612.0,704.30,19.316,1,0.00,1607.80,0.00,2.47
E02002883,"Thorneywood",0,217.0,831.46,15.149,0,0.00,0.00,0.00,1.32
E02002884,"Forest Fields",0,1138.0,1010.02,4.563,4,0.00,0.00,103.73,1.26
E02002885,"Hyson Green",0,180.0,1165.72,3.458,8,0.00,9924.88,1842.10,1.25
E02002886,"Bobbers Mill",0,450.0,1008.63,19.356,2,0.00,372.02,1496.45,43.63
E02002887,"Beechdale",0,270.0,650.65,16.717,6,0.00,339.55,0.00,2.1
E02002888,"St Ann's East",0,217.0,591.77,16.015,0,0.00,3184.89,0.00,4.45
E02002889,"Arboretum",0,237.0,2218.04,2.203,7,0.00,0.00,0.00,1.43
E02002890,"St Ann's West",0,894.0,3340.62,32.812,31,0.00,2242.05,3088.35,10.32
E02002891,"Bakersfield",0,1007.0,745.44,12.922,0,0.00,604.72,0.00,1.19
E02002892,"Bilborough South",0,667.0,521.49,51.396,2,0.00,0.00,0.00,0.08
E02002893,"Radford",0,180.0,1163.44,5.211,11,0.00,1559.69,15757.52,7.56
E02002894,"Wollaton Park",0,450.0,951.69,13.274,0,0.00,0.00,0.00,0
E02002895,"The Park & Castle",0,857.0,2001.92,3.674,0,0.00,360.94,0.00,2.5
E02002896,"Sneinton",0,1064.0,2870.43,30.190,20,0.00,3004.62,2756.90,30.03
E02002897,"Wollaton Vale",0,270.0,1179.33,16.059,1,0.00,5091.57,0.00,0.28
E02002898,"Lenton & Dunkirk",0,180.0,13714.13,4.471,27,73247.00,0.00,67308.85,9.35
E02002899,"University Park",0,792.0,2648.16,10.873,5,0.00,0.00,2597.64,0.37
E02002901,"Wilford & Silverdale",0,186.0,538.78,16.369,0,0.00,626.41,0.00,0.18
E02002902,"Clifton North",0,186.0,2125.54,36.689,9,0.00,5251.11,0.00,0.23
E02002903,"Clifton West",0,186.0,92.04,15.917,0,0.00,0.00,0.00,1.02
E02002904,"Clifton South",0,186.0,163.64,13.321,0,0.00,480.67,0.00,0
E02006834,"Top Valley East",0,338.0,143.37,12.614,0,0.00,663.31,0.00,0.23
E02006904,"City Centre & Trent Bridge",0,1234.0,5988.51,115.026,8,0.00,0.00,736.98,17.36
E02006905,"Meadows",0,857.0,7363.73,28.773,7,0.00,9813.53,0.00,4.03
