MSOA,index-of-transport-accesibility,chargepoints
W02000237,0,0.00
W02000238,0,0.00
W02000239,0,0.01
W02000240,0,0.00
W02000241,0,0.01
W02000242,0,0.00
W02000243,0,0.00
W02000244,0,0.00
W02000245,0,0.00
W02000246,0,0.02
W02000247,0,0.00
W02000248,0,0.01
W02000249,0,0.00
W02000250,0,0.01
W02000251,0,0.01
