shortID,latitude,longitude,Slow,Fast,Rapid
c7a37dd1,54.57548,-1.23992,,2,
c7a5de3b,52.62668,-1.15303,1,,
c7a928a0,56.15006,-3.85334,,2,
c7abd199,51.44669,-0.34243,1,,
c7ac17c4,51.40528,0.00140,1,1,
c7b1405e,51.51911,-0.24852,,2,
c7b2bc1c,51.60571,-0.06735,,2,
c7b5a717,51.77238,0.08550,,2,
c7b61051,51.46423,-0.15313,1,,
c7b64e6a,51.54173,-0.34696,1,1,
c7b86021,50.99261,-1.49375,,1,
c7bb3244,51.48448,0.06673,1,1,
c7bc7be7,52.03999,-0.75603,,2,
c7bcacd6,51.48219,-0.25460,1,1,
c7bfd3ad,53.53706,-0.04660,,2,
c7c08177,51.53415,-0.23257,1,,
c7c3eb45,53.23748,-1.42989,,2,
c7c9ff0f,52.18700,-2.24765,,2,
c7cb04b9,53.83177,-1.95760,,1,2
c7cece5f,55.18360,-1.54639,,2,
c7cfce57,52.40961,-1.45919,,1,
c7d33f36,51.49575,-0.16018,1,,
c7d5b91a,50.82686,-0.15989,1,,
c7db8a25,51.92556,0.89879,,,2
c7dfbbb2,52.59167,-1.18800,,2,
c7e8495b,51.45379,0.02162,1,1,
c7e8cf4e,51.59218,0.00769,1,,
c7f1da0a,52.03852,-0.77094,,,3
c7f345df,51.45993,-0.18938,1,1,
c7f7887d,51.59287,0.24559,,2,
c7f9cc41,56.56765,-3.58622,,,1
c7fdc5f5,54.97021,-1.60918,,1,
c7fddc94,52.02859,-0.70503,,,3
c8025f5c,51.53692,-0.18000,1,,
c8154511,52.32486,-0.07080,,2,
c819904d,54.34656,-6.65300,,2,
c826ec7b,51.40033,0.01844,,2,
c82b5d45,53.54861,-2.62833,,1,
c8306dd6,51.48651,-0.10313,,2,
c8363968,51.55709,-0.13536,1,,
c8368c9a,52.54077,-1.19750,,1,2
c837d0b2,51.43536,-0.11204,1,,
c8433d95,54.96879,-1.62221,,1,
c8434d41,52.02839,-0.78515,,,3
c84504d9,51.41326,-0.29618,1,,
c84e35a6,51.54352,0.00528,,1,2
c84e8432,51.52710,-0.19897,1,,
c84ea181,51.46047,-0.06730,1,,
c84f10b8,53.25586,-2.52349,,2,
c84f4c33,51.32236,-2.20344,,,3
c8504559,52.42900,-1.50287,,,3
c8549efa,51.45756,-0.10168,1,,
c858ac93,51.64971,-0.19284,1,1,
c85b2ea9,54.50284,-6.76953,,2,
c861b759,53.24734,-1.42497,,2,
c862dd65,51.49664,-0.26157,1,,
c864a97b,51.47995,-0.01338,1,1,
c8656bbe,51.52512,-0.06642,1,,
c86b509b,51.37570,-0.27535,1,1,
c86d37e8,51.54563,-0.13584,1,,
c86d65a1,52.92455,-1.47130,,2,
c86d9cab,52.45882,-0.73508,,2,
c86e4dee,51.36066,1.39940,,,2
c86eba04,51.52373,0.05732,2,,
c870d172,51.48954,-0.13893,1,,
c873ceb8,55.86691,-4.25960,,2,
c87d30e4,52.68815,-1.12371,1,1,
c883697e,54.76650,-1.56974,,1,
c8858a99,51.50287,-0.23260,,2,
c888280c,53.74307,-0.32207,,1,2
c888860e,51.49587,-0.23334,1,,
c88e480b,56.46140,-2.96630,,1,
c8959719,51.55963,-0.21935,1,1,
c8998106,57.13335,-2.15833,,2,
c8a52336,50.99756,-0.10150,1,,
c8a61dae,51.71348,-5.03874,,2,
c8ac99e3,51.52551,-0.18413,1,,
c8b03d45,51.39203,0.03587,,1,
c8b19ed0,51.55459,-0.14194,1,,
c8b3cfa1,53.48016,-2.23426,,1,
c8b7a9d6,54.97850,-1.61023,1,,
c8b8ef50,51.42747,-0.19977,1,1,
c8bd18ea,51.48937,-0.26282,1,,
c8be0e32,52.47914,-1.77314,,2,
c8c11799,55.89274,-4.13961,,,2
c8c18105,51.62505,-0.71165,1,,
c8ccff69,51.51092,-0.21092,1,,
c8d1f991,51.53412,-0.10874,,2,
c8d78b45,51.48898,-0.26792,1,,
c8dba4a2,51.52999,-0.00993,,1,
c8dcfa6b,56.04515,-3.34431,,2,
c8dfbba7,52.40601,-1.51577,,,3
c8e2579d,52.57470,-1.16487,,2,
c8e3eb58,54.55207,-5.90031,,2,
c8e40290,51.37665,-2.96074,,2,
c8e7145e,54.20146,-2.60004,,,2
c8e71d9f,54.68130,-3.23177,,2,
c8f337c2,51.50815,-0.23556,,2,
c8f45e36,51.57033,-0.02328,1,,
c8f7bf02,52.21913,-1.50303,,,2
c8fc43da,56.64220,-2.88874,1,1,
c8fcd3fb,51.47717,0.03325,1,,
c908c827,51.53532,-0.06387,1,1,
c909e0f0,52.75852,-0.36889,1,1,
c90c7f74,52.46380,-1.71433,,,2
c90f4917,52.27878,-1.59635,,,2
c911241d,55.87505,-3.17333,2,,
c911351c,51.50832,-0.21438,1,,
c9114275,51.81852,-4.00636,,2,
c9170ad2,51.40288,-0.25785,1,1,
c91749e2,52.04286,-0.75298,,2,
c9189afc,51.78162,-1.37656,,2,
c91ef850,54.55207,-5.90031,,2,
c92a9295,51.44754,0.30885,,2,
c92b008c,51.46077,-0.20431,1,,
c93618de,51.49150,-2.68929,,2,
c93a74fe,53.86009,-2.16601,2,,
c93c435a,56.00085,-2.52015,,1,
c93cc432,51.40120,-0.19068,1,1,
c9498718,53.48301,-2.27118,2,,
c94b2ca3,51.54176,-0.10617,1,,
c94d2e38,51.49503,-0.26786,1,,
c9541e2d,53.63141,-2.97065,,2,
c95bb733,51.52875,-0.10024,,2,
c95bde73,54.85690,-1.73724,,2,
c95dee23,51.46140,-0.93217,,2,
c95fb580,51.49010,-0.14143,1,,
c9660bc7,51.40581,-0.09841,,2,
c968fe70,51.39695,-0.08145,,2,
c96a54e4,50.83083,-0.14059,,2,
c96aa42f,51.31449,-0.75931,,2,
c96c0749,51.49401,-0.15176,1,,
c96fc71d,52.04398,-0.76274,,,3
c970da67,51.36392,-0.19142,1,1,
c970de2c,51.48675,-0.17229,1,,
c976bd56,50.96710,-1.35880,1,,
c97d6dae,51.50899,-0.28645,1,,
c97dc671,50.82321,-0.14856,1,,
c9878985,56.45682,-2.97389,,2,
c9880879,53.35545,-1.32907,,,2
c9897ec2,51.46253,-0.27073,1,,
c98a4a48,52.05524,-0.69787,,,2
c9902cec,51.51679,-0.15316,1,,
c991ed71,53.41484,-2.23198,,1,2
c999d5b6,53.58222,-2.43283,,2,
c99c5212,52.63633,-2.13947,,2,
c9a543da,51.49168,-0.14075,1,,
c9a90525,50.40670,-4.66302,,,3
c9b40700,51.49236,-0.06638,1,1,
c9b5df2a,51.53428,-0.23053,1,,
c9b9e2fe,51.50950,-0.23573,1,,
c9bcf9fa,50.73894,-3.95716,,,3
c9bdc06e,50.87750,0.01560,,2,
c9c411b5,51.44741,0.11697,,2,
c9c56076,51.59722,0.04217,1,,
c9c57503,50.36993,-4.14495,,2,
c9d150fc,51.40702,-0.26421,1,,
c9d5ec3f,51.51903,-0.61326,,2,
c9d66ae8,51.46155,-0.15549,1,1,
c9d81891,51.56434,-0.26360,,1,2
c9d83270,53.33849,-2.70934,,1,
c9d9d1b6,51.51310,-0.18573,1,,
c9da7aa9,52.03406,-0.77046,,,3
c9ddd0a6,51.49057,-0.27511,1,,
c9e11e0b,53.51714,-2.15096,,2,
c9ea9ca3,52.71631,-2.74718,,2,
c9eb4f73,52.92917,-1.16398,,2,
c9ed368c,53.25301,-4.30721,,1,
c9ee2cb5,51.54254,-2.57257,,2,
c9ff8185,53.92499,-1.82525,,1,2
ca001f78,51.51205,-0.10134,1,1,
ca002440,55.03164,-1.52195,,1,2
ca0081d6,51.49018,0.02446,,2,
ca06de13,51.50056,-0.10658,1,1,
ca12127d,53.84271,-0.42905,,2,
ca1251a3,51.55911,-0.16315,1,,
ca13b795,52.39241,-1.52844,,2,
ca13cd70,54.74750,-1.61010,,1,
ca13f43c,51.41813,-0.15482,1,1,
ca150bd9,54.96884,-1.62400,,1,
ca17b402,52.43844,-1.52300,1,,
ca18d8b6,51.42122,-0.14323,1,,
ca198ea3,52.77178,-2.10912,,2,
ca1b99a4,51.40020,-0.08220,1,,
ca1bf176,51.49104,-0.25759,1,,
ca1cc007,51.48131,-0.46155,,2,
ca1df370,53.48156,-2.23043,,,1
ca204098,53.35874,-2.50540,,,2
ca243c6d,56.05462,-3.29966,,2,
ca25d00e,51.47684,-0.09488,2,,
ca27bcda,51.40305,-0.20468,1,1,
ca2cd3cb,52.03960,-0.76260,,2,
ca3094f3,54.04665,-2.80107,,1,2
ca31f1ad,52.40080,-0.72450,,1,
ca33b23b,50.87107,0.01158,2,,
ca35d9a0,51.26984,-2.92339,,,2
ca3712dd,51.28359,1.07474,,2,
ca371f74,52.92930,-1.16379,,2,
ca394dfe,51.50261,-0.23758,1,,
ca3bee1c,51.69985,-3.03689,,2,
ca3ec598,54.17525,-6.33815,,2,
ca443ef2,50.15550,-5.07429,,,3
ca482838,51.48676,-0.25704,1,,
ca493252,52.84262,-1.33659,,2,
ca4bdb7c,51.69205,-0.41856,,2,
ca4c987e,51.46895,-0.12911,,2,
ca4ca9cd,51.42156,-0.14379,1,,
ca4f9307,51.29028,-0.85672,,1,2
ca628b33,52.58055,-2.11693,,2,
ca657727,51.51011,-0.22167,,2,
ca66b4e8,52.40967,-1.52448,,1,
ca69663a,51.58138,-3.04089,,,2
ca70fff4,51.04950,-2.41920,,1,2
ca7b6371,51.36880,0.57830,2,,
ca7cbfb7,52.38475,1.05568,,2,
ca7d4436,51.08124,1.18593,,2,
ca80bbc1,51.46376,-0.24402,,2,
ca85a11d,51.53578,-0.17869,1,,
ca8cb9e7,54.96372,-1.60306,,2,
ca8d21df,51.43579,-2.63597,,2,
ca8db57d,51.61211,-0.12982,1,,
ca9c5ad3,51.44975,-0.17075,1,1,
ca9ceaa5,53.15109,-1.57489,,2,
ca9f5195,52.65280,-1.06817,,2,
ca9fb1d0,51.55375,-0.15577,1,,
caa1450e,52.40993,-1.54239,1,,
caa24a38,51.36227,-2.89883,,,1
caa41fb4,51.45871,-0.07829,1,,
caa4db89,51.27859,0.52231,,2,
caa7ada7,52.40889,-1.54288,1,,
caa9c58b,51.87741,0.55210,,2,
caaa25a4,53.16790,-1.40612,,2,
caac0fd1,55.12546,-1.67157,,,3
caae0b09,53.50888,-2.15808,,2,
cab0985b,51.51055,-0.31335,1,1,
cab52539,51.44038,0.27068,,2,
cab73666,51.65756,-3.92556,,2,
cabf2046,50.44390,-4.47058,,2,
cac464ea,50.69024,-1.08864,,2,
cac99756,52.95550,-1.15420,,2,
cacbe947,51.43596,-0.51228,,2,
cacc2da6,51.52688,-0.18451,1,,
caccf5ab,51.50887,-0.15445,,2,
cad09584,58.96360,-3.30140,,1,
cad18507,52.45402,-1.82960,,,3
cad238d1,51.52278,-0.67889,,2,
cad2c5c6,52.67956,-2.43397,,2,
cad5a334,53.71135,-1.33455,,2,
cad6a6e0,50.36697,-4.14156,,2,
cad720d4,51.61967,-0.30308,,2,
cad9e09d,51.61533,-0.06404,,2,
cada2d75,54.79284,-1.58737,1,1,
cadd4f70,51.53754,-0.10603,1,,
cadd562e,50.37300,-4.13902,,1,
cadf129b,51.42539,-0.14678,1,,
cae01a05,51.35691,-0.21790,1,1,
cae2be3a,51.45167,-2.60440,,2,
cae39754,51.50276,-0.19847,1,,
cae3ac95,53.37378,-3.08029,,1,
cae4a57b,51.48218,-0.13425,2,,
cae4ef6a,51.70319,-0.04822,,2,
cae562c8,51.45456,-0.19065,,2,
cae83cfc,51.46193,-0.21009,1,,
cae987d9,51.55233,0.11320,,1,2
cae9e7d4,51.52515,-0.19477,1,,
caef20bb,51.53869,-0.17970,1,,
caf07692,51.46273,-0.15422,1,,
caf2477b,53.14082,0.33209,,2,
cafadcd6,52.42846,-1.49797,,1,
cafb1ba9,52.03861,-0.77091,,2,
cafc8f4d,51.78872,-1.48931,,2,
cafcf4a5,51.42646,-0.42993,1,,
cb00790b,51.51766,-0.22725,1,,
cb0abf1f,51.48812,-0.28427,1,,
cb0c2cf1,51.45897,-0.29879,1,,
cb0e59b8,51.54817,-0.15869,1,,
cb122d0a,53.47004,-2.92338,,2,
cb13c42b,51.81148,-2.71363,,2,
cb14e5b2,53.49793,-2.51838,,1,
cb15f03f,53.29738,-2.97704,,2,
cb16e996,55.00489,-1.57112,,1,
cb1a2c81,51.53556,-0.18337,1,,
cb1abd19,51.48829,-0.28104,1,,
cb1fac69,52.90422,-1.18144,,2,
cb20f533,51.56534,-0.00096,1,,
cb21da98,50.72649,-1.83688,,,2
cb241cbf,51.57652,-2.97945,,1,2
cb24edc0,51.50117,-0.16265,1,1,
cb2b3d65,54.94299,-1.62450,,1,
cb2bcf62,51.51351,-0.20655,1,,
cb2d0473,51.51978,-0.26314,,1,
cb306aab,51.59393,-0.26128,2,,
cb38ebce,51.54436,-0.17194,1,,
cb4247f0,51.49230,-0.12884,1,,
cb445e74,55.90121,-3.09511,,3,
cb466d9b,51.24144,-0.32475,,2,
cb47aeee,51.55274,-0.19139,1,,
cb4c6ae5,51.51564,-0.19639,1,,
cb4d0250,55.93569,-3.22598,,1,
cb4d4452,51.48349,0.04775,1,1,
cb4e7af9,54.97423,-1.62511,,,1
cb4edb28,50.37296,-4.14520,,2,
cb5a475c,52.39240,-1.52846,,2,
cb5bb192,52.84703,-1.08388,,2,
cb5e1968,51.46689,-0.26315,1,,
cb5eb6aa,53.40462,-2.97555,,2,
cb6528f3,51.05062,-1.30572,,2,
cb6c7947,50.79499,-1.05701,1,,
cb6eb257,50.42230,-4.21360,,2,
cb73ff99,51.51304,-0.18071,1,,
cb7fd6d5,51.54173,-0.34696,,1,
cb8596f6,54.13448,-1.51569,,2,
cb88c857,51.52462,-0.21129,1,,
cb9337bc,51.51038,-0.15065,,2,
cb94db9e,55.86031,-4.29115,,,2
cb95a7b3,51.47978,-0.24657,1,1,
cb9e6b4a,52.11220,-0.47860,,2,
cba43dc5,54.95006,-1.84134,,1,
cba4f989,51.47832,-0.40943,1,,
cbb27902,51.51852,-0.22709,1,,
cbb66093,53.79124,-2.24216,,2,
cbb836f8,54.79775,-2.87133,,,2
cbbc6101,51.52235,-0.17444,1,,
cbbdca00,51.66428,-3.19552,,2,
cbbfd74d,51.51199,-0.10049,1,1,
cbc50af4,53.25200,-1.42454,,2,
cbc5161d,52.43944,-1.50786,,,3
cbce6ec6,52.25131,0.70617,1,,
cbcea534,51.40959,-0.02340,1,1,
cbd76f9c,51.42915,-0.26311,1,1,
cbda885a,51.45720,0.14191,2,,
cbe1dcfc,53.99425,-1.54743,,2,
cbe26388,53.37175,-2.73039,,1,
cbe2e7df,54.96130,-1.58860,2,,
cbe8ffcb,50.37503,-4.16086,,2,
cbecf914,52.40257,-1.50414,,2,
cbf3761c,51.59587,-0.33173,1,,
cbf5fe51,51.49994,-0.05802,1,,
cbfac646,53.87356,-2.38939,,2,
cbfb1ba0,50.84620,-0.15272,1,,
cbfe5681,50.81721,-0.34959,2,,
cc06209a,51.41121,-0.21063,1,,
cc06c1e0,51.48578,-0.06186,1,,
cc0fafe2,51.48140,-0.04418,,2,
cc183e78,51.47319,0.06946,1,1,
cc26c9ab,51.27916,0.52102,,2,
cc28103e,50.90429,-3.48126,,2,
cc281a49,52.67956,-2.43398,,2,
cc2bf0bd,51.22096,-0.17264,,6,
cc3a84ac,51.50980,-0.19417,1,,
cc3c207a,53.41808,-2.62632,,,2
cc3f8934,55.89756,-3.57540,,2,
cc3f9686,51.54053,-0.20349,1,1,
cc44e18b,52.40013,-1.52227,1,,
cc463024,53.69447,-2.31642,,2,
cc485bee,51.46031,-0.08914,1,,
cc49a288,51.61958,-0.30193,,2,
cc54b5b7,51.74314,-1.23283,1,,
cc56c95c,53.43212,-1.35838,,2,
cc58f7ab,52.58899,-0.28571,2,,
cc5b87e6,53.09036,-2.43197,,,2
cc5eafbc,55.67229,-3.77469,,1,
cc625918,51.59511,-3.06671,,2,
cc635eae,51.52869,-0.21325,1,,
cc6d5a54,53.02354,-2.18182,,2,
cc6e1f21,52.25153,0.69539,,2,
cc6e5ad1,55.88769,-4.37692,,2,
cc6e5b68,52.03864,-0.77094,,2,
cc6ea190,53.57121,-0.08918,,2,
cc7001b2,51.44305,0.26062,,1,
cc70d343,52.57446,-1.16482,,2,
cc710398,55.90349,-3.15271,,1,
cc73444e,51.41660,0.00234,,2,
cc78557c,51.46076,0.23114,,2,
cc7acaa0,51.47945,-0.10880,1,,
cc7d7ed6,51.50821,-0.23554,1,,
cc7e0df9,53.39539,-3.01633,,2,
cc7ea489,52.21645,-1.50484,,,2
cc825f9b,50.36570,-4.10019,,,3
cc83c174,51.29641,-0.85621,,,2
cc8b0fd0,51.49979,-0.23177,,2,
cc8e05b9,51.54236,-0.11673,1,,
cc9183ca,56.39136,-3.42686,,2,
cc965788,54.58789,-5.93438,,2,
cc98dc92,51.81193,-1.72790,,2,
cca00997,51.58873,-0.14945,1,,
cca547c2,51.57982,0.01099,1,,
cca54d23,51.52777,-0.10614,,,3
cca71ff8,51.49930,-0.25674,1,,
cca87a9f,53.47602,-2.26756,,,3
cca92d2a,53.87260,-3.02621,,1,2
ccb0cae1,53.70305,-0.86790,,2,
ccb745f4,51.53420,-0.21556,1,,
ccb9b7cc,51.50887,-0.15445,1,1,
ccc6c53b,51.40081,-0.19953,1,,
ccc81a97,51.67170,-2.37751,2,,
cccb7f7c,50.12876,-5.51832,,2,
cccc3a49,54.55981,-1.31298,,2,
ccd43605,51.61351,-0.06150,1,,
ccd5e2e7,51.51223,-0.17387,1,,
ccda8377,51.51337,-0.19339,1,,
ccda9f55,51.54371,-0.34240,6,2,
ccddbe3a,53.60280,-2.17109,,2,
cce15eb0,51.39813,-0.30833,1,1,
ccea1f66,55.86553,-4.25400,,2,
ccebcec8,51.51049,-0.07335,1,1,
cceea314,51.00144,-0.93849,,2,
ccf086b6,51.94765,-0.50174,,,2
ccf24c96,51.28360,1.07475,,2,
ccf98104,52.84262,-1.33659,,2,
ccfb0d53,57.86789,-6.93992,,2,
ccfdb67d,51.48824,-0.22239,1,,
cd006851,51.94640,1.32256,,2,
cd036ac3,51.46182,-0.01328,,,2
cd04865d,55.07011,-3.60658,,1,
cd0bb2d6,51.54407,-0.19553,1,,
cd13636b,53.08396,-1.57113,,2,
cd18a34b,51.61220,-0.42785,,2,
cd1c8756,51.57731,0.01388,1,,
cd1cf1b9,51.51810,-0.17164,1,,
cd21a28d,51.51827,-0.15812,1,,
cd221bca,52.42821,-1.51682,1,,
cd24607c,51.48767,-0.30741,1,,
cd2473ee,51.53669,-0.09782,1,,
cd255bf1,51.62272,-0.72862,,1,2
cd267f07,51.51715,-0.15678,1,,
cd2c073c,50.83997,-0.15528,1,,
cd2d84f4,52.58905,-2.11702,,2,
cd2e5ed4,52.14687,-0.48791,,1,
cd3984ad,51.70584,-1.95156,,2,
cd3b315e,51.79383,-3.98766,,2,
cd457ca7,51.44707,0.21945,2,,
cd47000a,51.42705,-0.18793,1,,
cd492e18,51.55850,-0.14273,1,,
cd4b1303,56.08164,-3.39411,,1,
cd4dfc2c,51.80035,0.63751,,2,
cd4e651a,51.51520,-0.15978,1,,
cd582a97,52.36407,-2.05920,,,3
cd58acad,51.24665,0.54646,,,3
cd58e476,52.55450,1.17892,1,1,
cd5bcc50,51.51776,-0.06613,,,3
cd5e6ee3,56.63523,-2.91994,,1,
cd5eb3f5,53.22877,-1.29263,,2,
cd63a09f,52.81519,-2.08480,,2,
cd65feca,52.93038,1.29789,,2,
cd6b73b6,54.39676,-5.75874,,2,
cd6d6051,51.37713,-0.02243,,,3
cd6ef184,51.43452,-0.20081,1,1,
cd7b80b4,52.18976,-1.47906,2,,
cd7d8dd9,51.73833,-1.09648,,1,
cd812903,51.52460,-0.17966,1,,
cd830762,53.00390,-1.21580,,,2
cd87e7d3,52.40957,-1.54203,1,,
cd90b24c,50.84781,-0.54658,,2,
cd923905,52.48384,-2.12010,,,2
cd926bd3,51.50721,-0.11363,,1,
cd98cc43,51.45490,-0.13564,1,,
cd9adc74,51.46282,-0.15272,1,,
cda1202b,51.51022,-0.23579,1,1,
cda41788,53.77652,-1.57218,,2,
cda67021,51.38005,-0.06220,1,,
cda9f080,54.54250,-1.92226,,2,
cdae2339,51.86510,-2.21081,2,,
cdaf50a4,51.59021,0.02860,1,,
cdaff290,52.45895,1.56576,,2,
cdb3fcd3,50.83361,-0.15621,1,,
cdb7874b,53.57568,-2.43077,,1,
cdb8f89a,53.40570,-3.05695,,2,
cdbcfa94,52.50180,-1.77111,,,3
cdbe869d,51.45109,-0.18534,1,,
cdc53a4e,51.58103,0.02128,,2,
cdc77d46,51.53777,-0.21604,1,1,
cdc8e21b,52.39779,-1.43664,,1,2
cdcfb2f5,51.06835,1.06617,,2,
cdd3f176,51.49106,0.06356,1,1,
cddc796a,52.44913,-1.47863,1,,
cdde3d4e,51.60629,-0.11354,1,,
cddf97a9,56.20726,-3.43371,,,3
cde10036,51.45037,0.10419,,2,
cde211f9,51.46776,-0.29317,1,,
cde88643,51.54003,-0.15751,1,1,
cde8e1a7,51.56106,-0.01352,1,,
cdeaa40a,53.72816,-2.66608,,1,
cdec5b19,51.45673,-0.18495,1,,
cdeca3f5,51.45358,-0.32509,1,,
cdf2339d,54.44381,-1.66722,,,2
cdf506a5,51.45452,-0.31333,1,,
cdfc9edd,51.39829,-0.14406,1,,
cdfe1585,51.49547,-0.19843,1,1,
cdff7bab,51.46211,-0.15653,1,,
ce06a5bd,52.41104,-1.52435,,1,
ce0941cc,51.57692,-2.97915,,1,2
ce09fdc5,51.52226,-0.21332,1,,
ce0d1573,51.51827,-0.15511,1,,
ce0d1d9b,51.66063,-0.26580,,2,
ce0d3d88,51.44311,-0.12889,1,,
ce148e8f,51.45475,-0.06472,1,,
ce158554,51.47040,-0.29151,1,1,
ce179334,52.44656,-1.51625,1,,
ce1863f2,51.47936,-0.21337,1,,
ce21254d,51.57129,-0.12835,1,,
ce26be3a,51.18663,-0.61311,,,3
ce285cce,52.21913,-1.50303,,,2
ce2b8aed,58.32715,-6.68211,,2,
ce2d2842,51.61526,0.51934,,2,
ce2dc9bb,53.14179,0.32111,,2,
ce2e8d52,51.41114,-0.05504,,2,
ce330198,54.94486,-1.36456,1,,
ce392219,51.53825,-0.11048,1,,
ce3a79bb,52.44741,-1.71827,,1,
ce42361c,53.84959,-1.93560,,1,
ce458e67,52.32342,-0.06954,,2,
ce4a5cd2,54.97154,-1.62853,,1,
ce4b9708,51.75970,0.84460,,1,
ce4c7d18,51.48978,-0.22905,1,1,
ce521a6c,52.92928,-1.16381,,2,
ce526b31,51.46523,-0.17171,1,1,
ce548937,50.36545,-4.74863,,,3
ce54ff2d,51.51541,-0.04748,1,1,
ce57446a,54.55512,-5.99824,,1,
ce5bb7ab,52.96624,-1.11097,,2,
ce5f87af,51.52024,-0.14491,1,,
ce627bf9,54.98620,-1.56046,,2,
ce6312b6,51.40109,-3.26887,,,2
ce632972,51.43553,-0.10277,1,,
ce6985f6,51.39060,0.50637,,1,
ce6b16ea,53.42072,-2.16230,,2,
ce6c3a3f,56.55559,-2.58576,,2,
ce6d5e2c,51.42596,-0.33137,1,,
ce6e7951,51.55295,-0.18475,1,,
ce736de1,53.55826,-1.46998,,2,
ce7a0d2e,50.73347,-3.47924,,2,
ce7c0dcb,55.76282,-4.17229,,1,2
ce7d2074,51.59101,-0.01947,,2,
ce7d25a3,51.01525,-3.11214,,2,
ce7de97c,53.46251,-2.23432,,1,
ce806ecf,51.45666,-0.06957,1,,
ce840aa9,54.64799,-6.74251,,2,
ce842c8a,51.34166,0.60767,,,2
ce867e8e,53.22435,-0.55549,,1,2
ce88296e,51.52422,-3.19185,,,2
ce8876fe,51.46490,-0.23689,1,1,
ce8ac2a1,51.72440,-2.53450,,2,
ce8b5655,51.47081,-0.19018,1,,
ce8ff54c,51.45197,-2.60289,,1,
ce917ddb,51.00557,-0.90710,,2,
ce9658dc,53.90748,-1.69229,,,3
ce96aa39,53.58218,-1.77980,,2,
ce96db34,55.86609,-4.25880,,2,
ce9920ac,51.54977,-0.06986,1,,
ce9b375e,51.49813,-0.06202,1,,
ce9cbb04,53.40870,-2.99798,,2,
ce9ef514,51.58352,-0.35141,1,,
cea1f2e0,50.36388,-4.13446,,2,
cea7785b,53.48340,-2.23583,,2,
cea89ae6,51.49205,-0.27315,1,,
ceabc055,53.78122,-1.78782,,2,
ceb490c1,53.90796,-1.41515,,2,
ceb64afc,50.81806,-0.11524,1,,
ceba9dbb,51.44033,-0.18560,1,,
cebdd672,51.45846,-0.20995,1,1,
cebf5b34,51.52954,-0.11498,1,,
cec06717,52.48305,-2.11911,,2,
cec0a564,51.45412,-0.99915,,2,
cec21a2a,51.90040,-4.97060,,,2
cec40dd7,51.43066,-0.39895,2,,
cec9daad,53.68281,-1.50112,,1,2
ced2ca0a,51.49929,0.00353,1,1,
ced2d445,51.51767,-0.28904,,,2
ced45f77,54.92990,-1.39043,1,1,
ced686c5,51.51250,-0.12981,1,1,
cee63e81,51.55476,0.00668,1,,
cee654d6,51.39925,-0.13345,1,1,
cee93463,51.45590,-0.07502,1,,
ceed5d30,55.85333,-4.16296,,2,
cef28012,58.49488,-6.25415,,2,
cef32067,51.50193,-0.19971,1,,
cef48e56,51.54578,-0.15720,1,,
cef98f91,51.57364,0.19587,,1,2
cefabaa5,53.56415,-2.37305,,2,
cefb4b45,51.47917,0.02258,1,,
cefc4670,51.46376,-0.15733,1,,
cf05982e,50.95679,-1.44796,,,2
cf0798ce,51.53071,-0.18705,1,,
cf07d2c0,51.23921,-0.58046,,1,
cf09db08,53.38752,-2.59131,,2,
cf0dbcee,52.47725,-1.89485,,1,
cf164e39,51.48092,-0.41932,,3,
cf17d010,51.48986,-0.08357,1,,
cf18f804,51.52534,-0.19120,1,,
cf1f758a,51.41845,-0.31980,1,,
cf2b0d6c,51.87550,-2.26850,,,2
cf2d8d4c,50.92910,-2.92487,,1,2
cf3064db,54.90789,-1.38735,,1,
cf38ad14,51.47489,-0.16213,1,1,
cf3bb92c,51.48983,0.02685,,2,
cf402314,51.54424,-0.00759,,2,
cf408116,53.79261,-1.78920,1,1,
cf448785,51.37360,-0.36377,,2,
cf4929ed,51.41589,-0.19443,1,,
cf4b19e3,51.61127,-0.10423,1,,
cf4b5a72,51.45647,-0.11283,1,,
cf4cf9d0,51.48051,-0.43961,2,,
cf5194e6,54.97676,-1.61569,,1,
cf566487,54.91888,-1.48654,,1,
cf572a2e,52.51261,-3.97569,,,3
cf5b569c,52.55336,-1.46070,,1,
cf5d2ab9,50.71663,-3.46422,,,1
cf62eec4,55.81833,-4.20155,,2,
cf6b64f1,51.45380,-0.11617,1,,
cf71e6c7,56.47264,-2.97235,,,3
cf737b45,51.50204,-0.27122,,2,
cf776f17,51.50792,-0.22846,1,,
cf7928ce,51.39471,-0.11072,1,1,
cf86610b,53.26723,-2.77244,,2,
cf89702a,54.71886,-6.22585,,2,
cf8bdbfe,51.41829,-0.23467,1,1,
cf9008ac,52.23165,0.70683,,2,
cf92409f,51.49525,-0.08754,1,,
cf9cf2aa,51.52714,-0.20558,1,,
cf9d8757,51.48396,-0.09604,1,,
cfa37ea2,50.95824,-1.44817,,,2
cfa5e375,51.40955,-0.26253,1,1,
cfa69734,51.64849,-4.03712,,2,
cfa735bb,51.68978,-0.41735,,2,
cfa7fe86,52.47637,-1.89719,,2,
cfac9a6c,53.01850,-1.30580,,2,
cfadcecb,51.39417,-0.30773,1,,
cfb0ad98,52.13902,-0.48616,,1,
cfb44b5d,53.72021,-1.85982,,1,2
cfb54b1c,51.51839,-0.09066,,2,
cfb9e62d,54.56660,-1.29943,,1,
cfbe1de1,51.46167,0.23209,,1,
cfbeb8c0,51.94049,-1.54766,,2,
cfbf8709,52.91843,-1.47945,,2,
