MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02005453,"Washingborough & Branston",0,379.0,793.61,31.954,0,0,0.00,1031.32,0.00,0
E02005455,"Skellingthorpe",0,668.0,3541.08,40.191,0,0,0.00,518.74,0.00,16.58
E02005456,"Bracebridge Heath & Waddington",0,709.0,3061.94,21.305,0,0,0.00,610.64,0.00,0
E02005457,"Metheringham",0,440.0,614.78,29.757,0,0,0.00,621.81,0.00,0
E02005458,"Navenby",0,841.0,733.31,12.509,0,0,0.00,0.00,0.00,0
E02005459,"Ruskington North & Billinghay",0,614.0,636.96,26.734,0,0,0.00,1156.88,4525.00,2.38
E02005460,"Ruskington West & Cranwell",0,567.0,4335.89,17.579,0,0,0.00,0.00,0.00,0
E02005461,"Ruskington South",0,320.0,884.97,26.306,0,0,0.00,439.91,0.00,0
E02005462,"Sleaford East",0,188.0,2866.40,45.759,2,0,0.00,9895.97,0.00,0.51
E02005463,"Sleaford West",0,188.0,265.77,18.087,0,0,0.00,762.43,0.00,1.95
E02005464,"Heckington",0,472.0,1052.79,25.840,0,0,0.00,0.00,0.00,3.68
E02006866,"North Hykeham South",0,330.0,0.00,16.810,0,0,0.00,0.00,0.00,0
E02006867,"North Hykeham North",0,330.0,1809.46,26.195,5,0,63.09,12411.98,1921.37,0
