MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02004379,"Chailey",0,683.0,1790.85,39.459,0,0,0.00,58.57,1361.30,9.47
E02004380,"Wivelsfield Green",0,2105.0,3758.69,43.929,1,0,0.00,0.00,13663.48,2.72
E02004381,"Lewes Central & East",0,422.0,2537.21,71.060,4,0,0.00,9412.04,2734.44,10.56
E02004382,"Ringmer",0,635.0,1663.43,38.716,1,0,0.00,0.00,52.41,1.61
E02004383,"Lewes West",0,207.0,1822.00,21.348,0,0,0.00,0.00,0.00,4.28
E02004384,"East Saltdean & Telscombe Cliffs",0,667.0,398.26,13.521,0,0,0.00,0.00,0.00,0
E02004385,"Peacehaven West",0,130.0,596.54,25.316,0,0,0.00,0.00,0.00,0.65
E02004386,"Newhaven Town",0,45.0,1897.61,5.433,0,0,0.00,5798.45,0.00,13.29
E02004387,"Newhaven West",0,45.0,239.05,5.289,2,0,0.00,0.00,0.00,1.79
E02004388,"Peacehaven East",0,130.0,101.44,17.035,1,0,0.00,0.00,0.00,0.97
E02004389,"East Blatchington",0,114.0,148.58,20.420,0,0,0.00,0.00,0.00,0.88
E02004390,"Seaford Eastbourne Road",0,114.0,125.43,19.973,0,0,0.00,0.00,0.00,1.84
E02004391,"Seaford Town",0,114.0,651.10,31.650,1,0,0.00,3231.92,0.00,1.33
