MSOA,index-of-transport-accesibility,chargepoints
E02002483,0.144,0.00
E02002484,0.058,0.00
E02002485,0.134,0.00
E02002487,0.135,0.02
E02002488,0.151,0.00
E02002489,0.121,0.08
E02002490,0.116,0.00
E02002491,0.129,0.00
E02002492,0.127,0.00
E02002493,0.107,0.01
E02002494,0.102,0.00
E02006909,0.112,0.00
