MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006403,"Stanwell North & Stanwell Moor",0,380.0,538.29,20.212,1,0,0.00,0.00,5006.02,0
E02006404,"Stanwell South",0,467.0,841.50,19.750,2,0,0.00,8560.66,0.00,0.58
E02006405,"Ashford West",0,296.0,895.52,19.989,1,0,0.00,0.00,0.00,0
E02006406,"Staines Town",0,306.0,3438.25,30.491,15,0,0.00,4701.12,0.00,2.65
E02006407,"Ashford East",0,174.0,300.54,13.649,2,0,0.00,827.41,0.00,1.77
E02006408,"Ashford Common",0,401.0,1552.52,30.737,18,0,0.00,0.00,0.00,1.73
E02006409,"Staines South East",0,358.0,134.97,8.668,0,0,0.00,0.00,0.00,0
E02006410,"Sunbury Common",0,227.0,1574.51,35.159,9,0,0.00,11685.43,0.00,0
E02006411,"Staines South West",0,184.0,400.15,13.172,0,0,0.00,0.00,0.00,0
E02006412,"Sunbury East",0,696.0,3744.43,24.970,4,0,0.00,0.00,0.00,0
E02006413,"Halliford & Sunbury West",0,332.0,1180.97,17.416,0,0,0.00,0.00,0.00,0
E02006414,"Littleton & Shepperton Green",0,463.0,2001.11,22.093,0,0,0.00,0.00,0.00,0
E02006415,"Shepperton Town",0,956.0,1968.39,42.311,4,0,0.00,532.35,0.00,1.1892
