MSOA,index-of-transport-accesibility,chargepoints
W02000010,0,0.01
W02000011,0,0.01
W02000012,0,0.01
W02000013,0,0.00
W02000014,0,0.00
W02000015,0,0.01
W02000016,0,0.00
W02000017,0,0.00
W02000018,0,0.00
W02000019,0,0.02
W02000020,0,0.01
W02000021,0,0.00
W02000022,0,0.00
W02000023,0,0.00
W02000024,0,0.01
W02000025,0,0.00
W02000026,0,0.00
