MSOA,index-of-transport-accesibility,chargepoints
E02000653,0,0.01
E02000654,0,0.00
E02000655,0,0.02
E02000657,0,0.01
E02000658,0,0.00
E02000659,0,0.00
E02000660,0,0.00
E02000661,0,0.01
E02000662,0,0.02
E02000663,0,0.00
E02000664,0,0.12
E02000665,0,0.02
E02000666,0,0.00
E02000667,0,0.00
E02000668,0,0.00
E02000669,0,0.01
E02000670,0,0.00
E02000671,0,0.00
E02000672,0,0.06
E02000673,0,0.05
E02000674,0,0.01
E02000675,0,0.00
E02000676,0,0.00
E02000677,0,0.02
E02000678,0,0.00
E02000679,0,0.02
E02000680,0,0.00
E02000681,0,0.00
E02000682,0,0.01
E02000683,0,0.02
E02000685,0,0.01
E02000686,0,0.03
E02000687,0,0.00
E02006783,0,0.00
E02006784,0,0.02
E02006798,0,0.03
