MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02004506,"Horkesley Heath",0,760.0,1292.44,29.482,1,0.00,0.00,0.00
E02004507,"Highwoods",0,289.0,2273.95,28.087,0,0.00,11809.83,0.00
E02004508,"West Bergholt & Wormingford",0,409.0,248.71,25.528,0,0.00,531.65,0.00
E02004509,"Mile End & Braiswick",0,355.0,7184.84,22.629,8,0.00,8810.54,0.00
E02004512,"Central Colchester",0,1585.0,7490.05,48.530,0,0.00,4546.07,10262.78
E02004513,"Greenstead",0,483.0,1461.53,17.702,2,0.00,8978.62,0.00
E02004514,"Lexden",0,178.0,541.15,20.013,0,0.00,0.00,0.00
E02004515,"Marks Tey & Wakes Colne",0,620.0,1935.02,35.071,0,0.00,0.00,0.00
E02004516,"New Town & Hythe",0,372.0,1202.41,9.996,3,0.00,3690.37,0.00
E02004517,"Stanway",0,306.0,5907.58,37.766,5,0.00,13094.08,0.00
E02004518,"Abbey Field",0,306.0,1152.00,15.865,2,0.00,0.00,0.00
E02004519,"Prettygate & Westlands",0,178.0,78.17,20.499,0,0.00,325.87,0.00
E02004520,"Shrub End",0,372.0,1033.08,14.325,0,0.00,3954.39,0.00
E02004521,"Old Heath & Rowhedge",0,381.0,341.08,17.036,0,0.00,1748.24,0.00
E02004522,"Wivenhoe & University",0,529.0,2409.95,26.721,0,0.00,630.62,296.14
E02004523,"Monkwick",0,128.0,931.73,13.669,0,0.00,71.92,0.00
E02004524,"Layer-de-la-Haye",0,947.0,1452.94,29.232,0,0.00,0.00,0.00
E02004525,"Tiptree",0,253.0,923.88,32.606,0,0.00,6132.54,0.00
E02004526,"West Mersea",0,187.0,1235.59,30.393,0,0.00,1754.98,264.88
E02006922,"Parson's Heath",0,483.0,706.80,33.982,2,0.00,7842.57,0.00
