MSOA,index-of-transport-accesibility,chargepoints
E02005612,0,0.00
E02005613,0,0.00
E02005614,0,0.00
E02005615,0,0.00
E02005616,0,0.00
E02005617,0,0.00
E02005629,0,0.00
E02005630,0,0.00
E02005631,0,0.00
E02005632,0,0.00
E02005633,0,0.00
E02005634,0,0.00
E02005635,0,0.00
E02005636,0,0.00
E02005637,0,0.00
E02005638,0,0.00
E02005639,0,0.00
E02005640,0,0.00
E02005641,0,0.00
E02005642,0,0.00
E02005643,0,0.00
E02005644,0,0.00
E02005645,0,0.00
E02005646,0,0.00
E02005647,0,0.00
E02005648,0,0.00
E02005649,0,0.00
E02005692,0,0.00
E02005693,0,0.00
E02005694,0,0.00
E02005695,0,0.00
E02005696,0,0.00
E02005697,0,0.00
E02005698,0,0.00
E02005699,0,0.00
E02005700,0,0.00
E02005701,0,0.00
E02006862,0,0.00
E02006863,0,0.00
