MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002684,"Bridlington North & Bempton",24,266.0,970.35,6.365,0,0.00,1395.50,0.00,7.76
E02002685,"Bridlington East & Flamborough",26,101.0,2738.13,3.999,0,0.00,701.16,0.00,0
E02002686,"Bridlington West",29,101.0,1450.14,4.179,1,0.00,6769.31,0.00,2.08
E02002687,"Bridlington Central",28,101.0,2013.85,2.217,3,0.00,3383.40,0.00,1.51
E02002688,"Bridlington Hilderthorpe",35,101.0,715.76,0.060,1,0.00,2876.10,0.00,1.04
E02002689,"Burton Agnes",34,336.0,1789.79,22.527,0,0.00,0.00,0.00,4.72
E02002691,"Driffield West & Huggate",81,271.0,441.90,30.932,0,0.00,0.00,0.00,28.54
E02002692,"Stamford Bridge & Sutton Upon Derwent",119,192.0,871.30,41.919,0,0.00,150.81,0.00,3.58
E02002693,"Skipsea",67,251.0,2680.76,15.786,0,0.00,234.30,0.00,2.24
E02002694,"Pocklington",90,450.0,1672.34,63.811,1,0.00,4260.76,0.00,3.27
E02002695,"Hornsea",53,86.0,2355.01,14.513,2,0.00,5630.95,0.00,1.89
E02002696,"Cherry Burton",106,481.0,3319.85,16.658,0,0.00,0.00,0.00,0.68
E02002697,"Leven & Tickton",75,470.0,679.02,18.886,0,0.00,0.00,0.00,13.31
E02002698,"Market Weighton",139,93.0,1164.78,37.794,2,0.00,3877.17,0.00,3.63
E02002699,"Molescroft",94,223.0,798.48,23.907,0,0.00,0.00,0.00,5.98
E02002700,"Beverley North",96,223.0,1424.83,16.335,1,0.00,7925.18,0.00,0
E02002701,"Holme",189,593.0,505.71,37.350,0,0.00,0.00,34023.21,2.69
E02002702,"Beverley South",111,309.0,3424.24,75.319,4,0.00,5729.96,928.95,2.16
E02002703,"Walkington",118,331.0,2802.61,27.357,1,0.00,6931.86,0.00,0.26
E02002704,"Aldbrough & Sproatley",66,147.0,1133.17,9.318,0,0.00,0.00,0.00,0.74
E02002705,"Cottingham West",136,157.0,3194.64,22.148,0,0.00,0.00,0.00,4.26
E02002706,"Cottingham East",115,171.0,771.44,14.852,0,0.00,0.00,0.00,14.34
E02002707,"South Cave",324,477.0,714.00,34.543,0,0.00,0.00,0.00,1.08
E02002708,"Cottingham South & North Ella",126,220.0,598.70,24.467,1,0.00,0.00,0.00,1.8
E02002709,"Gilberdyke & North Cave",297,445.0,2864.34,52.753,0,0.00,0.00,2049.61,0.98
E02002710,"Willerby",149,157.0,1387.79,26.371,0,0.00,6790.30,0.00,8.6
E02002711,"Kirk Ella",168,171.0,1831.64,34.211,0,0.00,9527.96,658.94,0.63
E02002712,"Hedon & Preston",67,95.0,3292.81,18.196,1,0.00,2728.70,0.00,0.24
E02002714,"Withernsea West & Keyingham",48,176.0,1036.78,18.898,2,0.00,0.00,44817.90,13.872
E02002715,"Brough",260,247.0,3190.82,74.727,1,0.00,2493.32,88669.53,3.24
E02002716,"Burstwick & Thorngumbald",69,95.0,233.00,18.431,0,0.00,0.00,1686.08,1.76
E02002717,"Hessle East & Anlaby South",183,358.0,1157.17,55.069,0,0.00,4427.18,0.00,6.13
E02002718,"North Ferriby & Swanland",207,247.0,1980.37,57.811,1,0.00,593.90,2514.98,0
E02002719,"Hessle West",208,132.0,2085.23,19.902,1,0.00,1154.81,0.00,4.31
E02002720,"Howden South & Goole North",414,394.0,913.79,15.833,0,0.00,1205.14,8194.12,1.49
E02002721,"Howden North",381,352.0,511.78,18.386,0,0.00,0.00,8807.29,2.83
E02002722,"Withernsea East & Patrington",20,109.0,1720.09,11.608,2,0.00,8858.81,20670.99,0.62
E02002723,"Goole West",438,191.0,4629.47,27.254,1,63948.07,12595.94,81247.14,6.85
E02002724,"Goole East",389,191.0,978.17,16.669,1,0.00,1026.56,530.76,0.76
E02002725,"Snaith",469,1300.0,288.41,16.396,0,0.00,0.00,1568.18,1.4
E02006814,"Anlaby Common",149,335.0,785.25,11.488,0,0.00,1817.30,0.00,0
E02006891,"Driffield East & Nafferton",60,165.0,134.58,19.521,0,0.00,0.00,0.00,4.16
E02006892,"Driffield Central",75,165.0,1289.76,24.298,3,0.00,4359.63,0.00,4.24
