MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02001827,"Hill Hook",0,520.0,336.07,39.169,0,0,0.00,0.00,0.00,0.66
E02001828,"Four Oaks",0,661.0,1319.36,51.083,0,0,0.00,11186.30,0.00,2.4
E02001829,"Little Sutton & Roughley",0,520.0,720.62,45.218,0,0,0.00,1033.34,0.00,0.82
E02001830,"Sutton Coldfield North & Park",0,950.0,2886.49,223.734,0,0,0.00,0.00,0.00,2.15
E02001831,"Reddicap Heath",0,340.0,1153.71,40.633,0,0,0.00,242.56,0.00,0.85
E02001832,"Rectory Park & New Hall Valley",0,419.0,1825.73,33.702,0,0,548.81,1118.84,0.00,1.39
E02001833,"Kingstanding North",0,575.0,597.65,15.731,0,0,0.00,745.54,0.00,0.2
E02001834,"Old Oscott",0,137.0,456.95,4.200,0,0,0.00,0.00,0.00,0
E02001835,"Sutton Coldfield South & Central",0,930.0,3036.05,45.265,3,0,0.00,2588.43,0.00,6.32
E02001836,"New Oscott",0,312.0,1585.93,30.585,2,0,0.00,13710.94,0.00,0.2
E02001837,"Kingstanding South East",0,64.0,235.38,5.374,0,0,0.00,1278.33,0.00,0.92
E02001838,"Walmley",0,340.0,225.33,33.004,1,0,0.00,0.00,0.00,0.17
E02001839,"Queslett",0,211.0,827.29,4.718,0,0,0.00,9149.37,0.00,0.03
E02001840,"Perry Common - College Road",0,130.0,395.06,5.362,0,0,0.00,289.81,0.00,0.13
E02001841,"Wylde Green",0,576.0,386.14,23.244,0,0,0.00,0.00,0.00,0.56
E02001842,"Perry Beeches West",0,147.0,155.27,5.198,0,0,0.00,0.00,0.00,0
E02001843,"Kingstanding South West",0,211.0,72.05,19.673,0,0,0.00,0.00,0.00,1.43
E02001844,"Chester Road",0,493.0,1052.16,24.383,0,0,0.00,476.01,0.00,1.72
E02001845,"Perry Beeches East",0,138.0,165.79,4.328,0,0,0.00,0.00,204.26,7.79
E02001846,"Short Heath",0,66.0,26.78,4.418,0,0,0.00,0.00,0.00,1.37
E02001847,"Minworth",0,149.0,2518.34,25.674,1,0,0.00,14749.94,36817.05,1.31
E02001848,"Upper Witton",0,197.0,355.77,3.537,0,0,0.00,0.00,0.00,0.17
E02001849,"Erdington Town",0,414.0,741.55,17.972,0,0,0.00,4009.49,0.00,9.36
E02001850,"Perry Barr & South Hamstead",0,171.0,1566.33,8.067,0,0,0.00,9397.13,0.00,2.96
E02001851,"Pype Hayes Park",0,245.0,1478.08,9.901,1,0,0.00,1253.55,0.00,4.12
E02001852,"Stockland Green - Marsh Hill",0,66.0,47.46,3.759,0,0,0.00,0.00,0.00,2.18
E02001854,"Birches Green",0,179.0,10005.85,9.003,4,0,0.00,2099.36,0.00,7.75
E02001855,"Castle Vale",0,396.0,3365.30,3.176,2,0,0.00,6681.08,0.00,4.77
E02001856,"Brookvale",0,133.0,1169.38,3.430,2,0,18054.19,463.02,18054.19,6.2
E02001857,"Gravelly Hill & South Erdington",0,284.0,526.80,11.823,0,0,0.00,0.00,9565.20,3.67
E02001858,"Handsworth East",0,131.0,439.97,9.767,0,0,0.00,377.83,0.00,0.72
E02001859,"Birchfield East",0,302.0,2283.21,8.190,0,0,13700.06,7671.32,12827.91,31.2
E02001860,"Handsworth West",0,131.0,0.00,0.419,0,0,0.00,0.00,0.00,1.69
E02001861,"Birchfield West",0,202.0,63.04,10.126,0,0,0.00,0.00,0.00,5.47
E02001862,"Middlemore",0,107.0,76.83,0.000,0,0,0.00,2170.15,0.00,2.5
E02001863,"Aston Park",0,67.0,2073.77,0.000,0,0,0.00,0.00,32466.02,2.54
E02001864,"Bromford",0,68.0,174.57,7.155,0,0,0.00,0.00,0.00,1.94
E02001865,"Handsworth South",0,260.0,264.87,7.430,0,0,0.00,671.74,0.00,3.14
E02001866,"Lozells West",0,202.0,38.67,1.198,0,0,0.00,1019.09,0.00,2.71
E02001867,"Lozells East",0,105.0,147.44,0.000,0,0,0.00,344.73,0.00,2.28
E02001868,"Hodge Hill",0,156.0,425.11,7.332,0,0,0.00,7175.44,0.00,1.78
E02001869,"Nechells",0,359.0,2417.31,0.225,0,0,18189.19,0.00,0.00,0.2
E02001870,"Ward End & Bromford West",0,277.0,64.55,3.372,0,0,0.00,1416.92,0.00,1.74
E02001871,"Buckland End",0,166.0,190.07,9.113,0,0,0.00,713.35,0.00,0.56
E02001872,"Shard End & Kingfisher",0,166.0,25.48,13.564,0,0,0.00,0.00,0.00,11.09
E02001873,"Winson Green & Gib Heath",0,163.0,1508.03,0.000,1,0,0.00,517.48,0.00,21.32
E02001874,"Washwood Heath",0,43.0,142.97,0.000,0,0,0.00,4825.87,0.00,1.1
E02001875,"Hockley & Jewellery Quarter",0,214.0,946.64,0.068,5,0,0.00,9154.00,0.00,7.91
E02001876,"North Central & Dartmouth Circus",0,606.0,8094.61,2.371,9,0,3608.10,1172.77,2799.09,32.84
E02001877,"Saltley East",0,90.0,150.70,0.071,0,0,0.00,272.40,0.00,4.03
E02001878,"Saltley West",0,162.0,579.60,0.932,4,0,0.00,903.93,14120.43,0.82
E02001879,"Summerfield",0,249.0,320.89,3.354,0,0,0.00,2392.84,0.00,13.81
E02001880,"Glebe Farm",0,98.0,40.35,4.859,0,0,0.00,666.45,0.00,3.93
E02001881,"Belchers Lane & Eastfield Road",0,143.0,51.65,1.059,0,0,0.00,1582.37,0.00,0.43
E02001882,"Stechford",0,53.0,581.62,4.633,0,0,0.00,1080.23,0.00,5.53
E02001883,"Kitts Green",0,1969.0,144.68,6.357,1,0,0.00,6425.66,0.00,4.35
E02001884,"Bordesley Green North",0,124.0,0.00,4.858,0,0,0.00,1984.62,0.00,2.64
E02001886,"Rotton Park",0,437.0,607.85,19.130,0,0,0.00,0.00,0.00,38.71
E02001888,"Kent's Moat",0,210.0,69.22,5.416,0,0,0.00,471.73,0.00,6.18
E02001889,"Little Bromwich",0,81.0,766.98,0.734,0,0,0.00,0.00,0.00,0.75
E02001890,"Edgbaston North",0,454.0,2208.24,22.626,0,0,0.00,0.00,0.00,8.87
E02001892,"Yardley Fields",0,214.0,1336.55,3.105,0,0,0.00,1276.63,0.00,0.12
E02001893,"Yardley",0,290.0,89.98,5.036,0,0,0.00,1242.63,0.00,1.26
E02001895,"Sheldon North",0,2081.0,1842.07,7.656,0,0,0.00,665.16,43.03,0.18
E02001896,"Small Heath Park",0,94.0,126.56,0.013,0,0,2412.72,0.00,0.00,0.94
E02001897,"Sparkbrook North",0,223.0,1104.90,1.381,1,0,0.00,0.00,0.00,10.61
E02001898,"Lyndon Green",0,157.0,163.43,5.855,0,0,0.00,251.41,0.00,0.16
E02001899,"Harborne West",0,344.0,131.10,29.051,0,0,0.00,342.04,0.00,0.88
E02001900,"Five Ways South & Calthorpe Park",0,395.0,1036.39,12.724,0,0,0.00,4367.33,0.00,0.01
E02001901,"Harborne East",0,470.0,1087.61,43.805,2,0,0.00,4912.95,0.00,1.17
E02001902,"Yardley South",0,237.0,737.23,5.423,0,0,0.00,7581.93,0.00,0.78
E02001903,"Sparkbrook South",0,204.0,201.03,3.691,0,0,0.00,2441.88,0.00,1.98
E02001904,"Hay Mills & Tyseley",0,410.0,937.76,18.273,4,0,0.00,2512.75,1497.09,3.95
E02001905,"Edgbaston South & University",0,593.0,4555.43,18.220,7,0,0.00,1518.62,0.00,5.56
E02001906,"Quinton Ridgacre",0,360.0,533.85,47.326,3,0,0.00,3362.00,0.00,1.34
E02001907,"Sheldon South",0,2645.0,1138.92,12.753,0,0,0.00,14048.64,0.00,3.74
E02001908,"Sparkhill North",0,60.0,76.94,1.364,0,0,0.00,1477.11,0.00,0.16
E02001909,"Balsall Heath East",0,282.0,272.83,1.273,0,0,0.00,574.63,0.00,0.99
E02001910,"Balsall Heath West & Kingswood Road",0,282.0,144.24,1.584,0,0,0.00,2799.33,0.00,5.03
E02001911,"Quinton East",0,101.0,51.91,10.221,0,0,0.00,159.69,0.00,0.19
E02001913,"Metchley",0,494.0,3382.93,27.476,1,0,0.00,0.00,0.00,0.93
E02001914,"Moor Green & Cannon Hill",0,222.0,293.08,7.463,0,0,0.00,1446.55,0.00,1.41
E02001915,"Acocks Green East",0,346.0,714.56,13.370,2,0,0.00,3728.24,0.00,4.36
E02001916,"Acocks Green West",0,209.0,218.43,5.252,0,0,0.00,2562.08,0.00,29.84
E02001918,"Moseley Village",0,330.0,288.31,19.300,2,0,0.00,3663.95,0.00,1.72
E02001919,"Moseley",0,282.0,8.34,11.830,0,0,0.00,0.00,0.00,1.02
E02001920,"Woodgate Valley",0,261.0,51.72,10.282,0,0,0.00,0.00,0.00,0.3
E02001921,"California",0,414.0,260.65,15.804,1,0,0.00,6234.76,0.00,0.12
E02001922,"Selly Oak",0,306.0,2193.03,28.434,5,0,0.00,15960.22,0.00,6.07
E02001923,"Springfield & Hall Green West",0,352.0,554.26,16.344,0,0,0.00,0.00,0.00,3.42
