MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02005132,"Cliftonville West",0,128.0,1338.52,15.193,0,0.00,5300.94,799.59,3.39
E02005133,"Cliftonville East & Kingsgate",0,353.0,1118.11,17.184,0,0.00,1049.04,0.00,3.03
E02005134,"Margate Town",0,376.0,1776.20,10.389,2,0.00,0.00,0.00,0.72
E02005135,"Salmestone",0,222.0,972.59,23.913,0,0.00,0.00,0.00,1.41
E02005136,"Westbrook & Garlinge",0,151.0,549.89,7.999,0,0.00,0.00,0.00,0
E02005137,"Dane Valley & Northdown Hill",0,282.0,172.03,8.771,0,0.00,0.00,0.00,0.18
E02005138,"Westgate",0,222.0,78.94,16.521,0,0.00,0.00,0.00,0.61
E02005139,"Birchington",0,353.0,437.65,26.083,1,0.00,0.00,0.00,0.67
E02005140,"Broadstairs North",0,154.0,235.55,21.656,0,0.00,232.13,0.00,3.13
E02005141,"Broadstairs South",0,237.0,551.40,40.696,0,0.00,505.69,0.00,1.11
E02005142,"Westwood",0,366.0,5422.56,21.335,8,0.00,36236.74,0.00,3.31
E02005143,"Dumpton",0,237.0,246.30,8.520,0,0.00,1931.50,0.00,1.15
E02005144,"Newington",0,167.0,258.38,11.536,0,0.00,5855.06,16550.14,6.56
E02005145,"Minster & St-Nicholas-at-Wade",0,485.0,1682.57,24.654,1,0.00,0.00,0.00,321.67
E02005146,"Ramsgate Ellington",0,167.0,192.72,15.273,0,0.00,38.71,1590.75,2.71
E02005147,"Ramsgate Harbour",0,83.0,1171.42,13.276,5,0.00,3252.05,0.00,1.93
E02005148,"Nethercourt",0,167.0,142.88,8.958,0,0.00,0.00,0.00,2.49
