MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,grid-capacity,distribution-centres,supermarket,warehouse,brownfield
E02006588,"Rusper",0,987.0,3462.61,33.779,0,0,0.00,358.17,0.00,4.86
E02006589,"Littlehaven",0,426.0,2045.56,36.181,0,0,0.00,24.91,0.00,7.57
E02006590,"Broadbridge Heath & Warnham",0,663.0,1681.35,32.527,2,0,0.00,9154.46,0.00,0.39
E02006591,"Horsham East & Roffey",0,802.0,627.18,35.691,0,0,0.00,1398.55,355.86,2.11
E02006592,"Rudgwick",0,1223.0,1401.29,44.944,0,0,0.00,0.00,0.00,1
E02006593,"Horsham Central",0,802.0,4916.99,160.368,12,0,0.00,12531.18,0.00,5.32
E02006594,"Horsham West",0,426.0,1464.38,27.005,0,0,0.00,0.00,0.00,0.9
E02006595,"Horsham South",0,1132.0,4817.41,48.330,1,0,0.00,379.32,0.00,0.37
E02006596,"Southwater",0,376.0,1589.87,44.951,0,0,0.00,1017.95,0.00,2.64
E02006597,"Billingshurst",0,873.0,1518.75,80.080,3,0,0.00,0.00,3006.95,0.57
E02006598,"Cowfold & Partridge Green",0,811.0,1168.35,28.334,0,0,0.00,435.70,0.00,1.02
E02006599,"West Chiltington Common",0,873.0,346.42,39.953,0,0,0.00,0.00,0.00,0
E02006600,"Amberley",0,405.0,2072.77,99.781,5,0,0.00,6990.06,4034.71,0.44
E02006601,"Henfield & Small Dole",0,817.0,1823.05,66.344,0,0,0.00,940.75,0.00,0.41
E02006602,"Ashington & Washington",0,912.0,856.86,46.275,0,0,0.00,0.00,220.98,5.27
E02006603,"Steyning & Upper Beeding",0,340.0,827.25,36.195,1,0,0.00,869.27,0.00,0
