MSOA,index-of-transport-accesibility,chargepoints
W02000314,0,0.00
W02000315,0,0.01
W02000316,0,0.00
W02000317,0,0.02
W02000318,0,0.02
W02000319,0,0.00
W02000320,0,0.02
W02000321,0,0.02
W02000322,0,0.00
