MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02003122,"Glenholt & Widewell",0,169.0,1137.55,13.412,2,158.69,11872.76,9121.89,0
E02003123,"Southway",0,224.0,2639.49,15.429,0,0.00,2910.80,0.00,10.17
E02003124,"Tamerton Foliot",0,224.0,564.84,5.719,0,0.00,0.00,0.00,4.76
E02003125,"Ernesettle",0,55.0,1611.57,3.522,0,0.00,0.00,0.00,1.12
E02003126,"Derriford & Estover",0,169.0,8826.82,12.815,10,0.00,8307.26,0.00,27.14
E02003127,"King's Tamerton & West Park",0,224.0,277.15,12.997,0,0.00,411.82,0.00,1.31
E02003128,"Honicknowle & Manadon",0,55.0,1557.50,5.321,0,0.00,11135.41,0.00,5.06
E02003129,"Crownhill",0,224.0,1515.68,10.651,1,0.00,298.53,0.00,16.34
E02003130,"St Budeaux",0,55.0,147.51,6.081,0,0.00,0.00,0.00,1.44
E02003131,"Deer Park & Leigham",0,399.0,1222.26,11.882,4,3049.17,199.07,0.00,0
E02003132,"Ham",0,100.0,416.88,3.889,0,0.00,0.00,0.00,0.45
E02003133,"Higher Compton & Eggbuckland",0,265.0,20.00,10.438,0,0.00,0.00,0.00,0.66
E02003134,"North Prospect",0,100.0,1723.03,3.553,2,0.00,570.86,0.00,0
E02003135,"Keyham",0,100.0,4246.22,2.787,0,0.00,0.00,0.00,0.68
E02003136,"Plympton St Mary",0,134.0,446.59,15.157,1,0.00,1149.87,0.00,36.88
E02003137,"Mannamead & Hartley",0,96.0,765.11,16.550,1,0.00,5686.88,0.00,1.06
E02003138,"Peverell",0,232.0,428.42,10.492,1,0.00,0.00,0.00,0
E02003139,"Plympton Chaddlewood",0,134.0,4.20,7.524,1,0.00,0.00,0.00,0
E02003140,"Plympton Underwood",0,134.0,1501.23,11.030,3,0.00,2850.55,0.00,4.27
E02003141,"Ford & Blockhouse Park",0,187.0,260.49,3.523,0,0.00,3603.69,0.00,0.08
E02003142,"Efford",0,187.0,1101.45,9.284,2,0.00,10037.21,0.00,0.87
E02003143,"Plympton St Maurice",0,134.0,356.74,10.993,0,0.00,3271.42,0.00,0.37
E02003144,"Mutley",0,233.0,566.04,1.533,2,0.00,638.07,0.00,0.93
E02003145,"Stoke & Pennycomequick",0,278.0,392.46,7.740,0,0.00,409.72,0.00,1.57
E02003146,"Lipson",0,187.0,295.62,0.067,0,0.00,1608.14,0.00,0
E02003147,"Devonport",0,91.0,2433.07,3.555,3,0.00,228.82,0.00,3.9
E02003148,"City Centre",0,137.0,3006.35,4.472,20,0.00,7268.03,464.34,11
E02003149,"Cattedown & Prince Rock",0,137.0,2339.06,0.027,0,0.00,0.00,3738.41,2.47
E02003150,"Millbay & Stonehouse",0,142.0,3330.46,4.380,1,0.00,5063.38,1943.23,24.23
E02003151,"Plymstock Elburton",0,285.0,236.49,22.198,0,0.00,0.00,0.00,2.53
E02003152,"Plymstock Hooe & Oreston",0,624.0,1227.04,52.393,1,0.00,9161.53,636.01,52.79
E02003153,"Plymstock Goosewell & Staddiscombe",0,151.0,794.76,13.275,2,0.00,1721.42,0.00,0.49
